DE_union_geneID	DE_union_transID
ENSG00000198707	ENST00000675476
ENSG00000198743	ENST00000381151
ENSG00000204262	ENST00000374866
ENSG00000204611	ENST00000600228
ENSG00000213171	ENST00000368820
ENSG00000213347	ENST00000427908
ENSG00000214212	ENST00000397820
ENSG00000214654	ENST00000689072
ENSG00000221909	ENST00000449309
ENSG00000237649	ENST00000428849
ENSG00000245848	ENST00000498907
ENSG00000248746	ENST00000502692
ENSG00000256061	ENST00000321149
ENSG00000260916	ENST00000310958
ENSG00000265590	ENST00000673807
ENSG00000265972	ENST00000582401
ENSG00000269713	ENST00000698832
ENSG00000278637	ENST00000617569
ENSG00000285133	ENST00000642841
ENSG00000289746	ENST00000698248
ENSG00000000457	ENST00000367771
ENSG00000002016	ENST00000358495
ENSG00000003756	ENST00000347869
ENSG00000004766	ENST00000544910
ENSG00000005007	ENST00000262803
ENSG00000005483	ENST00000311117
ENSG00000005889	ENST00000304543
ENSG00000006015	ENST00000358607
ENSG00000006042	ENST00000579849
ENSG00000006062	ENST00000376926
ENSG00000008311	ENST00000417368
ENSG00000009413	ENST00000435970
ENSG00000009830	ENST00000261534
ENSG00000010818	ENST00000367604
ENSG00000013306	ENST00000225308
ENSG00000014123	ENST00000369278
ENSG00000019485	ENST00000622142
ENSG00000031003	ENST00000689681
ENSG00000033030	ENST00000543897
ENSG00000047634	ENST00000380041
ENSG00000048342	ENST00000503292
ENSG00000049449	ENST00000054950
ENSG00000054118	ENST00000354618
ENSG00000058729	ENST00000283109
ENSG00000059728	ENST00000540449
ENSG00000059804	ENST00000075120
ENSG00000060140	ENST00000075503
ENSG00000064012	ENST00000358485
ENSG00000065809	ENST00000181796
ENSG00000070444	ENST00000174618
ENSG00000072135	ENST00000175756
ENSG00000072864	ENST00000674995
ENSG00000073150	ENST00000395842
ENSG00000073756	ENST00000680451
ENSG00000075043	ENST00000706989
ENSG00000075303	ENST00000341119
ENSG00000075336	ENST00000169551
ENSG00000075651	ENST00000351298
ENSG00000076242	ENST00000458205
ENSG00000076554	ENST00000448733
ENSG00000077585	ENST00000366592
ENSG00000077782	ENST00000703405
ENSG00000080854	ENST00000533871
ENSG00000081870	ENST00000371378
ENSG00000082258	ENST00000264157
ENSG00000083097	ENST00000237163
ENSG00000083223	ENST00000277141
ENSG00000083750	ENST00000374941
ENSG00000083807	ENST00000263093
ENSG00000083817	ENST00000196489
ENSG00000085998	ENST00000371992
ENSG00000088448	ENST00000267339
ENSG00000089289	ENST00000342206
ENSG00000089775	ENST00000608382
ENSG00000091879	ENST00000325203
ENSG00000092036	ENST00000206474
ENSG00000093010	ENST00000678255
ENSG00000095574	ENST00000617859
ENSG00000095787	ENST00000375664
ENSG00000095951	ENST00000379388
ENSG00000096401	ENST00000371477
ENSG00000099624	ENST00000215375
ENSG00000099875	ENST00000250896
ENSG00000099904	ENST00000334554
ENSG00000100023	ENST00000335025
ENSG00000100038	ENST00000398793
ENSG00000100162	ENST00000402338
ENSG00000100219	ENST00000216037
ENSG00000100239	ENST00000612753
ENSG00000100263	ENST00000216085
ENSG00000100422	ENST00000216264
ENSG00000100439	ENST00000428304
ENSG00000100503	ENST00000530997
ENSG00000100711	ENST00000216602
ENSG00000100908	ENST00000419198
ENSG00000101745	ENST00000262126
ENSG00000101782	ENST00000339486
ENSG00000102038	ENST00000371122
ENSG00000102178	ENST00000369660
ENSG00000102401	ENST00000341189
ENSG00000102893	ENST00000299167
ENSG00000102996	ENST00000219271
ENSG00000103044	ENST00000306560
ENSG00000103066	ENST00000219345
ENSG00000103152	ENST00000219431
ENSG00000103363	ENST00000693239
ENSG00000103404	ENST00000219689
ENSG00000104823	ENST00000221418
ENSG00000104957	ENST00000586600
ENSG00000104969	ENST00000676943
ENSG00000105427	ENST00000222032
ENSG00000105520	ENST00000251473
ENSG00000105556	ENST00000264819
ENSG00000105583	ENST00000598732
ENSG00000105771	ENST00000270066
ENSG00000105856	ENST00000222574
ENSG00000105879	ENST00000698938
ENSG00000106261	ENST00000324306
ENSG00000106346	ENST00000306177
ENSG00000106617	ENST00000287878
ENSG00000106803	ENST00000498603
ENSG00000107077	ENST00000381306
ENSG00000107130	ENST00000372398
ENSG00000107262	ENST00000634734
ENSG00000107779	ENST00000372037
ENSG00000108469	ENST00000420326
ENSG00000108854	ENST00000262435
ENSG00000108861	ENST00000226004
ENSG00000109255	ENST00000264218
ENSG00000110536	ENST00000326674
ENSG00000111203	ENST00000228799
ENSG00000111450	ENST00000392373
ENSG00000111676	ENST00000396684
ENSG00000111816	ENST00000606080
ENSG00000112146	ENST00000323557
ENSG00000112245	ENST00000648894
ENSG00000112561	ENST00000424495
ENSG00000112659	ENST00000252050
ENSG00000112699	ENST00000380815
ENSG00000112763	ENST00000429381
ENSG00000113070	ENST00000230990
ENSG00000113328	ENST00000340828
ENSG00000113522	ENST00000378823
ENSG00000114268	ENST00000232375
ENSG00000114904	ENST00000233027
ENSG00000115234	ENST00000537606
ENSG00000115998	ENST00000264434
ENSG00000116095	ENST00000234453
ENSG00000116096	ENST00000234454
ENSG00000116580	ENST00000615926
ENSG00000116586	ENST00000368305
ENSG00000116717	ENST00000370986
ENSG00000116809	ENST00000375733
ENSG00000116833	ENST00000367362
ENSG00000116871	ENST00000316156
ENSG00000117000	ENST00000372771
ENSG00000117408	ENST00000372343
ENSG00000117691	ENST00000366988
ENSG00000118620	ENST00000261560
ENSG00000118873	ENST00000358951
ENSG00000119402	ENST00000608872
ENSG00000119487	ENST00000265960
ENSG00000119655	ENST00000541064
ENSG00000119682	ENST00000681599
ENSG00000119684	ENST00000355774
ENSG00000119771	ENST00000486442
ENSG00000119986	ENST00000370626
ENSG00000120071	ENST00000432791
ENSG00000120129	ENST00000239223
ENSG00000120337	ENST00000404377
ENSG00000120616	ENST00000319778
ENSG00000120915	ENST00000521400
ENSG00000121644	ENST00000302550
ENSG00000121851	ENST00000369314
ENSG00000121900	ENST00000373463
ENSG00000122877	ENST00000242480
ENSG00000122966	ENST00000392521
ENSG00000123124	ENST00000517970
ENSG00000124209	ENST00000244040
ENSG00000124788	ENST00000244769
ENSG00000125319	ENST00000319977
ENSG00000125352	ENST00000371442
ENSG00000125378	ENST00000245451
ENSG00000125534	ENST00000370179
ENSG00000125740	ENST00000353609
ENSG00000126003	ENST00000246229
ENSG00000126368	ENST00000246672
ENSG00000126903	ENST00000263512
ENSG00000126945	ENST00000316594
ENSG00000127528	ENST00000248071
ENSG00000128408	ENST00000614167
ENSG00000128609	ENST00000471770
ENSG00000128694	ENST00000519810
ENSG00000128699	ENST00000325795
ENSG00000128731	ENST00000261609
ENSG00000128989	ENST00000249822
ENSG00000129566	ENST00000262715
ENSG00000130066	ENST00000379270
ENSG00000130270	ENST00000310127
ENSG00000130312	ENST00000595444
ENSG00000130429	ENST00000443222
ENSG00000130511	ENST00000270061
ENSG00000130544	ENST00000252840
ENSG00000130731	ENST00000614890
ENSG00000130748	ENST00000253047
ENSG00000131115	ENST00000621083
ENSG00000131873	ENST00000254190
ENSG00000132155	ENST00000688543
ENSG00000132294	ENST00000254624
ENSG00000132510	ENST00000448097
ENSG00000132773	ENST00000372090
ENSG00000132906	ENST00000546424
ENSG00000132950	ENST00000337963
ENSG00000133030	ENST00000651222
ENSG00000133275	ENST00000255641
ENSG00000133422	ENST00000397641
ENSG00000133597	ENST00000072869
ENSG00000133657	ENST00000645319
ENSG00000133818	ENST00000256196
ENSG00000133961	ENST00000556772
ENSG00000134056	ENST00000256441
ENSG00000134324	ENST00000396097
ENSG00000134490	ENST00000383233
ENSG00000135090	ENST00000392533
ENSG00000135334	ENST00000257787
ENSG00000135441	ENST00000549147
ENSG00000135549	ENST00000615438
ENSG00000135686	ENST00000564996
ENSG00000135940	ENST00000258424
ENSG00000136238	ENST00000348035
ENSG00000136247	ENST00000396706
ENSG00000136504	ENST00000259021
ENSG00000136870	ENST00000339664
ENSG00000137076	ENST00000706939
ENSG00000138134	ENST00000371927
ENSG00000138271	ENST00000260843
ENSG00000138376	ENST00000260947
ENSG00000139291	ENST00000266673
ENSG00000139517	ENST00000316334
ENSG00000140443	ENST00000650285
ENSG00000141552	ENST00000575195
ENSG00000141580	ENST00000392325
ENSG00000141582	ENST00000269397
ENSG00000141682	ENST00000316660
ENSG00000141956	ENST00000422911
ENSG00000143162	ENST00000466652
ENSG00000143303	ENST00000368216
ENSG00000143515	ENST00000368489
ENSG00000143543	ENST00000271843
ENSG00000143742	ENST00000366839
ENSG00000144283	ENST00000389757
ENSG00000144655	ENST00000273153
ENSG00000144677	ENST00000273179
ENSG00000145331	ENST00000273962
ENSG00000145388	ENST00000388822
ENSG00000147123	ENST00000687244
ENSG00000147133	ENST00000683782
ENSG00000147586	ENST00000276585
ENSG00000147669	ENST00000353107
ENSG00000148450	ENST00000376510
ENSG00000148908	ENST00000369103
ENSG00000149346	ENST00000334534
ENSG00000149541	ENST00000531383
ENSG00000149716	ENST00000279147
ENSG00000150347	ENST00000279873
ENSG00000150722	ENST00000409137
ENSG00000151690	ENST00000392328
ENSG00000151849	ENST00000381884
ENSG00000152082	ENST00000409255
ENSG00000152484	ENST00000282344
ENSG00000152804	ENST00000282728
ENSG00000152904	ENST00000282841
ENSG00000152944	ENST00000282892
ENSG00000152990	ENST00000334304
ENSG00000153234	ENST00000339562
ENSG00000153487	ENST00000333219
ENSG00000153898	ENST00000370608
ENSG00000154723	ENST00000400093
ENSG00000155090	ENST00000395884
ENSG00000155096	ENST00000684566
ENSG00000155329	ENST00000509437
ENSG00000155893	ENST00000508812
ENSG00000156030	ENST00000286523
ENSG00000156976	ENST00000440191
ENSG00000157045	ENST00000287706
ENSG00000157077	ENST00000371591
ENSG00000157514	ENST00000372383
ENSG00000157837	ENST00000353487
ENSG00000158006	ENST00000374282
ENSG00000158985	ENST00000505065
ENSG00000160783	ENST00000368277
ENSG00000160877	ENST00000700232
ENSG00000160888	ENST00000588173
ENSG00000161642	ENST00000546970
ENSG00000161921	ENST00000293778
ENSG00000161956	ENST00000321337
ENSG00000162073	ENST00000318782
ENSG00000162433	ENST00000395334
ENSG00000162601	ENST00000472487
ENSG00000162702	ENST00000294740
ENSG00000163170	ENST00000327428
ENSG00000163251	ENST00000295417
ENSG00000163344	ENST00000368467
ENSG00000163362	ENST00000367342
ENSG00000163435	ENST00000359651
ENSG00000163517	ENST00000446613
ENSG00000163545	ENST00000367157
ENSG00000163577	ENST00000295822
ENSG00000163728	ENST00000412756
ENSG00000163798	ENST00000696012
ENSG00000164038	ENST00000394785
ENSG00000164086	ENST00000495880
ENSG00000164096	ENST00000399075
ENSG00000164117	ENST00000393674
ENSG00000164118	ENST00000503780
ENSG00000164362	ENST00000310581
ENSG00000164609	ENST00000297151
ENSG00000164744	ENST00000412142
ENSG00000165240	ENST00000689767
ENSG00000165275	ENST00000297994
ENSG00000165905	ENST00000401752
ENSG00000165948	ENST00000556381
ENSG00000166136	ENST00000370322
ENSG00000166455	ENST00000378611
ENSG00000167283	ENST00000689460
ENSG00000167562	ENST00000540331
ENSG00000167644	ENST00000588605
ENSG00000167702	ENST00000645548
ENSG00000167981	ENST00000301744
ENSG00000168118	ENST00000366690
ENSG00000168152	ENST00000302236
ENSG00000168209	ENST00000307365
ENSG00000168734	ENST00000372889
ENSG00000169020	ENST00000304312
ENSG00000169062	ENST00000375299
ENSG00000169116	ENST00000307428
ENSG00000169155	ENST00000373464
ENSG00000169230	ENST00000303204
ENSG00000169519	ENST00000406787
ENSG00000169688	ENST00000334346
ENSG00000169857	ENST00000306730
ENSG00000169976	ENST00000367569
ENSG00000170144	ENST00000392524
ENSG00000170222	ENST00000379774
ENSG00000170385	ENST00000367001
ENSG00000170485	ENST00000335681
ENSG00000170791	ENST00000523975
ENSG00000170949	ENST00000601421
ENSG00000171159	ENST00000372994
ENSG00000171202	ENST00000304511
ENSG00000171223	ENST00000302754
ENSG00000171466	ENST00000453372
ENSG00000171604	ENST00000302517
ENSG00000171700	ENST00000395042
ENSG00000171940	ENST00000371471
ENSG00000171970	ENST00000306908
ENSG00000172007	ENST00000305626
ENSG00000172086	ENST00000347055
ENSG00000172244	ENST00000306862
ENSG00000172428	ENST00000307266
ENSG00000172888	ENST00000339296
ENSG00000172927	ENST00000441339
ENSG00000173020	ENST00000308595
ENSG00000173272	ENST00000309451
ENSG00000173273	ENST00000310430
ENSG00000173575	ENST00000394196
ENSG00000173588	ENST00000397809
ENSG00000174099	ENST00000646299
ENSG00000174951	ENST00000645652
ENSG00000175105	ENST00000636215
ENSG00000175826	ENST00000574322
ENSG00000176058	ENST00000409012
ENSG00000176209	ENST00000417410
ENSG00000176834	ENST00000359236
ENSG00000176973	ENST00000316409
ENSG00000177200	ENST00000566029
ENSG00000177463	ENST00000425241
ENSG00000177606	ENST00000371222
ENSG00000177613	ENST00000331173
ENSG00000178127	ENST00000400033
ENSG00000178229	ENST00000321545
ENSG00000178295	ENST00000381254
ENSG00000178980	ENST00000601048
ENSG00000179094	ENST00000317276
ENSG00000179454	ENST00000396128
ENSG00000179455	ENST00000649065
ENSG00000180376	ENST00000394672
ENSG00000180901	ENST00000322444
ENSG00000182359	ENST00000531837
ENSG00000182628	ENST00000330137
ENSG00000182704	ENST00000527881
ENSG00000182742	ENST00000332503
ENSG00000182809	ENST00000329146
ENSG00000182890	ENST00000328078
ENSG00000182919	ENST00000354421
ENSG00000182952	ENST00000377575
ENSG00000183309	ENST00000501748
ENSG00000183340	ENST00000332349
ENSG00000183617	ENST00000330133
ENSG00000183655	ENST00000337975
ENSG00000183762	ENST00000400335
ENSG00000183978	ENST00000328434
ENSG00000184007	ENST00000647444
ENSG00000184076	ENST00000330029
ENSG00000184207	ENST00000333503
ENSG00000184209	ENST00000526639
ENSG00000184508	ENST00000394272
ENSG00000184900	ENST00000411651
ENSG00000184990	ENST00000535554
ENSG00000185022	ENST00000538320
ENSG00000185122	ENST00000528838
ENSG00000185219	ENST00000396077
ENSG00000185361	ENST00000536716
ENSG00000185963	ENST00000356884
ENSG00000186010	ENST00000503283
ENSG00000186130	ENST00000373659
ENSG00000186187	ENST00000335325
ENSG00000186272	ENST00000307658
ENSG00000186812	ENST00000330501
ENSG00000187051	ENST00000334678
ENSG00000187147	ENST00000355387
ENSG00000187475	ENST00000338379
ENSG00000187866	ENST00000394264
ENSG00000188130	ENST00000622558
ENSG00000188186	ENST00000441173
ENSG00000188243	ENST00000377615
ENSG00000188283	ENST00000352998
ENSG00000188554	ENST00000341165
ENSG00000188785	ENST00000336128
ENSG00000188994	ENST00000369577
ENSG00000189159	ENST00000476258
ENSG00000189180	ENST00000307441
ENSG00000196152	ENST00000543471
ENSG00000196502	ENST00000569554
ENSG00000196757	ENST00000482090
ENSG00000196967	ENST00000292841
ENSG00000196968	ENST00000394790
ENSG00000196981	ENST00000330689
ENSG00000197006	ENST00000358154
ENSG00000197102	ENST00000360184
ENSG00000197119	ENST00000554912
ENSG00000197566	ENST00000311331
ENSG00000197579	ENST00000360538
ENSG00000197892	ENST00000524189
ENSG00000198089	ENST00000540643
ENSG00000198093	ENST00000354957
ENSG00000198315	ENST00000330236
ENSG00000198408	ENST00000361464
ENSG00000198417	ENST00000334350
ENSG00000198482	ENST00000359798
ENSG00000198538	ENST00000438150
ENSG00000198589	ENST00000357115
ENSG00000198885	ENST00000361124
ENSG00000198912	ENST00000361605
ENSG00000203724	ENST00000367393
ENSG00000204310	ENST00000395499
ENSG00000204392	ENST00000375661
ENSG00000204498	ENST00000376148
ENSG00000204569	ENST00000376511
ENSG00000204599	ENST00000376659
ENSG00000204604	ENST00000595646
ENSG00000204954	ENST00000378090
ENSG00000205542	ENST00000380636
ENSG00000205629	ENST00000399069
ENSG00000212724	ENST00000391418
ENSG00000213516	ENST00000399794
ENSG00000213799	ENST00000458035
ENSG00000214194	ENST00000397764
ENSG00000214413	ENST00000448814
ENSG00000215421	ENST00000299687
ENSG00000223496	ENST00000435634
ENSG00000224877	ENST00000431388
ENSG00000226742	ENST00000451882
ENSG00000232388	ENST00000608034
ENSG00000240583	ENST00000311813
ENSG00000242485	ENST00000482352
ENSG00000242802	ENST00000649063
ENSG00000243147	ENST00000296102
ENSG00000243317	ENST00000507606
ENSG00000243749	ENST00000373337
ENSG00000243943	ENST00000413371
ENSG00000253251	ENST00000510585
ENSG00000255154	ENST00000461393
ENSG00000262814	ENST00000333676
ENSG00000262919	ENST00000576892
ENSG00000268089	ENST00000598523
ENSG00000268223	ENST00000601302
ENSG00000273559	ENST00000614790
ENSG00000274070	ENST00000616305
ENSG00000276368	ENST00000333151
ENSG00000278535	ENST00000618403
ENSG00000289051	ENST00000692337
ENSG00000001629	ENST00000265742
ENSG00000005001	ENST00000161006
ENSG00000006757	ENST00000381042
ENSG00000007255	ENST00000006275
ENSG00000046647	ENST00000477386
ENSG00000047188	ENST00000161863
ENSG00000074657	ENST00000336078
ENSG00000083642	ENST00000315596
ENSG00000092020	ENST00000261475
ENSG00000096872	ENST00000380062
ENSG00000100319	ENST00000344318
ENSG00000100979	ENST00000477313
ENSG00000104290	ENST00000240093
ENSG00000105053	ENST00000599538
ENSG00000109220	ENST00000263921
ENSG00000111817	ENST00000644252
ENSG00000112186	ENST00000229922
ENSG00000112357	ENST00000679286
ENSG00000114854	ENST00000496590
ENSG00000114859	ENST00000265593
ENSG00000116711	ENST00000367466
ENSG00000117280	ENST00000367139
ENSG00000119688	ENST00000356924
ENSG00000119906	ENST00000238961
ENSG00000122033	ENST00000381116
ENSG00000125457	ENST00000579194
ENSG00000127580	ENST00000647644
ENSG00000129932	ENST00000427575
ENSG00000137880	ENST00000558467
ENSG00000139233	ENST00000266604
ENSG00000139531	ENST00000394109
ENSG00000139546	ENST00000266987
ENSG00000140265	ENST00000684362
ENSG00000141384	ENST00000269142
ENSG00000141504	ENST00000269298
ENSG00000153933	ENST00000284061
ENSG00000155666	ENST00000286096
ENSG00000157778	ENST00000288607
ENSG00000158555	ENST00000526177
ENSG00000160117	ENST00000394458
ENSG00000163293	ENST00000295461
ENSG00000166268	ENST00000552032
ENSG00000167971	ENST00000343516
ENSG00000169087	ENST00000306103
ENSG00000171224	ENST00000373279
ENSG00000173267	ENST00000372017
ENSG00000174950	ENST00000374027
ENSG00000177045	ENST00000317578
ENSG00000177679	ENST00000611745
ENSG00000178397	ENST00000313324
ENSG00000179869	ENST00000435803
ENSG00000182774	ENST00000561157
ENSG00000183688	ENST00000329099
ENSG00000185019	ENST00000348031
ENSG00000185386	ENST00000330651
ENSG00000196636	ENST00000432641
ENSG00000196739	ENST00000356083
ENSG00000198040	ENST00000327668
ENSG00000198142	ENST00000356454
ENSG00000205707	ENST00000557540
ENSG00000225663	ENST00000576730
ENSG00000253506	ENST00000521764
ENSG00000275111	ENST00000617923
ENSG00000003056	ENST00000000412
ENSG00000003400	ENST00000286186
ENSG00000004779	ENST00000570319
ENSG00000007372	ENST00000643871
ENSG00000007520	ENST00000007390
ENSG00000010270	ENST00000009041
ENSG00000010626	ENST00000443597
ENSG00000011105	ENST00000011898
ENSG00000012983	ENST00000013125
ENSG00000013392	ENST00000369724
ENSG00000014138	ENST00000265465
ENSG00000017797	ENST00000383432
ENSG00000019549	ENST00000020945
ENSG00000027869	ENST00000392306
ENSG00000028839	ENST00000237264
ENSG00000033100	ENST00000035307
ENSG00000033170	ENST00000360689
ENSG00000034510	ENST00000233143
ENSG00000035115	ENST00000403657
ENSG00000036257	ENST00000264414
ENSG00000046651	ENST00000340096
ENSG00000049130	ENST00000347404
ENSG00000049192	ENST00000381055
ENSG00000049245	ENST00000054666
ENSG00000049656	ENST00000320895
ENSG00000050730	ENST00000057513
ENSG00000051108	ENST00000439977
ENSG00000052795	ENST00000264433
ENSG00000054277	ENST00000366554
ENSG00000054523	ENST00000676179
ENSG00000056586	ENST00000373670
ENSG00000057019	ENST00000326840
ENSG00000058091	ENST00000380050
ENSG00000060237	ENST00000530271
ENSG00000061676	ENST00000361354
ENSG00000062370	ENST00000354340
ENSG00000063587	ENST00000650114
ENSG00000064309	ENST00000392693
ENSG00000064726	ENST00000261721
ENSG00000065060	ENST00000192788
ENSG00000065615	ENST00000369681
ENSG00000065882	ENST00000698857
ENSG00000068001	ENST00000447092
ENSG00000068383	ENST00000368594
ENSG00000068615	ENST00000538924
ENSG00000068912	ENST00000688464
ENSG00000070087	ENST00000649949
ENSG00000070540	ENST00000262139
ENSG00000072422	ENST00000337910
ENSG00000073417	ENST00000394553
ENSG00000075413	ENST00000678179
ENSG00000076662	ENST00000160262
ENSG00000078401	ENST00000379375
ENSG00000080546	ENST00000436639
ENSG00000080573	ENST00000264828
ENSG00000081041	ENST00000508487
ENSG00000085788	ENST00000397166
ENSG00000086061	ENST00000330899
ENSG00000086102	ENST00000379540
ENSG00000087903	ENST00000303657
ENSG00000088298	ENST00000374492
ENSG00000088986	ENST00000550845
ENSG00000090263	ENST00000324787
ENSG00000090339	ENST00000264832
ENSG00000090487	ENST00000559199
ENSG00000090612	ENST00000536435
ENSG00000090861	ENST00000675643
ENSG00000091317	ENST00000205636
ENSG00000095209	ENST00000374688
ENSG00000096654	ENST00000683788
ENSG00000100084	ENST00000263208
ENSG00000100311	ENST00000331163
ENSG00000100344	ENST00000216180
ENSG00000100526	ENST00000541304
ENSG00000101040	ENST00000355972
ENSG00000101190	ENST00000335351
ENSG00000101412	ENST00000343380
ENSG00000101577	ENST00000261596
ENSG00000101751	ENST00000579534
ENSG00000101849	ENST00000646640
ENSG00000102096	ENST00000376509
ENSG00000102738	ENST00000323563
ENSG00000103005	ENST00000423271
ENSG00000103126	ENST00000262320
ENSG00000103168	ENST00000567759
ENSG00000103264	ENST00000636077
ENSG00000104221	ENST00000220659
ENSG00000104331	ENST00000262644
ENSG00000104472	ENST00000220913
ENSG00000104613	ENST00000397977
ENSG00000104660	ENST00000321250
ENSG00000104866	ENST00000221462
ENSG00000104899	ENST00000221496
ENSG00000104904	ENST00000602676
ENSG00000105136	ENST00000221735
ENSG00000105281	ENST00000542575
ENSG00000105327	ENST00000439096
ENSG00000105550	ENST00000593756
ENSG00000105643	ENST00000379656
ENSG00000105649	ENST00000222256
ENSG00000105708	ENST00000344099
ENSG00000105732	ENST00000600245
ENSG00000105887	ENST00000393085
ENSG00000105983	ENST00000353442
ENSG00000106105	ENST00000675651
ENSG00000106546	ENST00000642825
ENSG00000106609	ENST00000341567
ENSG00000106615	ENST00000262187
ENSG00000106682	ENST00000679266
ENSG00000106804	ENST00000696281
ENSG00000107020	ENST00000223864
ENSG00000107099	ENST00000432829
ENSG00000107731	ENST00000335350
ENSG00000107758	ENST00000360663
ENSG00000107789	ENST00000371996
ENSG00000107829	ENST00000664783
ENSG00000108262	ENST00000225394
ENSG00000108509	ENST00000361571
ENSG00000108590	ENST00000225728
ENSG00000108774	ENST00000393860
ENSG00000109084	ENST00000226230
ENSG00000109189	ENST00000441222
ENSG00000109390	ENST00000676245
ENSG00000109618	ENST00000681948
ENSG00000109756	ENST00000644474
ENSG00000110011	ENST00000321685
ENSG00000110315	ENST00000265981
ENSG00000110400	ENST00000264025
ENSG00000110619	ENST00000380525
ENSG00000110723	ENST00000265843
ENSG00000111252	ENST00000341259
ENSG00000111325	ENST00000397389
ENSG00000111481	ENST00000262061
ENSG00000111540	ENST00000360299
ENSG00000111666	ENST00000549872
ENSG00000111790	ENST00000229395
ENSG00000111860	ENST00000368491
ENSG00000111912	ENST00000392477
ENSG00000112701	ENST00000447266
ENSG00000113108	ENST00000357560
ENSG00000113327	ENST00000639111
ENSG00000113356	ENST00000651687
ENSG00000113391	ENST00000395965
ENSG00000113532	ENST00000231461
ENSG00000113595	ENST00000231524
ENSG00000114423	ENST00000394030
ENSG00000114999	ENST00000233336
ENSG00000115009	ENST00000409189
ENSG00000115306	ENST00000615901
ENSG00000115425	ENST00000265322
ENSG00000115539	ENST00000264254
ENSG00000115616	ENST00000233969
ENSG00000115944	ENST00000378669
ENSG00000116044	ENST00000699296
ENSG00000116191	ENST00000367635
ENSG00000117114	ENST00000686636
ENSG00000117616	ENST00000431849
ENSG00000118363	ENST00000263672
ENSG00000118418	ENST00000706660
ENSG00000118495	ENST00000360537
ENSG00000118900	ENST00000262376
ENSG00000119185	ENST00000360635
ENSG00000119318	ENST00000358015
ENSG00000119899	ENST00000355773
ENSG00000119938	ENST00000238994
ENSG00000120992	ENST00000618741
ENSG00000121073	ENST00000240333
ENSG00000121350	ENST00000240651
ENSG00000121895	ENST00000381938
ENSG00000122008	ENST00000241436
ENSG00000122035	ENST00000241463
ENSG00000123411	ENST00000547167
ENSG00000123415	ENST00000682136
ENSG00000123643	ENST00000243389
ENSG00000123684	ENST00000366997
ENSG00000124216	ENST00000244050
ENSG00000124508	ENST00000356709
ENSG00000124588	ENST00000338130
ENSG00000124702	ENST00000244670
ENSG00000125266	ENST00000646441
ENSG00000125657	ENST00000245817
ENSG00000125772	ENST00000379019
ENSG00000125812	ENST00000338121
ENSG00000125898	ENST00000304189
ENSG00000125977	ENST00000374980
ENSG00000126561	ENST00000345506
ENSG00000126767	ENST00000376983
ENSG00000127129	ENST00000372587
ENSG00000127329	ENST00000334414
ENSG00000127445	ENST00000247970
ENSG00000127914	ENST00000681412
ENSG00000128039	ENST00000264228
ENSG00000128342	ENST00000249075
ENSG00000128656	ENST00000409900
ENSG00000128791	ENST00000262120
ENSG00000129055	ENST00000510994
ENSG00000129128	ENST00000503362
ENSG00000129235	ENST00000250101
ENSG00000129657	ENST00000436233
ENSG00000130844	ENST00000253144
ENSG00000130940	ENST00000377022
ENSG00000131094	ENST00000253407
ENSG00000131171	ENST00000373212
ENSG00000131446	ENST00000333055
ENSG00000132429	ENST00000254765
ENSG00000132470	ENST00000200181
ENSG00000132541	ENST00000254878
ENSG00000132549	ENST00000358544
ENSG00000132635	ENST00000360652
ENSG00000132670	ENST00000216877
ENSG00000132823	ENST00000255174
ENSG00000132846	ENST00000255198
ENSG00000133111	ENST00000255476
ENSG00000133393	ENST00000255759
ENSG00000133612	ENST00000397238
ENSG00000133627	ENST00000256001
ENSG00000133710	ENST00000359874
ENSG00000133858	ENST00000378743
ENSG00000134222	ENST00000409138
ENSG00000135069	ENST00000376588
ENSG00000135211	ENST00000257663
ENSG00000135341	ENST00000369329
ENSG00000135365	ENST00000676320
ENSG00000135801	ENST00000366675
ENSG00000135924	ENST00000336576
ENSG00000136068	ENST00000295956
ENSG00000136159	ENST00000258662
ENSG00000136213	ENST00000618655
ENSG00000136840	ENST00000335791
ENSG00000136867	ENST00000259392
ENSG00000136897	ENST00000374865
ENSG00000136925	ENST00000341170
ENSG00000137193	ENST00000373509
ENSG00000137393	ENST00000259939
ENSG00000137834	ENST00000288840
ENSG00000138031	ENST00000260600
ENSG00000139289	ENST00000266671
ENSG00000139515	ENST00000381033
ENSG00000139793	ENST00000704364
ENSG00000140367	ENST00000569423
ENSG00000140575	ENST00000268182
ENSG00000140650	ENST00000268261
ENSG00000140836	ENST00000641206
ENSG00000140848	ENST00000290776
ENSG00000141568	ENST00000335255
ENSG00000141627	ENST00000675505
ENSG00000142178	ENST00000270162
ENSG00000142188	ENST00000542230
ENSG00000143322	ENST00000502732
ENSG00000143333	ENST00000367558
ENSG00000143473	ENST00000271751
ENSG00000143507	ENST00000366899
ENSG00000143952	ENST00000272322
ENSG00000144136	ENST00000272542
ENSG00000144199	ENST00000414820
ENSG00000144395	ENST00000389175
ENSG00000144711	ENST00000613206
ENSG00000144824	ENST00000431670
ENSG00000145293	ENST00000273920
ENSG00000145337	ENST00000273968
ENSG00000145536	ENST00000274181
ENSG00000145555	ENST00000274203
ENSG00000145723	ENST00000399004
ENSG00000145779	ENST00000504771
ENSG00000145919	ENST00000311086
ENSG00000146232	ENST00000275015
ENSG00000146374	ENST00000356698
