gene_name	Fold Change Protein Abundance, 24hrs: Log2(-SG/+SG)	Fold Change Protein Abundance, 48hrs: Log2(-SG/+SG)	Z-Score
PHF12	-0.085300614	-0.011562857	-1.158896976
MEF2A	-0.282906024	0.107868278	-1.158896976
BACH1	-0.726887198	-0.713913401	-1.161879908
ARHGEF7	0.11558017	-0.258735892	-1.161879908
ITGAV	-0.316129378	-0.012922518	-1.161879908
MAP3K11	-0.060601519	0.119833135	-1.181975076
BBX	-0.740254442	-1.213438641	-1.182042079
PFN2	-0.109758197	-0.403416138	-1.185197098
POLR2J	-0.290752176	-0.253179349	-1.185197098
IDI1	-0.313043868	-0.155753653	-1.185197098
AP1S1	-0.020299341	-0.138045323	-1.185197098
CNPY4	0.165458008	-0.067302874	-1.185197098
BRK1	-0.028030008	-0.065156368	-1.185197098
NAA50	0.078747839	-0.026780214	-1.185197098
SEC11A	-0.23040739	-0.02441118	-1.185197098
PDCD5	0.146975728	0.017089475	-1.185197098
GID8	0.028237519	0.076030991	-1.185197098
MRPL34	-0.019758366	0.078417073	-1.185197098
DCTN6	0.108210872	0.086339855	-1.185197098
SRP14	-0.12400024	0.102215647	-1.185197098
CISD2	0.0325848	0.11326606	-1.185197098
DYNLL1	-0.024561819	0.11745718	-1.185197098
NDUFA8	-0.062902778	0.20933381	-1.185197098
RILPL2	-0.191081585	0.210300133	-1.185197098
NDUFA13	0.043379924	0.234064049	-1.185197098
BOLA3	0.10074877	0.296110719	-1.185197098
C11orf52	0.015888113	0.302596226	-1.185197098
SPRYD7	0.095207377	0.313973484	-1.185197098
S100A16	0.301290829	0.456488355	-1.185197098
MRPL15	0.150999712	0.461742215	-1.185197098
CHCHD1	-0.022033431	0.570575105	-1.185197098
HIST2H3A	0.259848686	0.579691469	-1.185197098
RSL24D1	0.339853029	0.708215989	-1.185197098
PTMA	0.755340147	0.75275752	-1.185197098
GADD45A	1.5710129	1.086268194	-1.185197098
CEBPG	0.366438965	1.532911957	-1.185197098
SETD1B	0.030020321	0.022727339	-1.185810617
ECT2	-0.814042884	-0.395351455	-1.190166433
SREK1	-0.0089678	-0.101680818	-1.190166433
SERINC5	-0.869950381	-1.369912259	-1.200833479
ZDHHC20	-0.394689171	-0.452639689	-1.200833479
SMAD2	-0.235598612	-0.365671953	-1.200833479
ZNF414	0.08925192	-0.126299308	-1.200833479
SCP2	0.012639359	0.080098288	-1.200833479
WDR89	-0.201731067	0.086343558	-1.200833479
YES1	0.005536633	0.138426689	-1.200833479
SRRT	0.045310693	0.157888413	-1.200833479
PSD3	0.091319968	0.174990648	-1.200833479
DBN1	0.129492966	0.248667077	-1.200833479
CHPT1	-0.03061218	0.270407307	-1.200833479
RHOT2	0.119729684	0.273724782	-1.200833479
ZNF202	0.091040431	0.318980845	-1.200833479
RBM39	0.197618614	0.383894951	-1.200833479
FRS2	-0.191013348	0.543736684	-1.200833479
ZNF460	0.00154424	0.732747601	-1.200833479
GDAP2	-0.251776698	-0.177611253	-1.205838204
ASPSCR1	0.052736773	-0.155237474	-1.205838204
TRAPPC12	0.090214386	-0.008223603	-1.205838204
MTA2	-0.218069165	0.094414165	-1.205838204
HIRIP3	-0.003475769	0.094895358	-1.205838204
ELF1	-0.574265423	-0.4948736	-1.206427882
MACC1	-0.173972678	-0.2174235	-1.206427882
MMP14	-0.543317573	-0.742570941	-1.209498034
DNAJC3	-0.162608746	-0.634468147	-1.209498034
NR2F2	-0.49118718	-0.416599261	-1.209498034
MTFR1	-0.269203104	-0.402839968	-1.209498034
TEC	-0.116418494	-0.229473495	-1.209498034
TAF1D	0.195384586	-0.15785181	-1.209498034
LYSMD2	-0.062981979	-0.145534409	-1.209498034
ACTL6A	-0.123190203	-0.144944125	-1.209498034
MAN1A1	0.037612171	-0.013966021	-1.209498034
PSMG2	-0.099734807	0.001190559	-1.209498034
CYP2U1	0.116128575	0.025776786	-1.209498034
ETF1	0.074052921	0.039510967	-1.209498034
PISD	-0.145886964	0.074177105	-1.209498034
SNX27	-0.029991859	0.096002316	-1.209498034
BHLHE41	-1.127114522	0.141394935	-1.209498034
CABLES2	-0.105238225	0.146529898	-1.209498034
BRWD1	-0.019493549	0.326576144	-1.210517846
KIF21A	0.029679462	-0.133293807	-1.215630688
HSD3B7	-0.899976929	-1.129773177	-1.21584931
PET117	-0.560820876	-0.51055134	-1.21584931
NME2	0.014381412	-0.164971893	-1.21584931
ATG5	0.106762412	-0.130628111	-1.21584931
SLIRP	-0.185184341	-0.11136181	-1.21584931
ID1	-0.774823476	-0.074827251	-1.21584931
COMT	0.046516034	-0.055951959	-1.21584931
SRP19	0.175624498	-0.002357294	-1.21584931
ITPA	-0.025732296	0.007117489	-1.21584931
AIF1L	-0.134703115	0.014460878	-1.21584931
COX8A	-0.077985198	0.015052909	-1.21584931
EMC8	-0.093684265	0.0214765	-1.21584931
PRTFDC1	-0.036088038	0.067358387	-1.21584931
PPIH	-0.028779436	0.083787103	-1.21584931
YEATS4	-0.13564512	0.086479476	-1.21584931
YBX1	0.164862069	0.114174248	-1.21584931
XPA	0.260801933	0.187379105	-1.21584931
CHCHD4	0.025692609	0.209210866	-1.21584931
CSNK2A2	0.121008995	0.227950449	-1.21584931
MPC2	-0.066724278	0.237196968	-1.21584931
NME6	-0.147977589	0.237684495	-1.21584931
GAR1	0.05926998	0.308899724	-1.21584931
BAK1	0.185433632	0.403417452	-1.21584931
RHOD	0.151568623	0.426273419	-1.21584931
COX20	0.103190946	0.433689891	-1.21584931
SMIM19	0.136690718	0.550634448	-1.21584931
MAP1LC3B2	0.517988738	0.794896237	-1.21584931
FAM207A	0.327301488	1.038484549	-1.21584931
CTR9	-0.204861369	0.0770704	-1.21834882
NRBP1	-0.178458531	-0.476427804	-1.21839735
SLCO4A1	-0.169680123	-0.151386863	-1.21839735
FAM133B	0.149419426	-0.101963487	-1.21839735
GFM1	-0.272411315	-0.079398725	-1.21839735
MTPAP	-0.071999555	0.171577254	-1.21839735
CEP350	-0.030883477	-0.395533368	-1.221934939
RABGAP1	-0.014294337	-0.311635188	-1.231660717
ANKZF1	-0.121416455	-0.293299726	-1.235419966
HELLS	-0.671345493	0.039816818	-1.235419966
BCL9L	0.138661131	0.223836555	-1.239931505
WDR7	0.005685039	-0.121642843	-1.241791882
BLMH	0.40181239	-0.67177026	-1.245785046
GALT	-0.099400794	-0.351731192	-1.245785046
ACTR3B	-0.084164538	-0.308684369	-1.245785046
GTF3A	-0.226350698	-0.26423941	-1.245785046
TPST1	-0.008440951	-0.254648742	-1.245785046
POLR2C	-0.317754477	-0.238650948	-1.245785046
YWHAZ	0.173179431	-0.202802086	-1.245785046
NUP37	-0.205353472	-0.038019844	-1.245785046
YIPF2	0.220849294	0.014580224	-1.245785046
RND3	0.094974776	0.067678951	-1.245785046
ASL	0.121772361	0.094848092	-1.245785046
GDPD1	0.03769503	0.09784753	-1.245785046
ZC3H10	0.291750333	0.106655587	-1.245785046
PQBP1	0.079042689	0.13632939	-1.245785046
CENPQ	-0.16698967	0.159578218	-1.245785046
EIF4A3	0.072041172	0.189243352	-1.245785046
DCUN1D3	0.124563304	0.277085933	-1.245785046
ARMC10	0.11612213	0.300805549	-1.245785046
SLC25A44	-0.03390143	0.322098495	-1.245785046
RRP15	0.087774497	0.333172944	-1.245785046
DDX55	0.063093532	0.492223225	-1.245785046
USE1	0.33579388	0.669534576	-1.245785046
JUN	2.420008967	3.244824318	-1.245785046
INPP5F	0.043548165	-0.105965519	-1.24630948
APC2	0.076945878	0.595262349	-1.249240577
PHIP	-0.058361642	0.351971667	-1.251724221
NGLY1	-0.094197869	-0.340449999	-1.255187822
SMC5	-0.082609351	0.265704488	-1.255187822
FAN1	-0.297784747	-0.340491694	-1.257300501
POC5	-0.685905014	-0.169324779	-1.257300501
ZC3H7A	0.079648249	0.03000576	-1.257300501
PDZD8	0.054754832	0.246538652	-1.257300501
ZFR	0.112754064	0.256412418	-1.257300501
MUC20	-0.117948211	-0.288822004	-1.269209255
CNOT1	0.007699357	-0.1547755	-1.269209255
SEC24A	0.021349678	-0.248249245	-1.269792621
ZNF281	-0.269330218	0.096454109	-1.269792621
SENP7	-0.143924574	-0.169960384	-1.271311269
ATP7A	0.054491799	-0.052017458	-1.271311269
NBN	-0.071233358	-0.003123014	-1.276678997
AP5S1	-0.212401327	-0.653524234	-1.279266804
FBXL15	-0.1656848	-0.415141388	-1.279266804
PLLP	-0.314648824	-0.389565156	-1.279266804
PFN1	-0.015221307	-0.31952646	-1.279266804
SH3BGRL2	-0.104194925	-0.269183411	-1.279266804
NUDCD2	-0.009434389	-0.162101792	-1.279266804
COX6A1	-0.236035537	-0.133751303	-1.279266804
ARPIN	0.040655842	-0.077105288	-1.279266804
OGFOD2	0.110690925	-0.054286694	-1.279266804
L3HYPDH	0.233467336	0.027887265	-1.279266804
SENP8	0.116678085	0.086126721	-1.279266804
AK3	0.154123151	0.091430759	-1.279266804
DCTD	0.189554131	0.097487194	-1.279266804
RPL37	0.383089516	0.129033137	-1.279266804
UBE2M	0.240583726	0.161872308	-1.279266804
NAPG	0.084681147	0.168940154	-1.279266804
HSCB	0.187973221	0.184123919	-1.279266804
TRAPPC2	0.120243182	0.185635645	-1.279266804
GCSH	0.09864202	0.212563378	-1.279266804
MRPL27	-0.007754131	0.214608586	-1.279266804
GINS1	0.115267265	0.290679956	-1.279266804
PCBD2	0.174584384	0.368325654	-1.279266804
GUK1	0.15807965	0.486430124	-1.279266804
HMGA1	0.135909892	0.506646169	-1.279266804
APOL2	0.143195637	0.528797938	-1.279266804
NABP1	0.25982992	0.631224994	-1.279266804
RRP36	0.499446716	1.265214294	-1.279266804
CCDC71L	0.788025246	1.664213048	-1.279266804
CLIP2	-0.010380353	-0.325420949	-1.283106349
AGL	0.182187415	0.22260921	-1.283106349
SERINC1	-0.634097024	-0.72121737	-1.284317246
AEBP2	-0.821789871	-0.03418611	-1.284317246
FRK	-0.192511767	0.001923748	-1.284317246
ERCC8	-0.040088629	0.014574054	-1.284317246
BRAP	0.019158021	0.026846834	-1.284317246
SOWAHC	-0.032149616	0.0907473	-1.284317246
LONP1	0.062121493	0.103058551	-1.284317246
SGPL1	0.05732098	0.121358945	-1.284317246
SLC25A13	0.082249884	0.191049613	-1.284317246
GTF2E2	0.090812575	0.294236346	-1.284317246
GMEB1	0.030561972	0.310373958	-1.284317246
WASF1	0.026843708	-0.109734794	-1.285890909
UTP18	-0.102236976	0.238060001	-1.285890909
SLC2A13	0.04432562	0.336592734	-1.285890909
NHLRC2	-0.087949187	-0.343711345	-1.295052743
FPGT	-0.103314524	-0.242735997	-1.295052743
DNM1	0.002603307	-0.192704817	-1.295052743
MTMR1	-0.020172535	-0.19079892	-1.295052743
GOLGA1	-0.039281929	-0.100243412	-1.295052743
ANGEL2	0.084602198	0.025279654	-1.295052743
RECQL	0.175677011	0.267245732	-1.295052743
DHX15	0.075834652	0.327716701	-1.295052743
CASP8	-0.005708228	-0.378040502	-1.295773428
PRMT7	-0.220432181	-0.21782978	-1.295773428
MINPP1	-0.118517527	-0.15516925	-1.295773428
GALNT7	-0.044231522	-0.121799157	-1.295773428
SS18	-0.313439652	-0.075640914	-1.295773428
SERPINB9	0.055952435	-0.065347576	-1.295773428
ICAM1	0.084898604	-0.008062084	-1.295773428
TRIOBP	0.086601513	0.026842857	-1.295773428
STK17A	-0.851581586	0.066872142	-1.295773428
PIGB	0.240452749	0.187054414	-1.295773428
ACSL1	0.064915548	0.191071841	-1.295773428
NSUN2	0.273725779	0.387296651	-1.295773428
BCL7B	-0.290969858	0.415977655	-1.295773428
PAK1IP1	0.050283177	0.458322993	-1.295773428
ITGA6	-0.088147611	0.143401952	-1.299254519
PKP4	0.062125123	-0.041119798	-1.304345676
TLN2	0.051436663	-0.296161246	-1.304796223
ESPN	-0.132930882	-0.499724019	-1.308907187
ARHGAP10	0.064163248	0.002680961	-1.308907187
PRPF40A	-0.191787076	-0.263288944	-1.308919563
FNDC3A	-0.138916377	-0.210067537	-1.308919563
USO1	0.011473681	-0.345224485	-1.322499412
SMG1	-0.085126792	-0.558405899	-1.324658148
ARHGAP29	-0.182643577	-0.576774816	-1.325688721
PHLPP1	-0.321242196	-0.393856373	-1.325688721
COG3	-0.040311965	-0.303241941	-1.325779524
BCAS1	-0.454148568	-0.256978564	-1.325779524
TRPM4	-0.047096464	-0.159438756	-1.325779524
KANK2	-0.020227203	0.080969153	-1.325779524
CRELD1	-0.3456387	-0.855494778	-1.331800235
ENOSF1	0.140677456	-0.024627173	-1.331800235
ATP6V1H	-0.027119407	0.053007447	-1.331800235
ITPKA	0.079392625	0.090210788	-1.331800235
TRMT10A	0.202937749	0.152474978	-1.331800235
FUBP1	0.124476558	0.177641608	-1.331800235
PHAX	0.026003965	0.188355401	-1.331800235
ABCF2	0.127378446	0.27478423	-1.331800235
NPEPL1	0.261794749	0.300708326	-1.331800235
DUSP11	-0.03125537	0.741392844	-1.331800235
ZZEF1	-0.079333149	-0.442040861	-1.332919331
MSH6	0.033802378	0.24998648	-1.334634263
ANKRD17	-0.045922993	-0.222898794	-1.339980062
BDP1	-0.28447075	-0.037206673	-1.339980062
LEO1	-0.126051318	0.097391624	-1.344640388
ZHX1	-0.258564958	0.129474756	-1.344640388
PIAS2	-0.047066472	0.280332496	-1.344640388
ZFYVE26	0.072725598	0.015892747	-1.344771323
DSG1	0.337954034	-0.704516304	-1.346136202
SDHAF2	-1.01845095	-0.788330899	-1.350173981
DNAJB11	-0.10514532	-0.494838248	-1.350173981
CAB39L	-0.039583614	-0.391817016	-1.350173981
GOLPH3	-0.224550837	-0.330603164	-1.350173981
CAPZA1	0.067377771	-0.132551608	-1.350173981
VTA1	0.052613221	-0.075358453	-1.350173981
MRI1	-0.127389594	-0.042266343	-1.350173981
PCGF5	-0.118071917	-0.025940473	-1.350173981
COPS7A	0.053035431	-0.002158976	-1.350173981
TPMT	0.035352307	0.010082053	-1.350173981
CLDN3	-0.004442196	0.01402889	-1.350173981
TMEM238	-0.151610292	0.103640852	-1.350173981
MRPS10	-0.261766849	0.188347837	-1.350173981
C1D	-0.107566233	0.212973704	-1.350173981
ARL6	0.076966535	0.212983713	-1.350173981
EXOSC4	0.012169501	0.219455797	-1.350173981
MED29	-0.026594585	0.223223812	-1.350173981
BNIP1	0.127115697	0.233186665	-1.350173981
RNF170	-0.016231411	0.2557672	-1.350173981
EXOSC8	-0.061932843	0.258136087	-1.350173981
TOPORS	-0.534507505	-0.251845833	-1.353499244
RPAP3	-0.134069807	-0.381810841	-1.362233851
PPM1H	0.00621478	-0.336372774	-1.362233851
MTFR2	-0.21108231	-0.187534374	-1.362233851
SLC44A3	0.233721234	0.418361388	-1.362233851
SKA3	-0.368973996	-0.586609211	-1.363442358
CPNE1	-0.063523529	-0.417569235	-1.363442358
KIAA0391	-0.328822144	-0.341718488	-1.363442358
SNX2	0.036697659	-0.301423463	-1.363442358
PRCP	0.00064854	0.116414967	-1.363442358
SENP2	-0.151204517	0.133404893	-1.363442358
ZDHHC13	0.005530745	0.145501306	-1.363442358
SEL1L	0.02748257	0.512197378	-1.363442358
BRD3	-0.243546404	-0.111221423	-1.368535041
FAF1	0.033992707	-0.054952488	-1.368535041
TMEM87B	0.066055256	0.086926755	-1.368535041
SAMD4B	0.069610705	0.179617897	-1.368535041
KLHL9	-0.509955597	-0.24747829	-1.377004155
FBXO3	-0.21109199	-0.1371444	-1.377004155
C8orf76	-0.118587349	-0.117230893	-1.377004155
KPNA1	0.009819597	-0.087987373	-1.377004155
PPP2R5E	-0.071926509	-0.048618264	-1.377004155
ALDH4A1	0.095644717	0.034082033	-1.377004155
DDX59	0.293632831	0.08638491	-1.377004155
SUPT7L	-0.050910382	0.088356643	-1.377004155
CENPL	-0.091638952	0.173084183	-1.377004155
GBA	-0.029141324	0.26260279	-1.377004155
KHDRBS1	0.083616943	0.281792235	-1.377004155
CENPB	0.134550518	0.440679277	-1.377004155
LTV1	-0.031297645	0.455310556	-1.377004155
APPL1	-0.045444826	-0.260767412	-1.379653872
OSBPL11	0.176010925	0.241870502	-1.379653872
SP110	-0.007560278	0.315004065	-1.379653872
FAT1	-0.563070752	-0.336594763	-1.385383855
MYL6	0.23760509	-0.162261416	-1.386921473
ABRACL	0.226242422	-0.130333296	-1.386921473
SMIM12	-0.845123017	-0.129217253	-1.386921473
MRPL41	-0.024252667	0.016952003	-1.386921473
LSM3	0.049673118	0.043882637	-1.386921473
RNF24	0.237017431	0.078823246	-1.386921473
NDUFB7	0.070187465	0.14601936	-1.386921473
NDUFA4	0.062921507	0.177210029	-1.386921473
NDUFS6	0.033724685	0.337968835	-1.386921473
SMIM4	-0.522460898	0.445981311	-1.386921473
MTMR3	-0.148544892	-0.319747572	-1.393884444
CPD	0.108648652	0.223340001	-1.393884444
EVI5	-0.131282295	-0.38533274	-1.393979653
ARHGEF6	-0.024858102	-0.184456823	-1.393979653
SMG5	-0.024245807	-0.042228465	-1.393979653
USP9X	-0.078261288	-0.514060461	-1.405907146
HELQ	-0.065383486	-0.396827477	-1.41049426
ZBTB33	-0.880113784	-0.325834739	-1.41049426
FAM83H	0.001543575	-0.067638563	-1.41049426
UACA	0.050223458	-0.017278911	-1.41049426
SP1	-0.089153794	0.161266795	-1.41049426
PPM1A	-0.101336089	-0.326283902	-1.412587466
ABHD17B	-0.263195588	-0.32614347	-1.412587466
CRBN	-0.108385029	-0.261521501	-1.412587466
PPCS	-0.050882523	-0.18803519	-1.412587466
LRRC47	-0.016248664	-0.182922889	-1.412587466
ZNF24	-0.496568572	-0.104705464	-1.412587466
MFAP1	-0.043651963	0.055684443	-1.412587466
ALG1	-0.025324995	0.060711036	-1.412587466
FTO	0.337029548	0.398997352	-1.412587466
PYROXD1	0.278564972	0.429440164	-1.412587466
DNAH6	0.023839679	-0.308073479	-1.414391666
SH3GLB2	-0.06630862	-0.337969628	-1.422054757
TXNDC5	-0.121871518	-0.23137747	-1.422054757
CENPK	-0.316312171	-0.131826742	-1.422054757
NUDC	0.116060153	-0.02381339	-1.422054757
RDH14	0.03809057	0.022804987	-1.422054757
OCIAD2	0.046174956	0.171676846	-1.422054757
RCCD1	0.143761939	0.176307268	-1.422054757
REEP3	-0.034552321	0.177827338	-1.422054757
TPRKB	0.195368228	0.254510401	-1.422054757
C3orf38	0.004225102	0.283560312	-1.422054757
SMNDC1	0.164938652	0.290316782	-1.422054757
UNC93B1	0.162947754	0.294011856	-1.422054757
VRK1	0.026576577	0.520693018	-1.422054757
DNAH8	0.414878384	0.316939792	-1.426134893
TTK	-0.493989553	-0.614804787	-1.428526289
CSPP1	-0.267822577	-0.592940001	-1.428526289
RPAP1	0.025438649	-0.145831712	-1.428526289
RIPK2	0.011963126	-0.217597961	-1.435298056
CDK17	-0.505546503	-0.164457259	-1.435298056
GSPT2	0.116610177	-0.163421085	-1.435298056
NFIX	-0.251657924	0.088023995	-1.435298056
PPP1R37	0.136561578	0.104727434	-1.435298056
ZBTB24	-0.169754717	0.305206475	-1.435298056
RSL1D1	0.108769777	0.313750659	-1.435298056
PRRC2A	-0.037467688	-0.002604679	-1.435988693
SEPSECS	-0.037986005	-0.329822299	-1.438786631
ZNF195	-0.161297378	-0.167748998	-1.438786631
DDX3X	0.054277475	-0.037253432	-1.438786631
GFM2	0.015144179	0.010009349	-1.438786631
DDX54	0.116886483	0.551313756	-1.438786631
NCAPG	-0.049520335	-0.023918795	-1.439171014
ZCCHC7	-0.145310335	0.081885669	-1.439171014
TLK2	0.087221624	0.136727388	-1.439171014
INTS6	-0.000646798	0.312307811	-1.439171014
STT3B	-0.045892225	0.323556909	-1.439171014
SCAPER	0.020755742	-0.190830421	-1.447617913
ACAP2	0.027422403	-0.309087664	-1.447912984
PARG	0.004806439	-0.187136056	-1.447912984
DSC2	-0.202179121	-0.08148227	-1.447912984
DBF4	-0.088685104	0.128559355	-1.447912984
RBBP6	-0.08841292	0.079322712	-1.448106511
WDFY3	-0.037327086	-0.237299208	-1.449596053
LRP6	-0.708878969	-0.160926334	-1.451805565
SCG2	-2.296146982	-3.070341887	-1.453956011
CDCA7L	-1.330305651	-0.624864392	-1.453956011
FLVCR1	-0.143497194	-0.027826304	-1.453956011
HSH2D	-0.135026735	0.105212303	-1.453956011
MYO1C	0.222497787	0.17065193	-1.453956011
C5orf22	0.090872545	0.18254095	-1.453956011
LACTB	0.035993028	0.215513343	-1.453956011
CSDE1	0.369669944	0.223314593	-1.453956011
PHF6	0.062797813	0.22708127	-1.453956011
SACM1L	0.020788346	0.272985044	-1.453956011
NBEAL2	0.095041909	-0.18807279	-1.457172574
CTNND2	0.075875817	-0.06947949	-1.459929866
RAB3GAP1	0.058505267	-0.22644518	-1.459988042
NKAP	-0.110054152	0.012446438	-1.459988042
NUFIP2	0.11078759	0.226985144	-1.459988042
SP3	-0.271986797	0.253161799	-1.459988042
RBM12B	0.095632416	0.362639886	-1.459988042
RLF	-0.537529352	-0.354569416	-1.461660517
WDHD1	-0.056534319	0.144025705	-1.467448442
XPO4	0.060188875	0.021404126	-1.474401386
UBE2O	-0.146052388	-0.53404921	-1.487788291
SYTL3	-0.488059856	-0.395805588	-1.488997929
MOCS3	0.032180117	-0.246159275	-1.488997929
GYG1	-0.269679419	-0.076037877	-1.488997929
COPS3	0.011032064	-0.027508335	-1.488997929
COX15	-0.065467985	-0.025947878	-1.488997929
FAM122B	-0.106999353	0.006301906	-1.488997929
UBXN11	0.122177197	0.065652216	-1.488997929
HSPA2	0.108916377	0.127879053	-1.488997929
FAM98B	0.181404886	0.13388126	-1.488997929
CUTC	0.209110153	0.211932646	-1.488997929
MAZ	0.050344275	0.295491595	-1.488997929
SNRNP48	0.104022592	0.623266452	-1.488997929
EFNB2	0.016244846	0.889979793	-1.488997929
SDF2L1	-0.227351866	-0.690737092	-1.492787584
SKA1	-0.331004041	-0.617540981	-1.492787584
PAWR	-0.241368412	-0.209142946	-1.492787584
FBXO22	0.197758803	-0.190161885	-1.492787584
SLC39A1	-0.180772026	-0.094171196	-1.492787584
PPP1R3D	0.155839211	-0.049591441	-1.492787584
MMGT1	-0.071749957	0.064878639	-1.492787584
MBNL1	0.09705712	0.123364373	-1.492787584
GABPA	0.04680865	0.204449958	-1.492787584
IRGQ	0.154290565	0.281295147	-1.492787584
SLC25A32	-0.223081368	0.344864342	-1.492787584
C2orf49	0.0246173	0.396553932	-1.492787584
C6orf89	-0.055775595	0.429026608	-1.492787584
CHID1	0.197163022	0.533236044	-1.492787584
RPF2	0.15883732	0.541610296	-1.492787584
P4HTM	0.419007375	1.142301328	-1.492787584
FASTKD2	-0.500650831	-0.069047976	-1.505440642
MED15	-0.151716149	0.088711499	-1.505440642
TTC13	-0.040675142	0.145972684	-1.505440642
SMARCA5	-0.009923332	0.232759516	-1.505440642
CREBBP	-0.237777131	-0.177833962	-1.506826535
NISCH	-0.019148055	-0.11124591	-1.507767609
LRIF1	-0.253013586	0.23095833	-1.507767609
MED13	-0.282592214	0.088982836	-1.508423839
CEP152	-0.180083269	-0.250305607	-1.508470146
ARID4A	0.012866676	0.033154214	-1.508470146
COPG1	0.035905056	-0.369948241	-1.510814787
TMEM87A	-0.191196704	-0.266543371	-1.510814787
SLC9A7	0.176410913	0.355945686	-1.510814787
FARP1	0.000465268	0.129714505	-1.513902945
LAMC2	0.388632945	0.366108345	-1.513902945
CHD9	-0.645939927	-0.879832404	-1.523745161
KCTD3	-0.673975843	-0.809884559	-1.523979792
FANCB	-0.313559961	-0.373271883	-1.523979792
RTF1	-0.058178031	-0.22082674	-1.523979792
CNOT4	0.01492424	-0.103446086	-1.523979792
ZFP64	-0.013995386	-0.398419642	-1.527222361
AHCYL2	-0.004166525	-0.383669721	-1.527222361
TAF1B	-0.233674978	-0.343625665	-1.527222361
PLS1	-0.167886163	-0.309550016	-1.527222361
DCAF17	-0.346762174	-0.25178508	-1.527222361
GLMN	-0.059555352	-0.212858707	-1.527222361
FAM185A	-0.124809895	-0.004959121	-1.527222361
TRAPPC8	0.053378823	-0.191747773	-1.529370295
CHD3	-0.102782868	0.16375509	-1.544708595
RB1CC1	-0.053776374	-0.216790001	-1.550396181
EXO1	-0.317596608	-0.530835021	-1.550815356
MYO15A	0.483690074	0.398425923	-1.557031957
CHD2	-0.31949938	-0.182967436	-1.558009769
NMI	-0.166847099	-0.437651709	-1.561644281
ACTR3	-0.047167222	-0.305669131	-1.561644281
NUBP1	-0.072928692	-0.300648844	-1.561644281
PA2G4	0.194823207	-0.117239937	-1.561644281
DNAJC21	0.056503714	-0.074058357	-1.561644281
TIAL1	0.046163946	-0.022820585	-1.561644281
PDHB	-0.028509115	-0.005892937	-1.561644281
MRPL45	0.019204651	0.04345874	-1.561644281
C12orf43	-0.0299917	0.078161413	-1.561644281
GALNT2	0.04621315	0.139123143	-1.561644281
RAB36	-0.003431895	0.202760383	-1.561644281
DIABLO	0.115971751	0.304700775	-1.561644281
TDG	-0.047295441	0.642216997	-1.561644281
RBM41	-0.204439284	-0.499666878	-1.561674202
