geneName	HEK293T.3h	HCT116.3h	Hela.3h	HEK293T.6h	HEK293.12h.CHX	HEK293.12h.noCHX	SUM159.12h	SUM159.0.2.24h
RPS23	-1.38947	-0.316958	-1.01948	-1.27565	-0.625532	-1.67604	0.0272756	0.876035
PTMA	0.347648	-0.401271	-1.00473	-1.27012	-2.16295	-1.18433	0.590408	-0.259861
DNAH17	0.438317	-1.29582	1.4208	-0.947175	1.5147	0.736526	-2.43734	-1.99035
ZNF724	-0.971559	0.289143	2.4208	0.637787	0.460257	2.05845	-0.115414	1.6535
ZNF860	0.660709	0.511536	1.69144	0.0528245	-0.655221	-0.263474	0.691941	0.331573
RPL37A	-1.22316	-0.517534	-1.11605	-1.38547	-2.60848	-1.62283	-0.245596	0.806927
CSF2RA	1.98264	0.382253	2.27641	0.0528245	-1.65522	1.73653	-0.893022	-0.668427
ZNF783	0.861407	0.552178	1.37243	1.06877	0.817267	1.12884	-0.235708	1.79624
RNPS1	-0.501616	-0.495689	-1.05138	-0.218478	-1.16951	-0.702678	0.0203788	-0.56728
MLLT11	-0.924253	-1.29582	-1.07462	-0.0329054	-1.24018	-0.585402	0.232746	-0.764186
SYNJ2BP	-0.0601365	0.0261088	-1.31256	-0.947175	-0.310085	-1.76597	0.541698	-0.198941
AS3MT	0.475792	0.704181	-1.02702	-0.374597	1.16354	-0.36301	-0.115414	-1.40539
CYB5RL	0.841282	0.119218	2.61344	0.0528245	0.37226	1.62961	0.106978	-0.253389
AQP1	1.95617	-1.37382	1.7543	0.0528245	-0.0702581	0.736526	-2.11541	-1.66843
ZNF674	-0.0221004	0.0667508	1.67757	0.875947	0.344779	0.958918	0.0220894	0.401963
ZNF253	-0.754328	-0.295819	2.4208	0.0528245	-1.65522	1.73653	-1.11541	-0.668427
TXNIP	1.42657	-0.295819	2.67432	1.6491	3.62344	2.91975	0.559129	4.04568
ENSG00000267699	0.0936688	-0.151429	-1.22306	-1.63905	-0.655221	0.151564	0.106978	-0.874878
GABRQ	-1.84179	-0.0157114	-1.0426	0.374753	0.344779	0.736526	-0.115414	0.331573
ENSG00000273398	-0.146646	-1.88078	2.61344	0.78979	1.71401	-0.433399	0.077231	-0.153854
ENSG00000289051	-1.47054	-1.99626	-1.02702	-0.188184	-0.405607	-0.0410816	0.824213	1.23373
FKBP4	-0.444051	0.230449	-0.319367	-1.00684	0.168947	-1.59235	0.124693	-0.256997
LRRC23	0.957691	-0.295819	1.4208	2.11172	0.384308	3.05845	-0.0191988	0.427789
UTP18	0.126706	0.00141004	-0.183514	-1.08303	-0.335284	-0.94684	0.0530455	-0.272557
PLEKHO1	-0.397435	-0.295819	-0.29345	-1.04028	-0.805463	-0.770434	0.139515	-1.51885
PARP3	0.830634	0.534256	-0.357413	1.97882	0.864154	0.736526	0.232509	-0.320503
CALCRL	1.36115	0.289143	-0.386559	2.05282	0.804211	1.73653	-0.371754	-1.0503
ASNS	1.79168	0.363176	0.699782	2.00122	3.3049	2.7221	-0.34973	-0.243879
RPS6KA2	1.2369	0.289143	0.285866	2.08031	1.19027	1.22195	-0.700377	-0.253389
VPS9D1	0.915966	-1.10317	1.09887	2.75326	2.04522	1.73653	-0.240945	-0.931461
RPS5	-1.2535	-0.80747	-0.526673	-1.05664	-1.91785	-1.35723	-0.0664163	0.985535
EPB41L1	-0.0831923	-0.388929	-0.143125	-1.0568	-1.07026	-0.626044	0.636198	-0.63928
DZANK1	0.245672	1.02611	0.0284782	1.97882	0.219248	0.321489	-0.267417	0.963842
PHF5A	-0.171337	0.157438	-0.331618	-1.03571	-0.752227	-0.881452	0.163603	0.195553
PCK2	0.87871	0.131602	0.605358	2.22529	3.70233	3.47937	-0.141152	-1.19234
AP3B2	-0.741389	-1.29582	0.613441	1.97882	1.5147	0.736526	1.88459	0.331573
RPL18A	-2.83745	-0.147721	-1.66896	-1.05923	-3.27671	-0.918826	-0.535128	1.57581
RNF32	0.776187	0.119218	0.613441	3.22275	1.02285	0.736526	-1.70038	-0.253389
RPL28	-1.30952	-0.812373	-0.953522	-1.09719	-1.70366	-1.35672	-0.156534	0.697108
CHKA	-0.278749	-0.393116	-0.316738	-1.04005	-0.405861	-2.08944	-0.247326	-0.185002
AKAP3	2.17528	2.28914	-0.386559	3.22275	1.25167	3.73653	-0.115414	1.33157
VDR	-0.204748	-0.328241	-0.183026	-1.10945	0.110314	0.151564	-0.177878	0.738949
COX6A1	-0.924253	-0.295819	-0.386559	2.22275	-0.655221	1.73653	0.884586	0.331573
DBN1	-0.351513	-0.351947	-0.0461886	-1.04682	0.000407081	-1.4334	-0.341136	-0.472264
COX7A2L	-0.132884	-0.217817	-0.71423	-1.09157	-1.76053	-1.14288	0.0404357	0.39996
CTH	1.42041	0.238517	0.905207	2.37475	3.44492	2.75986	0.036589	-1.25339
NPC2	-0.667674	-0.646359	-0.462662	-1.09065	-0.983658	-0.701844	-0.303555	-0.981141
AMD1	-0.727799	0.771295	-0.228055	-1.10413	-0.894891	-1.00801	-0.409388	1.21672
PNPLA7	1.30707	-0.295819	-0.386559	2.51226	-0.485296	0.958918	-0.530452	-0.668427
BRME1	-0.142254	0.704181	-0.234556	-1.03464	0.743329	-0.111471	-0.285339	-1.25339
ZBED3	1.21251	-0.295819	0.733735	2.09912	1.20538	1.32149	-0.0158784	0.431109
PDZD2	0.361149	-0.295819	-0.45069	2.86018	-0.847866	2.73653	-0.530452	-1.66843
DSC1	2.98264	-0.295819	0.613441	3.51226	-0.655221	0.736526	-0.115414	0.331573
AMHR2	-0.381111	-1.29582	0.613441	2.71579	0.585787	0.151564	-0.115414	0.331573
EIF4E2	-0.30008	-0.60033	-0.112812	-1.01184	-1.30964	-1.27246	0.1959	-0.394106
HS6ST1	-0.628797	-0.135355	-0.386559	-1.07271	-1.77721	-1.02901	0.0545109	-0.208995
LMX1B	0.0375637	-0.00631267	0.613441	-1.0568	-1.10001	-0.617111	-0.115414	1.33157
RPS6	-1.09119	-0.350437	-0.717351	-1.07069	-1.80835	-1.03758	-0.317642	1.0539
CYP1B1	1.76025	-0.295819	0.511903	3.22275	-0.240183	2.73653	-1.33781	-1.47578
RPS24	-0.358288	-0.728496	-0.397853	-1.09542	-1.41326	-1.32132	-0.0900384	0.501223
MDH1B	1.24567	-0.196284	0.391048	2.05282	1.96927	1.15156	-0.115414	-0.668427
HCN4	-0.476794	-1.88078	-0.386559	2.05282	0.081745	1.73653	-1.11541	-0.668427
INHBE	1.94082	1.92657	2.93537	3.75326	2.94964	4.43697	-0.363342	0.543077
PTRH2	-0.559597	-0.66016	-0.505547	-1.05656	-0.557999	-1.06143	-0.446522	0.814383
DPP9	-0.521899	-0.455018	-0.397964	-1.06658	-0.485296	-1.16446	0.294338	-0.280501
RPL11	-0.674446	-0.638646	-0.640949	-1.10588	-1.59627	-1.27185	-0.18907	0.939654
RPS8	-1.53188	-0.580307	-0.564385	-1.05888	-1.95467	-1.33125	0.0509017	0.814933
ANKRD31	0.397675	-0.295819	0.613441	2.05282	1.75982	0.736526	-0.115414	0.331573
CCNB3	1.36115	-0.0327849	-0.386559	2.78979	1.21925	1.4146	-0.327853	-1.86298
POLR2K	-0.634893	-0.808269	0.0322109	-1.07393	-0.856578	-0.992402	0.191122	0.102294
NOTCH1	-0.86615	-0.173829	-0.365186	-1.10003	-1.0495	0.641369	-0.0355307	-0.175357
SLC7A11	2.20098	0.414391	0.36841	2.98694	3.11485	3.18656	-0.843675	-1.74767
LCA5L	1.66071	-1.88078	0.613441	2.75326	2.59271	-0.263474	-0.115414	0.653501
RPL9	-2.63045	-0.351314	-0.375912	-1.07888	-1.79692	-1.87116	-0.773946	-0.30131
SMIM12	-0.72648	-0.295819	-0.0398278	-1.09655	-1.13299	-1.56115	0.225623	-0.317929
RAB8B	-0.284684	-0.649456	-0.495681	-1.02284	-1.03784	-0.111471	-0.188346	0.744069
TUBA1C	0.0639914	-0.386215	-0.0717635	-1.09565	0.00609276	-1.07802	0.148859	-1.65748
MFSD2A	-0.0613829	0.563318	0.291513	-1.08468	-1.40729	-2.35094	-0.715741	0.906995
TMEM42	0.211184	-1.71086	-0.216634	2.19578	1.18128	2.02603	0.225623	1.99959
FAXDC2	0.708015	-0.295819	0.613441	2.63779	0.432242	3.32149	0.206514	-1.66843
MRPL36	-0.405871	-0.842308	-0.762009	-1.07823	-2.22929	-1.21767	0.402434	1.06479
SPATA5L1	-0.510131	-0.339541	0.112332	-1.08127	-0.276709	-0.585402	0.235898	-0.0696772
UCP2	1.50289	1.51154	1.3031	2.25627	1.80945	1.59755	1.88459	1.33157
TUBB6	-0.446108	-0.162984	-0.199689	-1.10472	-0.435908	-1.20101	0.119548	-1.7681
NUPR1	0.660709	-1.29582	0.51526	3.12321	2.89937	3.6016	0.387086	2.19782
MYPOP	-0.846251	-0.0327849	0.443516	-1.00858	-1.44577	-1.26347	0.448487	-0.732557
C2orf69	-0.223813	-0.234419	0.398702	-1.07788	-1.24676	-1.08944	-0.182528	0.976478
FOXE1	-0.924253	-0.295819	0.132429	2.86018	-0.181289	1.05845	-0.115414	0.331573
C14orf28	1.33056	2.02611	1.1984	2.51226	1.08174	0.736526	1.46955	1.91654
RAP2B	0.116805	0.259396	-0.420507	-1.04871	-1.72773	-1.08061	0.311028	0.32392
FANCF	-0.634747	0.173666	-0.283466	2.22275	0.344779	-0.585402	0.637946	1.31081
CMKLR2	1.24567	-1.29582	0.331041	2.22275	-0.655221	0.736526	-0.0223047	-0.372034
SNRNP35	-0.273643	-0.738338	-0.771223	-1.03257	0.42113	-0.787036	-0.165746	-1.01111
KIAA0825	-1.07626	0.552178	0.234062	2.22275	-0.655221	0.151564	-1.92277	-0.668427
UBE2L3	-0.518754	0.0208531	-0.0885612	-1.04671	-2.49037	-0.963914	0.0469424	0.0978131
RILPL1	-0.307229	-0.378281	0.212903	-1.09157	-1.06006	-0.111471	0.0867748	0.381759
SAXO2	1.31279	2.02611	0.613441	2.22275	-0.333293	0.736526	0.884586	0.331573
FZD9	-1.15921	-1.29582	-0.386559	-1.09918	-1.37511	-0.0708289	0.325159	-0.668427
SLC6A9	1.1298	0.198945	0.132034	2.57903	2.31824	2.11092	0.00258312	0.281533
ARID5A	-0.905144	0.552178	-0.0145905	-1.02964	-0.980316	-0.263474	-0.0565204	-0.668427
NOL4L	-0.721161	-0.0327849	0.0408619	-1.02964	-0.480134	-0.678511	0.2785	-0.702374
RPS4X	-0.329011	-0.585456	-0.480125	-1.04533	-0.542376	-1.22323	-0.293502	0.576421
ALPK2	-0.0173625	0.289143	0.339266	2.51226	-0.0702581	1.73653	-0.339759	-1.09031
ARMCX6	-0.391379	0.218754	-0.548831	-1.01756	-0.222261	-0.0708289	0.370013	0.524218
SAMD13	0.586709	0.325669	-0.386559	2.22275	-0.0702581	0.736526	-1.11541	0.331573
MICA	-1.39106	-0.188904	-0.323134	-1.10683	-1.58913	-2.00044	-0.190032	-0.485786
ZKSCAN8P1	1.00863	-0.295819	-0.386559	2.86018	0.460257	2.05845	-0.115414	-0.668427
RBM12	0.00248461	0.570914	0.169834	-1.00951	-1.5861	-0.443023	-0.815622	-1.32616
CTSO	0.928643	1.28914	0.198403	2.18211	1.24524	3.32149	-0.0158784	-0.0834642
ENSG00000267022	-1.33929	-0.295819	0.613441	3.51226	1.34478	1.73653	0.884586	0.916536
MAFIP	-1.66122	-0.295819	0.613441	3.22275	-0.655221	-0.263474	-0.115414	0.331573
SCO2	-1.22074	-0.437175	-0.0981281	-1.05226	-1.68219	-1.58005	0.428906	-0.477285
SKAP2	0.821326	0.43042	0.0329796	0.152872	2.79544	0.614042	-0.148454	0.133474
SYNE2	0.474809	0.189608	0.386263	0.305895	-1.00669	-1.37895	-0.502816	-3.08182
SNCAIP	1.07575	0.704181	1.07287	0.342331	-1.00314	1.73653	-0.115414	0.331573
JMJD6	-0.364002	-0.0405622	-0.113275	-1.37238	-1.00025	-1.83636	-0.260178	0.0877225
SRI	0.315149	-0.315664	-0.402849	-0.379222	-1.00223	-0.89819	0.394508	-0.0305394
OXCT1	0.121627	0.112163	-0.0847903	0.116788	2.8891	0.634646	-0.0656994	-0.188078
RANBP1	-0.469776	-0.393232	-0.545887	-0.382351	-1.00979	-0.936567	0.300367	0.292375
ABHD4	0.00994482	0.474699	0.560699	1.12683	3.24363	1.12884	-0.265906	0.0874686
SNW1	0.43601	0.138981	-0.0239892	0.179369	2.94911	0.852719	-0.0970615	-0.0436585
DHRS2	0.273686	-0.497453	0.613441	0.389859	2.88704	2.01663	0.469548	1.91654
RENBP	0.166895	0.704181	2.1984	0.364769	3.34478	0.862057	-0.115414	0.916536
UBL4A	-0.757281	-0.617747	-0.653346	-0.479523	-1.00693	-0.286558	0.295218	0.383412
UBE2I	-0.0196604	-0.307693	-0.499206	-0.437501	-1.00048	-0.512461	-0.0437253	0.576292
UBXN8	-0.365714	-0.0621469	0.002006	-0.582942	-1.00833	-0.79781	-0.306713	0.107608
KCTD9	0.303157	0.100109	-0.0724507	-0.0423327	-1.00314	-1.92644	0.427113	0.0174647
CCNE1	0.0121308	-0.527766	-0.451743	-0.381578	-1.00774	-1.04369	-0.0130524	0.670375
GRPEL1	-0.384474	-0.0634566	-0.473039	-0.95694	-1.00886	-1.02247	-0.0717116	1.02007
SEPSECS	0.952476	0.40462	-0.00323065	0.863347	2.85574	1.19596	-0.170381	0.144695
ULBP1	2.39767	0.119218	1.35041	1.95972	3.15213	2.90645	-0.222329	-0.153854
SNX3	0.0356769	-0.154133	-0.555065	-0.502828	-1.00214	-0.747407	0.0795711	0.244696
MOB1A	-0.121157	0.211477	-0.316254	-0.28457	-1.00842	-0.458645	0.125966	-0.0333014
TTC31	-0.040411	-0.125894	0.543051	0.480246	2.80421	-0.330588	-0.00849888	-1.54944
SLC1A4	0.419155	0.559791	0.747165	1.88221	3.09297	2.19024	-0.722269	-0.834013
HMGCL	0.324527	-0.488464	0.368328	0.982435	2.94126	2.20467	0.0284953	0.546741
A1BG	-0.782234	0.704181	0.613441	0.415395	-1.00314	-0.963914	0.756578	0.7534
HNRNPA2B1	0.72488	0.175162	-0.262967	-0.0563166	2.74369	0.0502677	-0.0564822	-0.846392
APOBEC3F	-0.339291	0.527303	1.35041	-0.894708	2.7371	0.736526	-0.21495	0.125122
GATA5	1.10128	-0.295819	0.613441	-0.362213	-1.00314	-0.263474	-0.115414	0.331573
BTF3L4	-0.200314	-0.810392	-0.249056	-0.487744	-1.00886	-0.156559	0.288976	1.10209
PSAT1	1.36231	0.362503	0.336463	1.25958	2.74283	1.45357	-0.0655655	-0.20572
MRAP2	0.700238	-1.61775	-0.588193	-0.947175	-1.00314	0.736526	0.884586	1.33157
PREB	-0.45567	0.0506311	-0.322019	-0.110829	-1.00525	-0.568977	0.531063	0.0269598
SIX3	-0.00225563	-0.295819	-0.386559	0.374753	3.83663	-0.848436	1.29962	-1.25339
ASCC1	0.018603	0.0202082	-0.0744344	0.438664	3.65585	0.911613	-0.156441	0.253071
CARF	0.338781	-1.29582	0.0284782	0.22275	3.77104	1.90645	1.46955	1.91654
HNRNPA1L2	-0.232375	0.119218	-0.123525	-0.21021	3.55423	-0.585402	-0.989883	-0.80593
PTGR2	0.57582	-0.447822	-0.871986	0.485784	3.86834	0.473492	-0.257433	-0.580964
CTRL	-1.07626	-0.710857	1.61344	-1.75453	-1.00314	-1.84844	1.88459	2.33157
SOD1	0.190247	-0.214759	-0.395762	-0.429178	-1.00943	-0.577764	0.0203068	-0.346125
CYP4B1	0.660709	-0.295819	0.613441	0.0528245	3.37453	2.05845	-0.115414	0.00964521
ILDR2	-0.116898	0.704181	2.1984	-0.362213	-1.01367	0.958918	-0.115414	2.33157
SYTL5	0.419701	-0.880782	0.11094	0.84132	-1.01136	-0.0708289	-0.115414	0.331573
ZC3H12C	-0.00225563	0.557339	0.275024	0.259275	-1.00886	-0.0290087	-1.14516	-0.34297
PDCD4	0.664878	0.131602	-0.0879109	0.608996	2.9153	1.0691	-0.200594	-1.30628
GRM1	0.660709	-0.295819	0.876475	1.05282	3.04522	0.736526	0.884586	0.331573
GAL3ST2	0.0757469	-0.295819	0.613441	0.0528245	4.83182	1.73653	-1.11541	-0.668427
HSPA13	0.552807	0.0882519	0.500693	0.389935	3.03727	0.797927	-0.408616	-0.702452
ZNF19	0.904635	1.28914	1.02848	1.55532	3.63018	1.22195	-0.356422	0.718596
ARPC5	0.0913164	-0.442661	-0.279285	-0.405943	-1.01265	-0.557759	0.172659	-0.444303
DDR2	0.348325	-0.880782	0.0284782	1.88527	3.56717	2.56505	0.299623	-0.253389
UBLCP1	0.268015	0.067929	0.250498	0.313403	2.86549	0.263773	-0.112836	-0.162136
ZNF704	0.55451	0.566677	-0.884059	0.356217	-1.01277	-0.517231	-0.115414	0.331573
FAAH2	0.00863269	0.967215	-0.322429	-0.554858	3.04522	2.32149	0.884586	0.331573
BORCS5	0.0603168	-0.295819	-0.104788	-0.275798	-1.01136	-0.778047	0.489726	0.159106
TMED3	-0.590663	-0.606159	-0.138893	-0.471977	-1.01472	-0.563519	-0.10933	-0.0500664
GALR1	-0.339291	-0.295819	0.613441	0.0528245	4.09967	0.736526	-0.115414	0.331573
MN1	0.635618	-0.0734269	0.157062	-0.00606918	-1.00314	1.26704	-0.174308	-1.61184
KCNG3	-0.220646	0.0261088	0.172868	0.168302	-1.00989	-0.433399	-0.115414	0.331573
COPS9	-0.382131	-0.739426	-0.148631	-0.471256	-1.00993	-0.48013	0.370582	0.94547
ADCK5	0.428536	-0.743278	0.420796	0.744702	2.83663	-0.526508	0.125594	-0.542896
TIGD3	-0.158718	-1.88078	1.61344	-0.1171	-1.00314	0.151564	-0.115414	-1.25339
FUT1	0.660709	0.0785762	1.02848	2.37475	3.20276	1.73653	-0.115414	0.331573
HTR3C	0.660709	-0.295819	0.613441	0.0528245	4.79186	1.28322	-0.115414	0.331573
HES7	-0.246181	0.704181	0.0284782	-0.532138	-1.00314	0.321489	0.663817	3.04098
OAZ2	0.20217	-0.919052	-0.778877	-0.694014	-1.00441	-0.715986	0.266833	0.0157112
NPM1	-0.349256	-0.127993	0.0909074	-0.446959	3.28557	-0.464535	0.163438	0.678213
ZNF467	-0.220646	1.11922	0.613441	-0.947175	4.0727	0.321489	-1.11541	-0.668427
NXPH4	-0.57987	-0.45757	-0.386559	-0.3386	-1.00721	-1.31078	-0.278913	-1.01635
NR2C2AP	-0.122232	-0.433323	-0.46291	-0.165081	-1.01412	-1.38546	0.00857463	1.84707
TSSC4	-0.708326	-0.158316	0.0898788	-0.387748	-1.01341	-1.18286	-0.297508	0.567748
NDUFA12	0.320101	0.0969654	-0.234059	-0.506032	-1.01443	-0.920586	0.0468573	0.389551
ZNF829	0.90328	0.704181	0.613441	1.47732	3.09967	2.23903	-1.70038	-0.253389
FFAR4	0.660709	-0.295819	0.613441	0.0528245	4.5346	0.736526	-0.115414	0.331573
C3orf70	0.170904	-0.295819	1.61344	0.600312	-1.00314	-2.5854	-0.115414	0.331573
TRPV2	0.397675	0.0261088	-0.386559	0.315859	2.7371	0.736526	-0.227889	0.653501
NHEJ1	-0.224407	-0.106785	-0.199189	-0.0285638	-1.00395	-0.414034	0.547048	0.663024
COL14A1	0.225909	-0.295819	0.249029	-0.162188	-1.00314	-0.111471	-0.530452	-1.66843
HES4	-0.854825	-0.469849	-0.971522	-0.0390144	-1.0036	0.0933184	0.0545109	0.682071
TMEM201	-1.30163	-0.252427	-0.562198	-0.797352	-1.01168	-0.795194	-0.318382	0.449305
BTBD8	1.6118	1.28914	0.291513	1.41038	3.04522	0.543881	-0.0374116	-2.37892
SPOCK3	0.0215911	-0.295819	-0.137532	0.15236	2.89937	0.473492	-0.629987	-1.40539
PRMT6	-0.053201	0.0261088	-0.0710575	0.124526	-1.0122	-0.272352	0.788726	1.08493
C1orf53	-0.559557	-0.973891	-0.299096	-0.07842	-1.00036	-0.678511	-0.420269	1.02672
NHSL2	0.165945	-0.295819	0.935369	0.0528245	-1.00314	-0.585402	0.732583	-1.99035
SMN2	1.27542	1.70418	-0.740196	-0.684141	2.98864	-0.000439573	-0.240945	-1.93146
IFI30	-0.425541	-0.434339	-0.102331	-0.733772	-1.01408	-0.63473	-0.120255	0.0958281
ZNF865	0.0103709	0.214375	-0.271082	-0.0540907	-1.00669	0.672396	0.786406	0.865006
SCYL3	0.981042	1.10628	0.677571	0.615761	0.687172	3.16808	0.423006	0.187183
M6PR	-0.309284	-0.349994	-0.180343	-0.497801	-1.09867	-1.01425	-0.289366	-0.230508
CD9	-0.373665	0.0533127	-0.207194	-0.404277	0.0407732	-1.01731	-0.448713	-1.93819
TMSB10	-0.424816	-0.551019	-0.381271	-0.881472	-3.04524	-1.01129	0.37965	-0.544534
USH2A	0.660709	-0.295819	0.613441	0.0528245	-3.82515	3.3568	-4.28534	-2.25339
JKAMP	0.033026	0.172906	-0.318046	-0.452057	-1.36938	-1.00044	-0.300032	-0.627548
PRDM1	-1.14665	-1.29582	1.12801	2.37475	0.344779	2.90645	1.19125	0.543077
GAL	-0.9071	-0.712113	-0.468595	-0.590311	-1.28482	-1.02321	-0.115414	1.33157
UFD1	-0.158183	-0.161771	-0.405925	-0.493026	-0.380041	-1.01012	-0.00479116	-0.0258311
SLC24A1	0.963272	0.704181	-0.971522	0.8829	-0.0702581	3.00501	0.543549	-0.456923
PAG1	-0.0571919	1.51154	0.0284782	-0.0288593	0.00649908	-1.0209	-0.397185	-0.885657
REXO1	-0.493242	-0.213357	0.613441	-0.362213	-0.866725	-1.00764	0.187149	-0.10283
CCDC80	-0.855866	-0.295819	0.203065	0.927294	0.344779	2.99526	-0.342467	-1.6813
ATP5F1D	-0.814451	-0.754436	-0.792174	-0.634617	-1.72233	-1.0135	0.403084	0.118431
TRIB3	0.471137	-0.223669	0.676176	1.48892	1.87796	3.23354	-0.173517	0.82896
MPG	-0.802917	-0.632854	-0.446541	-0.299366	-1.16383	-1.02568	0.200966	0.513412
FSD1	-0.188367	-0.335348	-0.544101	-0.00320953	-0.571319	-1.02597	0.572642	-0.194496
DCPS	-0.231299	-0.412143	-0.280949	-0.257776	-1.23812	-1.01638	0.0680816	-0.556781
PTGES3	0.248331	0.362229	-0.284888	-0.345017	-0.756666	-1.01571	0.124892	-0.3963
TRPV4	-0.779863	-0.295819	1.61344	-0.295099	-0.655221	3.73653	-0.115414	-1.66843
CCND3	-0.449687	-0.57759	-0.299054	-0.628445	-1.2798	-1.02568	0.18534	-0.190624
SUB1	-0.0386338	-0.379286	-0.344555	-0.594523	-0.722273	-1.00791	0.193681	0.204398
PDCL3	0.350067	0.073048	0.0400291	-0.469028	-0.799611	-1.01479	0.0530916	-0.029174
VAMP8	-0.372081	0.201012	-0.520415	-0.07842	-0.999666	-1.00044	0.351712	0.373393
CCRL2	0.660709	0.704181	0.613441	0.0528245	-1.65522	3.19596	-0.115414	0.331573
CSMD2	2.24567	-0.295819	0.613441	0.0528245	-0.655221	4.19596	-0.115414	0.331573
DAD1	-0.378365	-0.549576	0.033344	-0.528666	-1.42994	-1.00116	-0.184584	0.174643
ADRM1	-0.306906	-0.434961	-0.1784	-0.714931	-0.813146	-1.00044	0.0223691	-0.612316
SEC61G	0.372905	-0.606494	-0.306149	-0.540938	-0.296033	-1.01746	-0.16594	-0.159109
PCDH8	1.12014	-0.880782	0.613441	1.19033	-0.918255	3.19596	-0.115414	0.331573
PSMB7	0.0936203	-0.0447696	-0.166154	-0.322654	-0.127941	-1.01169	0.148267	-0.119951
DUOX1	-0.339291	-0.0478918	1.61344	0.0528245	1.5147	4.42458	-1.70038	2.20604
TPM3	-0.637289	0.244262	-0.434269	-0.66988	-0.923523	-1.00044	0.214908	-0.681883
DEGS1	-0.192076	0.156493	-0.0873436	-0.746904	-0.520986	-1.01604	-0.561483	-0.274577
LYAR	-0.0398056	0.344757	-0.671572	-0.815549	-0.484014	-1.00044	-0.135552	0.31433
NDUFB11	-0.649369	-0.994052	-0.693963	-0.488989	-1.10779	-1.00367	0.11289	0.0428608
EBP	-0.985523	-0.0220585	0.168762	-0.360573	-1.1383	-1.01555	-0.000208231	-0.889057
CRB2	-1.33929	-0.295819	-0.386559	1.05282	-1.65522	3.73653	-0.115414	0.331573
ASB6	-0.779229	-0.226557	-0.146608	-0.624167	-1.2266	-1.01604	-0.178302	-0.0949051
HMCN2	1.07575	-1.29582	-0.971522	0.0528245	0.666707	3.47349	-0.115414	-0.668427
FAM171A1	-0.15272	-0.0581277	-0.708487	-0.1613	-0.682021	-1.01194	-0.00849888	0.00269245
CDH22	-0.339291	-0.295819	0.613441	0.0528245	-1.65522	2.90645	-0.115414	0.331573
ITPR1	0.240378	0.218754	0.535586	0.737951	0.0328354	3.06656	-0.615309	-1.65286
LPCAT1	-0.636075	0.126138	-0.232407	-0.850108	-1.47228	-1.00738	-0.582305	-0.59567
CCDC17	1.07575	-0.295819	0.613441	-0.947175	-0.655221	4.82399	-0.115414	0.331573
KASH5	0.660709	-0.295819	0.613441	0.0528245	-1.65522	5.59451	-0.115414	0.331573
CFL2	0.250492	-0.701384	-0.421866	-0.562074	-1.17566	-1.01699	0.113546	0.243889
NUDT5	-0.433713	-0.346224	-0.367134	-0.395617	-0.383492	-1.02393	0.0110342	0.0441047
STAT6	-0.226326	0.0261088	0.198403	0.11753	0.344779	3.26069	0.0672182	-1.28887
SLC27A4	-0.761182	-0.386585	-0.267915	-0.356346	-1.10482	-1.01149	0.130565	-0.0711859
MFSD3	-0.327856	-0.234419	-0.0845308	0.484775	-0.403682	-1.00044	0.0407051	-1.89082
BEST1	0.0757469	-0.880782	0.613441	1.63779	2.66671	4.32149	-0.600841	-0.153854
VWA3B	0.660709	1.28914	0.613441	0.0528245	-1.65522	3.54388	-0.115414	0.331573
CRTAP	-0.678244	-0.318072	-0.275639	-0.741315	-1.09334	-1.00044	-0.290124	-0.223539
COL8A2	0.660709	-0.295819	0.613441	0.0528245	-1.65522	3.02073	1.46955	1.33157
DOLK	-0.455987	-0.450542	-0.386559	-0.81269	-1.43283	-1.00044	-0.0155057	-0.479982
RBMXL3	-0.339291	-0.295819	0.613441	0.0528245	-1.65522	3.77215	-0.115414	0.331573
CD19	0.0757469	-0.295819	0.613441	0.567398	-0.539743	2.90645	-0.115414	0.331573
CYP11B2	0.660709	-0.295819	0.613441	0.0528245	-1.65522	3.54388	-0.115414	0.331573
ZBTB42	-0.201787	0.289143	0.198403	-0.532138	-1.33329	3.05845	0.791477	-1.66843
NLRP8	-0.339291	-0.295819	0.613441	0.0528245	-1.65522	3.19596	-1.11541	-0.668427
TCEAL8	-0.601462	-0.755251	-0.741306	-0.86289	-0.747216	-1.01772	0.14648	-1.1416
SLC9A9	0.641081	0.119218	0.712976	-0.15868	1.98864	2.90645	-0.500704	-0.276109
ZNF329	0.895175	0.119218	1.75094	0.690254	0.415169	3.54388	-0.667955	0.0014247
HHIPL1	0.660709	-0.295819	-0.971522	-0.947175	-2.07026	3.90645	-1.70038	0.746611
KCNJ14	-0.0762562	-0.295819	0.613441	0.637787	0.666707	3.54388	-0.115414	1.91654
FBXL6	-0.314713	0.17196	0.106481	0.894127	-0.0337322	-1.01555	0.180635	-0.418813
NKX2-5	-0.845182	-0.295819	-0.708487	-0.519912	-1.36864	-1.00764	-0.404274	-0.14689
ALYREF	-0.557196	-0.607944	-0.390057	-0.500708	-0.366731	-1.01383	0.326104	0.140144
CBX6	-0.774506	-0.531887	-0.61333	-0.920039	-0.909603	-1.01712	0.265516	0.420886
BICD2	-1.08532	-0.694915	-0.187418	-1.19772	0.0133285	-1.01425	-0.115414	0.0883437
CHP1	-0.0180524	-0.771918	-0.624469	-0.403765	-1.13327	-1.01836	-0.108428	-0.175018
