geneName	MCF10A_EtOH_4h	MCF10A_TAM_4h	Hela_6h	Hela_9h	MCF7_48h	T47D_48h	Hs578t_48h	MDAMB231_48h
SLC7A11	1.75042578261844	1.52302261482056e-32	0.949137	0.358541	-0.744537	1.42578	-1.29278	-1.07354
ROBO4	0.896348403300531	1.63988589286524e-07	2.73726	3.44759	-0.384917	1.21767	0.182206	-0.466938
MRPL17	-0.604423383921578	2.47610624636123e-07	1.02272	-0.462993	-0.0103977	0.317249	0.380145	0.0691148
VAV2	-0.551605069386455	0.00016168765668726	-0.777471	0.125154	0.0529609	-0.216108	-0.665227	-0.930885
NACC1	-0.696121363661773	0.000469695890559645	-1.53891	-1.03103	-0.266109	-0.603182	0.107265	-0.0197386
IL20	NA	1.42166559030475e-08	2.95483	3.26659	-0.384917	0.632707	-0.625149	0.484152
PTX3	1.72569857538401	0.00277543219011225	0.426251	2.65054	0.615083	0.632707	1.08687	-0.404897
DUSP7	-0.401149635119785	6.65620222915414e-05	0.275676	1.17432	1.52197	-0.0777867	2.0832	0.400088
C4orf3	-0.201768770015832	2.45995688121477e-06	0.525745	-0.980355	0.312675	0.43745	1.13012	0.998725
GRPEL2	1.78399044811249	3.5543571203286e-16	2.64316	2.42293	-0.384917	0.226947	1.10566	1.23417
RAB4A	-0.765106201475233	0.000265121524411651	0.253123	1.22183	1.20005	0.103337	-0.935489	0.0316401
HSPBAP1	0.730868113984039	0.000158647863845012	1.93758	2.90159	-0.458917	0.383347	0.74682	0.832076
PTPN9	-0.644447826223429	0.00197844914125961	-0.170972	-0.110518	0.0598682	-0.339279	0.334209	-0.477374
AVEN	-0.793274039929077	0.00229745618644845	0.668892	-0.228144	0.850712	0.100212	-1.05141	-0.226341
BNIP3	0.176926099961949	1.39070376010152e-05	-0.467232	-0.300744	0.179582	0.0433391	-0.507313	-0.42897
ERN1	2.04730097504463	5.72968855607566e-13	2.29578	3.71502	-0.772987	0.861525	3.28174	0.136229
THBD	0.135565194842272	3.3619348927632e-08	3.28113	3.59072	0.243115	0.632707	1.43374	-0.166399
BRI3BP	-0.552489395701505	0.000172466118409891	-0.590453	-0.0888556	0.138354	-0.568146	-0.530822	-0.633845
QRFPR	-0.919719997547636	0.00171035940384644	2.92615	3.30132	-0.384917	0.632707	-0.625149	0.484152
ZNF395	-0.670562742212109	0.000150871542141112	2.16065	2.73429	0.0021065	-0.293293	-0.625149	-1.06604
RABL6	-0.977209963317057	0.000412217445704193	-1.88928	-1.83897	-0.583462	-0.692224	-0.0687559	-0.936985
PCNX3	-0.665310561963648	0.00101910485303151	-1.76986	-0.836453	-0.0486332	0.096826	-1.67909	-1.11896
SERPINB2	-0.122901377288162	0.00119127770190919	3.01064	3.27482	-0.384917	0.632707	1.04728	-0.33897
TRIM15	0.741637329039795	9.61324907916961e-08	0.915477	2.65916	NA	0.632707	-0.625149	0.484152
PGAM5	-0.39656340898124	1.43255600981534e-05	0.16348	-0.059283	NA	0.387935	0.000785073	0.201753
CCDC71L	1.97859564278886	0.00250221587618343	1.25481	1.88145	NA	0.14728	1.12208	-0.515848
CISD3	-0.10536837318956	0.00139211701016342	1.00824	0.450042	NA	-0.204128	0.443022	-0.242829
MKKS	0.326944565303407	0.00328886121922054	0.0979987	-0.0325202	-0.799954	0.0983703	-2.21011	0.484152
PIK3C2A	0.0177725082370017	0.279429170505202	-1.64854	-1.61752	0.253315	-0.25048	-2.00848	0.362162
CD74	NA	0.0641746415799575	3.85901	3.53297	0.615083	-0.367293	-1.62515	-1.02084
WNK1	-0.371726465457224	0.105709802267251	-1.83412	-1.18362	0.219213	-0.906427	-0.0516432	0.112554
NCKAP1	0.0164516743519224	0.104819465889359	-1.70724	-1.50739	0.252634	-0.385196	-0.403922	0.29021
EPN1	-0.324321544204992	0.00533256233250049	-2.18158	-1.72613	-0.194733	-0.0121983	-0.612604	-0.305281
TCF3	-0.797286575316299	0.00175569696969966	-1.95725	-1.76246	0.13662	-0.450435	-0.825682	-0.340481
TRPC5	NA	NA	4.05991	3.90375	-0.384917	0.632707	-0.625149	0.484152
WSCD2	NA	NA	4.99473	4.87594	-0.384917	1.63271	-0.625149	0.484152
TOP2B	0.140955678600093	0.527487385902545	-1.3653	-0.596176	0.488034	-0.115534	-0.414382	0.18539
GSK3B	0.165351535888448	0.0809608347988154	-1.39698	-1.13596	0.178269	-0.341683	-1.22125	0.742887
OSBPL8	0.251349727483914	0.51245370355341	-1.78067	-0.267333	0.107682	-0.385672	0.433744	0.423611
SCD	-0.181048704577187	0.816166950620341	-1.51989	-1.26702	-0.0776178	-1.10758	-2.55619	-1.59139
CEP170B	0.0150695091493724	0.19552137557601	-2.04373	-0.616711	0.683255	-0.094099	-0.625149	-1.34874
DICER1	-0.58485530969423	0.314495150746018	-1.48979	-0.772859	0.439997	0.445829	-0.728985	0.520678
PIEZO1	-0.687371837518761	0.00753833472522795	-1.72107	-1.53301	0.44205	0.0606129	-1.15624	-1.89052
POP1	-0.220505029452294	0.360660105611129	-1.508	-1.22526	0.411069	0.173275	-1.08782	0.953638
TGFB1	-0.0745568681327812	0.217795436838452	-1.65912	-0.473629	0.498808	-0.445497	-1.14779	-0.901138
FGF21	6.04202737445027	NA	4.19308	5.2728	-0.384917	1.21767	-0.625149	-0.515848
APBA1	NA	NA	3.84009	3.40084	-0.384917	-0.367293	-4.21011	-0.515848
ATN1	-0.104305802809707	0.19230757112108	-2.20409	-2.81069	0.508918	-0.355419	-0.547843	-0.0852134
ULBP1	NA	NA	4.40623	3.04869	0.0707629	0.403225	1.37485	0.484152
FBRSL1	-0.589730045513311	0.680214743406391	-2.09184	-1.47699	0.290244	0.0688058	0.340085	-1.1712
PLXNA1	-0.828220400071115	0.00204500386787043	-2.02852	-1.0969	0.435377	-0.254564	-0.639649	-1.87919
