geneName	HEK293T.3h	HCT116.3h	Hela.3h	HEK293T.6h	HEK293.12h.CHX	HEK293.12h.noCHX	SUM159.12h	SUM159.0.2.24h
PLK2	-0.0825152	0.664481	0.312918	-0.25912	-1.55568	1.73653	-0.482744	-0.203337
SSBP2	-0.306376	-0.617747	0.0691202	0.545865	1.64246	0.353197	0.00832128	-0.449114
GIN1	0.820366	0.441146	0.760282	-0.269104	1.5292	0.0260326	-0.0110774	0.469077
SLC25A48	0.385075	-0.295819	0.613441	0.431336	-1.19225	-0.111471	-0.115414	0.331573
DDX46	0.255141	0.548119	0.107389	0.141156	1.16215	0.494905	-0.0190832	-0.00874711
RNF145	0.187355	0.0639108	0.0912473	-0.0475774	-1.03532	-0.900904	-0.383993	0.822636
PCYOX1L	-0.848677	-0.315448	0.128014	0.637787	1.85866	1.20365	-0.0529916	0.114895
GFOD1	-0.254898	0.189608	-0.123525	0.74088	-1.74011	-2.5114	0.391546	1.50991
CDKAL1	0.0371833	0.100109	-0.21253	-0.134599	1.12968	0.608202	-0.358685	-0.648663
TNFRSF21	-0.273868	0.174323	-0.138246	0.338227	-1.62547	-0.263474	0.0289758	-0.630952
MMUT	0.249212	-0.125894	0.168959	-0.00505641	1.79544	1.26446	-0.412546	-1.43853
RASGEF1C	-0.369038	-0.295819	0.613441	-0.47769	-1.02719	-0.263474	-0.115414	0.331573
ABT1	-0.260364	-0.295819	0.102956	-0.547373	-1.26423	-0.925604	0.308657	0.402308
PRIM2	0.552906	0.227743	-0.181897	0.142184	1.3804	0.736526	-0.013164	-0.394565
ANO7	0.128696	0.119218	-0.556484	0.759093	-1.57276	-1.48587	0.266457	0.331573
CYP39A1	0.219004	-0.295819	1.12801	0.678429	1.70233	0.447019	-0.115414	-0.990355
TPBG	-0.940502	0.189608	0.0138016	0.113366	-1.83031	0.01406	-0.418567	-0.533411
ARMT1	0.424979	0.0912038	0.365836	-0.401124	1.0423	-0.50294	-0.200581	-0.449978
VWDE	-0.226816	0.251669	0.613441	0.415395	2.66671	0.321489	-0.31364	-0.611094
GNA12	-0.106231	-0.00631267	-0.409279	-0.464575	-1.3686	0.0584541	0.737029	0.401963
SSC4D	-0.256828	-0.295819	-0.123525	1.05282	-1.14065	1.73653	-1.11541	-1.25339
TMEM209	0.419428	0.11712	0.143362	0.0407314	1.37735	1.18904	-0.415694	0.326371
ZC3HAV1L	-0.621765	-0.772257	-0.305523	-0.685683	-1.12418	-0.855931	0.168379	0.508451
SYTL5	0.419701	-0.880782	0.11094	0.84132	-1.01136	-0.0708289	-0.115414	0.331573
HDAC8	-0.27516	-0.295819	-1.38656	0.0528245	-1.24018	0.736526	0.621552	0.331573
CHST7	-0.416106	-0.0442805	1.24147	0.529263	-1.33972	-0.378951	0.238223	0.579501
NDUFB11	-0.649369	-0.994052	-0.693963	-0.488989	-1.10779	-1.00367	0.11289	0.0428608
NONO	-0.0566989	0.50566	0.0284782	-0.186379	1.68887	0.589333	-0.132808	0.477512
EBP	-0.985523	-0.0220585	0.168762	-0.360573	-1.1383	-1.01555	-0.000208231	-0.889057
OGT	0.18869	0.0832672	-0.289986	-0.0125515	1.88461	0.0506346	-0.0670095	-0.291761
SNX12	-0.650523	-0.607763	-0.375671	-0.728166	-1.0465	-1.14099	0.146749	0.256472
RADX	0.550504	0.558983	2.1984	0.322066	1.16635	0.816143	-0.137869	-0.390614
RBMX	-0.188543	-0.0132654	-0.164167	-0.083838	1.89865	0.138796	-0.147273	-0.0648293
ATP6V1B2	0.223589	-0.156268	0.0115051	-0.189289	1.81323	0.092185	-0.102777	0.290085
CHMP7	-0.337345	0.391393	0.125995	0.298985	-1.01873	0.01406	0.18785	0.247583
PLPBP	0.0205414	-0.0104171	-0.398147	-0.267435	-1.05807	0.288322	0.256555	0.868601
ERLIN2	-0.450292	0.431162	0.166435	0.108859	1.40664	-0.180218	-0.34618	-0.133954
RGS20	-0.268901	-0.488464	-0.123525	-0.532138	-1.07026	-1.5854	0.286684	-0.775342
NDUFB9	-0.315889	-0.220479	-0.657329	-0.316208	-1.24931	-0.644641	-0.0510794	0.228341
UHRF2	0.431957	0.179519	0.128014	-0.0239911	1.72329	0.104258	0.345388	0.341592
NFIB	0.220945	0.052104	-0.00592449	0.545423	-1.20456	-0.170365	0.0866913	-0.580751
ZNF462	0.164033	0.834577	0.823364	0.646349	-1.02517	-0.000439573	0.326184	1.09366
NR6A1	0.245672	-0.465744	0.876475	0.174131	-1.02929	-0.678511	-0.378448	0.746611
POLE3	0.327273	0.012303	-0.836991	-0.46496	-1.3434	-0.758799	-0.107761	0.817731
SURF4	-0.282395	0.0380599	0.0367488	-0.322543	-1.34257	-0.723545	-0.31155	-0.281973
ASB6	-0.779229	-0.226557	-0.146608	-0.624167	-1.2266	-1.01604	-0.178302	-0.0949051
NTMT1	-0.437727	-0.496959	-0.302548	-0.429095	-1.20335	-0.725378	0.360413	1.17086
NACC2	-0.911197	-0.392035	-0.479209	-0.665405	-1.47302	0.0413806	0.368462	0.659995
GLUD1	-0.252474	0.323091	-0.31808	0.322285	1.48228	0.58695	0.106737	0.0235315
FRA10AC1	0.527443	0.871078	0.32656	0.220379	1.27785	0.569416	-0.288017	0.149288
TCF7L2	-0.0197604	0.351963	0.155371	0.15236	-1.14661	-0.16038	-0.1012	0.0132118
INA	-0.813222	-0.295819	0.162061	-0.519082	1.18272	0.602225	-0.115414	0.916536
RGS10	-0.278006	-0.380936	-0.207589	-0.655409	-1.31174	-1.19421	0.115199	0.512146
HSD17B12	-0.0922046	-0.291401	0.00628246	-0.280477	1.14336	-0.12011	-0.340848	0.134625
DGKZ	-0.459585	0.0667508	0.443516	-0.129379	-1.08175	-0.911172	0.775357	0.032013
TNKS1BP1	-0.0757409	0.191532	0.723065	0.185381	1.20077	-0.211007	-0.44868	-1.47292
SSRP1	0.0696367	0.0145208	-0.356983	-0.125378	1.156	-0.061004	0.142712	-0.649731
ARFGAP2	0.27946	-0.165116	0.0994614	0.34481	1.85743	0.528585	0.0558945	0.576219
CCDC82	0.577773	0.432101	0.560422	0.470551	1.62212	1.26259	-0.170381	-0.564404
TENM4	0.0208849	-0.295819	-0.386559	0.637787	-1.02719	2.54388	0.884586	0.331573
ZC3H12C	-0.00225563	0.557339	0.275024	0.259275	-1.00886	-0.0290087	-1.14516	-0.34297
TTC12	0.609885	0.771295	0.205783	0.898791	1.89658	1.37396	-0.138134	-0.383024
LAMTOR1	-0.299762	-0.465744	-0.130904	-0.144558	-1.39649	-0.252333	0.489448	1.00714
TKFC	-0.133386	-0.318903	0.101542	0.156848	1.30142	0.42075	0.399943	-0.423804
TMEM138	-0.504166	0.0888446	-0.169252	-0.675873	-1.11333	-1.19636	-0.173207	0.833629
ROM1	-0.717802	-0.295819	0.461438	-1.75453	-1.07026	0.736526	-0.893022	1.13893
CCDC15	0.21491	0.704181	0.902947	0.865739	1.58182	1.47349	-0.115414	-0.708691
CHEK1	0.370363	0.320222	0.0071677	0.508658	1.10786	0.936991	-0.0370584	0.127701
TAGLN	0.00863269	0.127392	-0.421071	-0.21021	-5.46258	0.151564	-0.254577	-0.11137
CABLES2	-0.542108	-0.558854	-0.524063	-0.449676	-1.31311	-0.848436	0.399159	-0.890819
FAU	-0.907815	-0.640376	-0.101859	-0.0194597	-1.24927	-1.2197	0.0749491	0.659531
HIRIP3	0.241644	-0.0257301	-0.362908	0.689863	1.22482	0.953555	0.271818	-0.163838
ITGB1	0.108308	0.253655	0.248923	0.0209093	1.26687	0.0844493	-0.422317	-0.749919
CWC15	-0.237029	0.0152673	-0.0671487	-0.405089	-1.44465	-0.650497	0.195912	-0.308639
ARID5B	0.884253	0.658377	0.795048	0.930569	-1.44877	-0.378951	-0.0310219	0.054566
DCUN1D2	0.504205	-0.643743	0.285866	0.269636	1.23786	0.337977	-0.0970356	0.675528
EEF1AKMT1	-0.201787	0.0888446	-0.694682	-0.406607	-1.08962	-0.496135	-0.00849888	-0.430267
FAM124A	-0.924253	0.874106	0.391048	0.0528245	-1.15772	-1.13794	0.469548	-0.668427
PDCD4	0.664878	0.131602	-0.0879109	0.608996	2.9153	1.0691	-0.200594	-1.30628
CCT5	-0.031528	-0.0284818	-0.0832115	-0.380056	1.82909	-0.396841	0.137007	-0.207722
PTS	0.0356874	-0.0800906	-0.121462	-0.529878	-1.1498	-0.596049	0.431652	0.401963
KCNA6	-1.42675	-0.295819	0.613441	-2.2691	-2.97715	-1.26347	-0.115414	0.331573
OXSM	0.493155	-0.0237397	0.0213184	0.402632	1.14252	0.113596	-0.050619	-0.133605
NOPCHAP1	-0.181559	-0.379075	-0.380777	-0.73819	-1.05155	-0.742642	-0.0910642	1.90833
TWF1	0.016293	-0.247456	-0.732334	-0.865748	-1.14065	-1.07083	0.0374848	-0.890819
MIPOL1	-0.204174	-0.476392	0.108205	0.22275	1.36468	0.388603	-0.0981361	-0.934942
EXT2	-0.358995	0.0294215	-0.0350869	0.0447647	1.59959	-0.12243	-0.204014	-0.226586
NDUFC2	-0.794897	-0.00435647	0.163606	-0.576992	-1.25929	-0.539108	-0.451463	-0.401235
FER	0.315951	0.0319854	0.157062	0.649283	1.62489	0.543881	-0.0158784	-0.116379
VIPAS39	0.440996	-0.134068	-0.00595529	0.767422	1.54208	0.502061	6.31305e-05	0.479327
SCLT1	0.60245	0.704181	0.0968652	-0.214797	1.39058	-0.263474	0.0577786	0.256022
CCDC3	0.19998	0.57865	0.902947	0.237249	-1.40906	-1.26347	-0.115414	0.331573
C4orf33	0.352925	0.234695	0.212903	0.176813	1.21626	0.206011	-0.115414	0.000367393
FRMD4A	-0.200314	0.704181	-0.386559	0.730896	-1.05798	0.0584541	0.211532	0.316413
KIN	0.324942	0.55833	-0.0342575	-0.172943	2.02579	0.388603	-0.0126878	-0.299365
ADAM17	0.0864961	0.220019	0.250871	0.304923	2.07773	0.593568	-0.398623	-0.383528
SACS	0.0975238	0.330366	-0.0111489	-0.34683	-1.61215	-0.477069	-0.414741	-1.14574
FBXO4	0.756016	0.566677	-0.309081	0.977862	1.78662	1.29111	0.194541	1.28923
CCDC74B	-0.246181	0.704181	0.0284782	0.860179	-1.27671	0.736526	0.469548	-0.668427
GEMIN6	-0.775187	-0.474789	-0.4279	-0.857165	-1.77516	-1.09355	0.175487	0.425642
PSTPIP2	0.242336	0.315327	-0.179463	-0.176963	1.15728	0.527073	0.18944	1.60166
ATP5F1A	0.066624	0.0129537	-0.0631928	-0.180694	1.87847	-0.0890124	-0.124239	-0.522937
TCF7L1	0.171671	-0.674331	-0.971522	-0.780066	-1.90138	-1.26347	-0.600841	-2.47578
POC5	0.912378	0.340674	0.381494	0.656681	1.22859	0.672396	-0.298968	0.0505532
TADA1	-0.158633	-0.295819	-0.0219869	0.0528245	1.50421	-0.186853	0.0811249	-0.30499
ZNF776	0.369478	0.23025	0.0182824	0.418474	2.5147	1.99956	0.286684	-0.388319
DCLRE1C	0.766504	-0.295819	0.746707	0.204828	1.02928	0.221953	-0.621599	-0.238742
ZFP36L2	-0.723826	-0.288	-0.259324	-0.577125	-1.0527	-0.562318	0.566353	-0.283856
PFKM	0.138057	0.216754	-0.157009	-0.0258159	1.59992	0.670938	0.122337	-0.0663354
FARP1	0.107356	-0.360914	-0.201527	-0.526724	-1.0195	-1.05994	-1.70038	-1.25339
PANK1	-0.189714	0.163612	-0.18725	-0.483228	-1.15145	0.0413806	1.39916	1.27911
HNRNPDL	0.268129	-0.0882838	-0.0946242	-0.379872	1.18284	-0.426579	-0.239502	-0.076388
GRM1	0.660709	-0.295819	0.876475	1.05282	3.04522	0.736526	0.884586	0.331573
RAD17	-0.0762562	-0.0120263	-0.499034	-0.0991786	1.07176	0.128843	0.281476	-1.05176
MR1	0.0809271	-0.348287	0.137003	0.431336	2.20985	0.543881	-0.338997	-0.481148
SRP19	-0.0308156	-0.0442805	-0.14952	-0.49306	-1.09347	-0.404337	-0.133734	0.0785167
CARHSP1	-0.272971	-0.885355	-0.395329	-0.698599	-2.00503	-0.675105	0.431793	-1.13587
CLGN	0.702229	0.527303	0.312932	0.0528245	1.77104	1.47349	0.138343	-0.510885
MERTK	-0.136179	0.597266	0.613441	-0.0991786	1.2429	0.344209	0.884586	2.91654
TMEM87B	0.082536	0.307522	0.543807	0.353827	1.54118	1.17263	-0.422738	-0.148272
SLC25A27	-1.06176	-0.295819	0.0284782	0.730896	1.71982	-0.485866	0.469548	1.6535
INO80C	-0.0521101	-0.767888	-0.100864	-0.224334	-1.17459	-0.156559	0.20371	-0.354927
LPCAT1	-0.636075	0.126138	-0.232407	-0.850108	-1.47228	-1.00738	-0.582305	-0.59567
UBALD1	-0.243927	-0.123117	0.12525	-0.174711	-1.5454	-1.5854	0.137705	0.271032
HS3ST3A1	-0.725349	-0.295819	-0.386559	0.173119	-1.12471	1.32149	-0.0638838	0.331573
SEMA3D	0.46649	0.234695	-0.0336783	0.213289	2.34478	-0.963914	-0.245811	-1.05408
UBASH3B	-0.0672111	-0.583622	-0.687729	-0.481512	-1.09883	-0.156559	0.028757	-1.79312
ABI3BP	0.00535755	-0.295819	0.497963	0.178355	-1.16979	1.73653	-0.419348	-1.81024
GAL3ST2	0.0757469	-0.295819	0.613441	0.0528245	4.83182	1.73653	-1.11541	-0.668427
TNIK	0.184143	0.747902	0.613441	0.225889	1.06423	0.488599	-0.215526	-1.83031
ATP5MC3	0.229671	-0.280756	-0.539161	-0.504686	-1.10207	-1.11474	0.0714902	0.196918
SORBS2	-0.223813	-1.29582	0.444759	0.945909	-1.33329	0.736526	-0.291264	-0.938099
ELOC	-0.096035	-0.177425	-0.0862334	-0.481795	-1.62539	-1.06721	0.00821726	0.349183
CHODL	0.0757469	-0.295819	0.613441	1.27522	-1.43283	0.736526	-0.115414	0.331573
GABPA	0.496323	-0.196284	-0.113541	0.135814	1.67868	0.599022	-0.614985	-1.56655
XPC	0.449205	0.521977	0.248777	0.446965	1.13768	1.1464	0.152904	0.228144
EME1	-0.197272	-0.323834	0.537492	0.764844	1.46026	1.10998	-0.358565	-0.918564
KLF10	0.628392	0.693726	0.933913	0.798442	2.57418	1.13862	-2.41634	-0.0925609
PTPRN2	1.24567	-1.29582	0.613441	1.05282	-1.33329	-0.263474	-0.115414	-0.253389
HSPA13	0.552807	0.0882519	0.500693	0.389935	3.03727	0.797927	-0.408616	-0.702452
RHOC	-0.801805	-0.398913	-0.257355	-0.496863	-1.43931	-0.360336	0.35804	0.183539
PPM1J	0.0422722	-0.295819	-0.386559	0.704901	-1.79272	-0.111471	-0.115414	-0.253389
DBI	-0.487607	-0.347747	-0.404281	-0.448124	-1.30819	-1.86358	0.233947	-0.900081
C9orf85	0.823995	-0.0245173	0.236998	0.109968	1.26937	-0.202073	-0.0806487	2.15393
PDIA4	0.15527	-0.160337	-0.0051811	-0.401238	1.20909	-0.583527	-0.218047	-1.30384
PPARGC1B	-0.49626	-0.518212	0.395849	-0.24757	-1.24018	-0.137943	0.187149	1.44705
PXYLP1	-0.46447	-0.21093	-0.489653	-0.517491	-1.35976	-0.626044	0.00544031	-1.44804
KIF5A	-0.235786	0.782183	0.613441	-0.684141	1.72329	-0.456119	0.376439	0.0594938
DPY19L4	0.47246	0.0850025	0.155011	0.400748	1.52838	0.736526	-0.391049	0.361138
CCT8	0.283584	0.364911	-0.0226304	-0.238601	1.33295	0.271706	-0.199692	-0.128016
ANKRD9	-0.624693	-0.295819	1.1984	-0.532138	-1.43283	0.447019	0.732583	-0.990355
SFR1	0.575628	0.0875094	0.516144	-0.172468	1.19278	0.382889	0.185245	0.383412
ATP5MJ	0.663313	-0.315415	-0.345157	-0.403587	-1.29616	-0.888565	-0.00361416	0.323246
RPL30	-0.971506	-0.297198	-0.361972	-0.659396	-1.03671	-0.695014	-0.327317	0.80946
HK1	0.00913867	0.0319854	-0.294057	-0.351566	1.16866	0.312028	-0.00242181	-1.28044
PHF6	0.724458	0.407199	-0.14937	0.450076	1.96604	0.792118	-0.0717316	-0.0860754
UTP14A	0.272957	0.648471	0.0824372	0.127949	1.22636	0.536757	-0.614902	0.93253
AIFM1	0.214453	0.480348	0.0775094	0.0335138	1.88683	0.349244	-0.155763	-0.524404
BAG4	-0.148919	0.0567541	-0.971522	-0.219991	-1.07872	-0.281853	0.310446	0.296384
NTAQ1	-0.257809	-0.0816945	-0.924979	0.0528245	-1.07026	-0.19636	0.0523134	0.771105
NSMCE2	0.174595	-0.527445	-0.178964	0.140821	1.12839	0.129868	-0.120828	0.537664
FRRS1	0.0320434	0.273024	0.335456	0.277944	1.40006	0.428404	-0.290501	-0.14708
PHKG2	-0.0511418	-0.728779	-0.165345	-0.200362	-1.06231	-0.739207	0.141151	-0.639668
SASS6	0.479499	0.30244	0.322991	0.0039149	1.32206	0.60877	-0.108528	-0.156617
EIF4A2	0.285498	0.443738	-0.0104783	-0.206531	1.06757	-0.427861	-0.115414	0.891001
TATDN2	-1.03973	-0.295819	-0.123525	1.05282	-1.03373	0.99956	-1.11541	0.331573
EXOG	-0.202091	-0.295819	-0.0603311	0.0810214	1.42278	-0.12011	0.0350028	1.71252
NTAN1	-0.900406	-0.996259	0.0861937	-0.795172	-1.20065	-1.26347	0.684287	-0.963883
TMEM171	-0.636557	0.003741	0.613441	-0.671541	-2.61458	-0.848436	-0.337807	-2.47578
ODR4	0.378789	0.939201	0.490874	0.0918186	1.77477	0.596348	-0.546323	1.05203
LRP8	-0.195455	0.213194	-0.151404	-0.353801	-1.04601	-1.26347	-0.160004	-2.09325
CCNB2	0.219572	-0.283978	-0.0437977	0.127257	1.00423	0.174647	-0.0692931	-0.105767
FAM81A	0.616315	0.119218	-0.524063	-0.309746	-1.02719	-1.26347	1.32516	-0.153854
TSPAN18	0.0860152	0.841684	-0.345337	0.199666	-1.1116	-0.915551	-0.511343	-0.312283
WDR19	0.396294	0.218754	0.537492	0.570673	1.03868	0.736526	-0.10354	0.863921
MRPL17	-0.709696	-0.528621	-0.383705	-0.739884	-1.49107	-0.766798	0.248498	0.382043
XKR8	-0.442913	-0.42135	-0.971522	-0.25912	-1.42305	-1.3141	-0.477984	-1.22364
CUL4B	0.47599	0.395858	0.332945	0.191177	1.02065	0.638036	-0.170572	-1.40293
CDC25C	0.694876	0.448342	-0.17182	0.379896	1.68873	1.25499	-0.302659	-1.16978
CNOT11	-0.0528855	0.34555	0.365887	-0.386611	-1.28876	-0.27653	0.250895	0.617246
B4GALT5	-0.585685	0.0871246	-0.420829	-0.778299	-1.49016	-0.787036	-0.407216	-0.5823
SPATA2	-0.477674	-0.109406	-0.616041	-0.587	-1.63752	-1.34148	-0.092694	-0.69151
COPG2	0.31498	0.176934	-0.0434854	0.0912987	1.13697	0.900502	-0.0747223	-0.647053
RNF166	-0.322417	-0.669278	-0.386559	-0.0940169	-1.19818	0.508257	0.567729	1.32138
DMTN	-0.0913631	-0.344729	-0.386559	-0.461749	-1.01779	-0.585402	-0.115414	1.33157
NDUFS2	0.224629	-0.203626	0.0506172	0.0164521	1.95234	-0.141621	-0.0140906	-0.417014
MPZ	1.39767	0.704181	0.250871	0.467862	-1.16979	-0.263474	-0.700377	-0.253389
GART	0.130641	0.458624	-0.157263	0.0693884	1.37358	0.475659	-0.108234	-0.288284
ATP5MC1	-0.375091	-0.269979	-0.383478	-0.271018	-1.67428	-1.0275	0.0662842	0.46365
RCAN1	-0.0554977	-0.710857	0.804124	0.254458	-2.32765	0.151564	-1.10977	-0.6855
CBR1	-0.629494	0.119218	-0.374281	-0.750599	-1.17007	-1.1758	0.202739	-0.804379
CBR3	-0.398184	0.926573	-0.749129	-0.563847	-1.05115	-0.000439573	0.516854	-0.902892
ACTC1	0.204331	-0.973891	-0.177106	-0.947175	-1.31418	-1.48587	0.0289758	-0.746429
CHAF1B	0.0501816	0.202634	-0.321789	-0.267249	1.03226	0.547048	0.172282	-0.456018
PTMS	0.212763	-0.427664	-0.738677	-0.446844	-1.43756	-0.318679	0.250714	-0.748466
PSMD4	-0.328104	-0.000232762	-0.101508	-0.0798289	1.24085	-0.320376	0.201531	0.286091
BTG2	-0.854465	-0.456284	1.07287	-0.6146	-1.29463	-1.07083	-0.378448	1.44705
ALDH4A1	-0.581861	-0.0800906	0.165982	-0.0515122	1.01154	0.180133	0.0348285	-1.38212
TPPP3	-0.471741	-0.295819	-1.12352	-1.42111	-1.49172	-1.02901	-0.115414	0.331573
TNFRSF13C	0.468064	-1.29582	0.613441	-1.53214	-1.43283	-0.848436	-0.115414	0.331573
ZBTB8A	0.36735	0.315615	0.423963	-0.455322	1.02928	0.970991	-0.169185	0.715488
ATAD3B	-0.806943	-0.295819	-0.197798	-0.618553	-1.24524	-1.60662	-0.197876	1.14871
UBE2J2	-0.851063	-0.498127	-0.403532	-0.668749	-1.29555	-0.585402	0.0651582	0.667539
NR2F6	-0.820697	-0.326408	-0.552569	-0.902437	-1.28879	-1.07083	0.618412	0.183051
WDR4	-0.175792	-0.00303753	0.119901	-0.370857	-1.10119	-1.38377	0.324714	2.10107
U2AF1	-0.0538884	0.540682	0.13951	0.367698	1.00299	-0.147997	0.177368	1.85514
CSTB	-0.12083	-0.30371	-0.374003	-0.774464	-2.28543	-1.28641	0.195927	0.533881
LRRC3	-0.924253	-0.125894	0.876475	-0.181641	-1.31819	-0.626044	0.884586	0.331573
SPATC1L	-0.898325	-1.03278	0.361902	-0.300812	-1.56211	-0.22785	-0.0714707	-0.20225
ZNF761	0.678857	0.833464	0.378975	0.686697	-1.65522	2.32149	-0.551513	0.267443
PIERCE1	-0.326691	-0.338888	0.00771965	-0.647615	-1.2171	-0.979681	0.415101	1.74661
RDH13	0.0726871	0.224188	-0.243601	-0.439381	-1.16111	-0.49128	-0.331143	1.20057
SPTBN4	-0.364826	-0.488464	-0.971522	0.690254	2.63018	0.63699	0.299623	-0.253389
PLPP7	-0.210008	-1.29582	0.613441	1.24547	-1.07026	0.736526	-0.115414	0.331573
SAFB	0.15454	-0.0294128	-0.407754	-0.489129	1.04522	0.618053	-0.0950271	-0.596344
S100A1	-0.290381	0.704181	0.783366	2.86018	-1.65522	-0.263474	-1.11541	0.331573
ANO10	0.0478341	0.416899	0.0927414	-0.485595	1.68582	-0.263474	-0.425488	-1.24769
LMNA	-0.196034	-0.00631267	-0.0667722	-0.477172	1.20853	0.884625	0.0904585	-0.265749
LRRC71	0.660709	-0.295819	0.613441	0.637787	-2.65522	1.32149	-0.115414	0.331573
LY6E	-0.405601	-0.326995	-0.444858	-0.20283	-1.06216	-0.638513	0.0780054	0.23681
LRRC14	-0.982699	-0.0978799	-0.0145905	-0.675096	-1.17964	-0.632708	0.0614637	-0.0834642
ORAI2	-0.841791	0.0667508	-0.744111	-0.894708	-1.07026	0.514134	0.138903	0.556447
SH2B2	-0.276097	0.341611	0.613441	-1.18818	-1.19579	0.736526	1.38709	0.0685389
SQSTM1	-0.202229	-0.127422	-0.102359	-0.39591	1.07563	-0.231294	-0.142982	-0.0338324
PSMC2	0.39049	0.167671	-0.0295487	-0.376487	1.96549	-0.079762	0.00850136	-0.335607
ABCF3	0.140813	0.272693	-0.103081	-0.246116	1.40973	0.358014	0.191078	-0.177339
FDXR	-0.634747	-0.114579	0.385172	-0.335446	1.29145	-0.181012	0.111763	-0.979214
ALDH16A1	-0.111245	-0.0872327	0.23157	0.10454	1.04522	0.431671	0.290871	-0.549374
ZNF385A	-0.661219	-0.824929	-0.312559	-0.349274	-1.07026	-1.40098	-0.115414	-0.668427
SHANK1	0.853354	0.704181	0.613441	0.637787	-1.39219	1.47349	-0.115414	1.33157
FAM171A2	-0.444825	-0.598382	-0.556484	-0.625247	-1.2332	-0.350937	0.260095	-2.29292
POLR3K	-0.403742	-0.617747	-0.564097	-0.519027	-1.16214	-0.798605	0.237967	1.32863
SNRNP25	0.202911	-0.348287	-0.218615	-0.124368	-1.57505	-1.7489	0.780249	-0.187801
HS3ST6	0.175283	-0.295819	0.613441	-0.947175	-2.97715	-0.263474	-0.115414	0.331573
SHANK2	0.120141	0.211141	0.613441	0.0528245	-2.51772	-0.000439573	0.884586	0.331573
TAL1	0.553794	-0.295819	0.613441	-0.599252	-2.3073	0.736526	-0.115414	0.331573
SELENON	-0.692828	-0.374207	0.105294	-0.235343	-1.26264	-0.329563	0.305993	0.584643
KIAA1522	-0.688186	0.0772241	-0.405418	-0.506603	-1.14933	-0.236507	0.523625	-1.47203
CAMK2N1	0.635618	-0.115247	-1.97152	-0.269104	-1.50322	-2.26347	-0.250344	-1.47578
FAAP20	-0.81248	-0.638211	-0.372884	-0.423325	-1.13946	-0.678511	0.592697	0.592225
MEGF6	0.613404	-0.35722	0.10194	-0.625247	-1.29265	0.414598	-0.157234	-1.09727
MYSM1	0.552456	0.278417	0.391048	-0.212229	1.29765	0.473492	-0.0611937	0.43805
C1orf52	0.127886	0.25877	-0.418368	-0.841682	-1.35888	-0.515013	-0.115414	0.199783
ZNF326	0.346768	0.379559	-0.0824725	-0.174274	1.24846	0.689876	-0.035429	0.655556
KCNT2	0.382174	0.704181	0.613441	0.29675	1.6178	1.19596	-0.267417	-0.82043
ZNF281	0.247169	0.0703086	0.231647	0.0315559	-1.20542	0.279668	-1.07006	-0.994456
ARPC5	0.0913164	-0.442661	-0.279285	-0.405943	-1.01265	-0.557759	0.172659	-0.444303
TRIM58	0.148503	-1.29582	1.61344	-0.735671	-1.19579	-0.263474	0.307041	0.413484
NCSTN	0.187681	0.0590972	0.31584	0.4955	1.33808	0.593162	-0.233774	-0.366672
OLFML2B	-0.270028	-0.518212	0.558993	-0.821645	-1.16979	0.414598	-0.240945	-4.25339
BPNT1	0.124102	0.31117	-0.0901663	-0.318045	1.09862	-0.617111	-0.15342	-0.0989356
SPATA17	0.73471	0.481788	0.835833	-0.461749	1.84728	1.15156	-1.19342	1.03784
HAAO	-0.991367	-0.295819	1.61344	-0.269104	-1.24018	2.54388	-1.11541	-0.668427
MAPKAPK2	0.0675637	-0.00458799	-0.439027	-0.280159	-1.16688	-0.746256	-0.0378455	-0.601313
MRPL55	-0.608239	-0.639304	-0.325505	-0.498022	-1.03009	-0.73699	0.302406	0.428507
CCDC138	0.11753	0.196034	0.103766	-0.157444	1.09533	0.207832	-0.318947	0.0261603
ACTG2	-0.491294	-2.61775	-0.29453	-1.94718	-4.59382	-1.26347	0.430554	-0.0268807
CCDC74A	-1.42675	0.704181	0.0284782	-0.362213	-1.02719	1.05845	-0.115414	0.331573
COQ8A	0.175817	0.0919109	0.0455517	0.27466	1.00095	0.419442	0.237602	0.212521
INHBB	-1.00226	-1.88078	0.613441	1.05282	-1.07026	1.2511	-1.70038	-0.253389
MSX1	-0.186555	0.131191	-0.712045	-0.0608323	-1.07026	-0.669466	0.197744	0.287179
CDC42EP3	-0.547877	-0.070527	0.0434286	-0.706167	-1.04224	-0.433399	0.00601992	-0.111717
NPPC	-0.779863	0.289143	0.613441	-0.300812	-1.52398	-1.26347	-0.115414	0.331573
ABRAXAS1	-0.110349	0.0719125	0.0139786	-0.245517	1.11922	-0.0224659	0.137567	-0.874878
NAXE	-0.320329	-0.175711	-0.230124	-0.357249	-1.21452	-0.687073	0.447522	0.745865
SLC22A15	0.104316	0.289143	0.613441	0.753264	2.25167	0.151564	-0.458559	0.608581
IGFN1	0.660709	-1.29582	0.0757839	-0.947175	-1.33329	0.736526	-0.115414	1.33157
ATP1A1	-0.0239073	0.0871382	0.220949	-0.280308	1.42528	0.282364	-0.22545	-1.1459
IGFBP7	-0.540924	-0.295819	-0.197011	-0.1171	-1.35183	1.0991	-0.107075	-0.899207
CCT3	0.121773	0.093358	-0.10813	-0.290589	1.78378	0.165747	0.138452	0.127317
ADORA1	0.853354	-0.295819	-0.386559	0.637787	-1.10773	0.736526	0.621552	1.33157
