geneName	HEK293T.3h	HCT116.3h	Hela.3h	HEK293T.6h	HEK293.12h.CHX	HEK293.12h.noCHX	SUM159.12h	SUM159.0.2.24h
PDCD2	-0.0412897	0.0809013	-0.635183	-0.684971	-1.20858	-0.750461	0.0582841	0.68711
RDH11	-0.20307	-0.231689	-0.0181039	-0.5577	1.82806	0.262595	-0.206466	-0.290934
RPS6KA6	0.694925	-0.295819	0.613441	0.418109	1.92974	0.736526	0.206514	0.501498
HMMR	0.644958	0.597872	0.433993	0.314783	1.76328	1.26377	-0.20099	0.271814
P4HA2	-0.529905	0.0429826	0.248615	-0.430258	1.97526	0.700902	-0.311261	-2.37116
CRMP1	-0.619399	-0.295819	-0.234556	0.467862	-1.24018	1.32149	0.469548	0.916536
TMEM38A	-0.27516	1.02611	-0.708487	-0.00375902	-1.13166	-1.26347	1.05451	-0.346499
XRCC1	0.234146	-0.235698	0.00837064	0.0329249	2.25821	0.721729	0.145261	-0.249152
MCM2	0.317422	0.210579	-0.0906863	0.287003	1.13779	0.973002	0.361729	0.170611
PANX2	0.86716	-1.88078	-0.164167	-1.01756	-1.07026	-1.67851	-0.530452	-1.66843
SELENOO	-0.420122	-0.0734269	-0.399615	0.120463	1.06985	-0.422172	-0.182345	-0.77623
SDHA	-0.299102	0.213194	-0.0671571	0.374753	1.95681	0.656356	-0.19382	-1.17558
FERMT2	0.344491	0.468891	0.0133136	0.244109	1.19212	0.869793	-0.130957	-1.07389
NSF	0.475354	0.355106	-0.101678	-0.0769434	1.00774	0.294008	0.0520427	-1.14647
MRPS34	-0.647768	-0.281098	-0.297234	-0.514735	-1.27701	-0.841241	0.437612	0.608774
PPP2R2C	-0.339291	0.463173	-0.123525	0.0528245	-3.07026	-1.26347	-1.11541	-0.668427
SNCB	-0.932521	-0.295819	0.613441	-0.47769	-1.27671	0.151564	-0.115414	0.331573
LMAN1	-0.0455182	-0.152533	0.0502352	-0.464742	1.66283	-0.230524	-0.349138	-0.789115
ENO1	-0.1983	-0.174499	-0.0536425	-0.200386	2.05838	0.0145037	0.0362615	-0.29924
MYDGF	-0.771069	-0.591275	-0.228065	-0.926367	-1.74942	-0.988367	-0.110896	-0.54365
ACTR6	0.506707	0.379656	0.248604	0.0479994	2.13059	0.39053	0.184146	-0.342394
TIPIN	-0.0313707	-0.190025	0.161086	-0.207043	1.13768	-0.103817	0.0298855	0.472547
SRI	0.315149	-0.315664	-0.402849	-0.379222	-1.00223	-0.89819	0.394508	-0.0305394
NUP37	-0.113215	0.178924	0.00532049	-0.334199	1.07176	-0.917298	0.0818183	-0.994957
ACAT1	0.474333	0.115994	0.0170282	0.00136715	1.95531	0.3304	-0.0405423	-0.504588
CACNG5	-0.339291	-0.295819	-0.845991	-0.947175	-1.33329	-0.848436	-0.115414	0.331573
FRYL	0.279921	0.273202	0.31971	0.183785	-1.56502	-0.692317	-0.205369	-1.56059
KIFAP3	0.547251	0.146185	0.014194	0.343121	1.71401	1.58897	0.0539149	0.0993147
TPD52	-0.966295	-0.624442	-0.544101	-0.432602	-1.13327	0.349503	-0.155307	0.278134
NT5C2	0.455442	0.454609	0.139664	0.0131754	1.06301	0.398357	-0.263348	0.397297
GPC4	0.254427	0.289143	0.613441	-0.0468545	1.6178	0.7536	-0.115414	0.331573
XAB2	-0.0522393	0.308855	0.0165056	0.0402245	1.87585	1.1039	0.0750092	-0.38864
SNRPA	-0.146342	-0.0112704	-0.310293	-0.409901	1.14301	0.146475	0.0660962	0.692259
DYNC1I2	0.728675	0.455153	0.177342	0.0845334	1.2429	0.610995	-0.132136	-0.591105
POLD3	0.614069	0.481788	-0.0629044	0.230773	1.7348	0.451549	0.235314	0.533036
GPR137B	-0.44272	-0.221819	-0.216634	-0.625247	-1.02295	-0.963914	-0.212711	1.0748
NAALAD2	0.404764	-1.29582	0.613441	0.170181	2.20276	3.05845	-0.115414	1.33157
PIK3C3	0.602495	0.370757	0.170093	0.227503	2.08174	0.917098	-0.039283	0.00162774
TIGAR	-0.989348	-0.188904	0.214891	-0.869173	-1.21912	-0.963914	-0.738851	0.564772
HOXA9	-0.191445	-0.625525	0.613441	0.337278	-1.14788	-0.333863	-0.115414	0.331573
NRDC	0.433311	0.157232	-0.062089	-0.118006	1.29205	0.0922877	-0.0535915	-0.400039
SDF4	-0.447725	-0.144237	-0.446456	-0.367356	-1.12164	-0.676871	-0.115018	-0.802525
THOC1	0.0725551	0.0978446	0.29449	-0.350862	1.27933	0.706779	-0.174442	-0.0696074
OSBPL6	0.251318	-0.617747	0.0515618	0.346556	1.73328	0.376984	0.0052674	-0.0421052
XRCC5	0.191133	0.524974	0.0805622	-0.12568	1.29898	0.598598	-0.0515856	-0.717042
LXN	0.298642	0.704181	-0.0394259	-0.22281	2.43224	-0.848436	-0.115414	0.331573
PGM1	0.382897	0.136706	-0.19235	-0.361269	1.04956	0.323832	-0.250064	-0.682782
DDX1	0.46301	0.10503	0.123834	-0.14415	1.63828	0.43783	-0.113196	-0.385797
SESN1	0.833846	0.176249	-0.283466	0.760749	1.4214	0.358014	0.824465	-0.823705
SRCAP	-0.288665	0.492677	-0.319445	-0.112235	-1.47465	-1.26347	0.469548	-0.890819
CHRNA3	-0.556521	-0.295819	0.613441	-0.639053	-1.02295	-0.0708289	-0.115414	0.331573
NDC80	0.324801	0.660237	0.0141025	0.178678	1.19061	1.62405	-0.296083	0.582706
TCF7	-0.393398	-0.451938	-0.0700856	0.0755446	-1.21074	-0.303002	-0.0223047	-0.990355
HSPB11	-0.178399	-0.741987	-0.373697	-0.748396	-1.184	-0.492956	-0.0678246	-0.433522
IL12RB2	0.387691	1.28914	0.613441	0.467862	2.21672	-1.4334	-0.115414	0.331573
WDR70	0.809788	0.557076	0.206083	0.105429	1.72665	0.586501	-0.00710228	0.286873
NFE2L1	-0.251369	-0.0142683	0.282549	0.475101	1.28024	0.270862	-0.251985	-1.26144
RNF13	0.254998	0.003741	-0.0212748	0.364222	1.0478	0.736526	-0.129046	0.0197852
PLOD1	-0.669911	-0.0828256	0.181282	-0.426866	1.10531	-0.798063	-0.104177	-1.48028
PIBF1	0.468442	0.434994	0.439674	0.181772	1.27227	1.17541	0.0142997	1.06148
OXCT1	0.121627	0.112163	-0.0847903	0.116788	2.8891	0.634646	-0.0656994	-0.188078
GSTP1	-0.303888	-0.247936	-0.298587	-0.217753	-1.2336	-0.665895	0.297863	0.445064
APLP2	-0.0319098	0.0914732	0.245785	-0.112159	1.29052	0.186112	-0.14559	0.153091
FAM234B	-0.335313	0.233109	0.128014	0.0676215	1.5965	-0.120734	-0.107781	0.775968
EFR3B	-0.411803	-1.29582	0.613441	-0.262049	-1.29908	-0.678511	-1.43734	-1.99035
HADHA	0.287918	0.0734145	-0.0768514	-0.113215	1.56178	1.42143	-0.228973	-0.410602
ATRX	0.703122	0.367655	0.172868	0.23899	1.10594	0.524222	-0.137468	-0.571447
MYNN	-0.120092	0.320852	0.910058	-0.376019	1.26159	0.332136	-0.15018	1.43111
OVGP1	-0.339291	-1.29582	-0.971522	-0.532138	-1.20776	-1.84844	-0.530452	-0.0834642
CPNE3	0.365723	0.407545	-0.0607197	-0.102873	1.71091	0.350872	-0.126413	-0.94246
RRN3	0.0368841	0.27707	0.180481	-0.142191	1.16581	-0.093549	-0.641483	0.889569
WNT11	-0.0860042	-1.61775	0.613441	0.0528245	-1.16979	-2.01836	-1.11541	-0.668427
ORC1	-0.105039	-0.0685856	-0.0750264	-0.315563	1.14387	0.468593	-0.0097623	-0.7188
MAST2	-0.339291	0.0202082	-0.562001	-0.299161	-1.09883	-0.848436	0.222582	-0.691696
CHMP5	0.186556	0.0837195	0.0777294	-0.00943737	1.06431	0.21396	0.137044	0.365654
SNX10	0.510769	-0.518212	-0.386559	0.390993	1.12439	0.212964	0.299623	0.0361174
RBM22	-0.0177719	0.320852	0.0706477	0.30726	2.334	0.530075	-0.24895	0.594608
ZFAND6	0.704394	0.0164586	0.0208043	0.0617947	1.07316	0.292919	0.316392	-0.114942
FTL	-0.141939	0.158007	0.149494	0.844583	-1.26476	-0.211007	-0.50486	0.540765
BAX	-0.426279	-0.27671	0.0375804	-0.252957	-1.23655	-0.59136	0.283027	0.408086
TXNDC16	0.055729	0.189608	0.368818	-0.236036	1.43593	0.877389	-0.700377	-0.846764
SF3B2	0.135225	0.149875	-0.0409707	0.0891372	2.14113	1.12239	-0.263541	-0.3155
ERGIC2	-0.27426	-0.0472429	-0.537956	-0.735671	-1.09219	-0.759431	-0.07657	-0.665617
PIR	0.365665	-0.558854	-0.296361	-0.050269	1.09967	-0.781322	-0.0201466	-1.43154
AAMDC	-0.36915	-0.188904	-0.429204	-0.496514	-1.04224	-0.913288	-0.0356869	-0.484002
DDX18	0.520847	0.469444	0.038551	0.00939562	1.16618	0.598006	-0.0885475	0.805721
GNA11	-0.260952	-0.188105	-0.0221479	-0.595587	-1.29638	-0.465108	0.21433	0.373699
TPX2	0.452831	0.613554	0.0907625	0.0771075	1.30389	1.33198	-0.153096	-0.574876
TGDS	0.828682	0.594303	0.472265	0.105119	1.35708	0.445063	-0.389776	0.498809
ATRN	0.155367	0.263148	0.462762	-0.0742874	1.12322	0.0844493	-0.229173	-0.200609
XRN2	0.613289	0.617766	0.00218691	0.19312	1.09675	0.541798	-0.206699	-0.793766
TESC	0.0990022	-0.061354	-0.242968	-0.497868	-1.79272	-1.88796	-1.11541	0.331573
RPL6	-0.016317	0.289143	-0.267412	-0.553706	-1.201	-0.884657	-0.494651	0.565313
SLC23A2	0.110957	-0.20271	0.346337	0.199791	1.01248	0.257872	-0.372158	0.131636
FUS	0.482724	0.0963331	0.0444002	0.116522	2.54745	0.815707	-0.176949	0.115047
FXYD5	-0.66032	-0.728344	-0.267013	-0.571858	-2.03732	-0.963914	-0.0841023	-0.818402
CDIP1	-0.193832	-2.03278	-0.306389	-0.123206	-1.10626	-0.0192372	0.263098	0.17957
BIRC5	-0.757208	-0.598843	-0.528392	-0.684654	-1.08962	-0.63473	0.140767	0.303961
MLF2	0.0481658	-0.26416	-0.30931	-0.216753	-1.05406	-0.614696	0.218903	-0.498173
ZBTB25	0.732659	0.41045	0.516144	0.816757	1.04904	0.675125	0.803666	1.52749
DHX32	0.796246	0.547877	0.363174	0.300429	1.68647	0.736526	0.495019	0.833426
SPTLC1	0.138453	0.328944	-0.105023	0.0410793	1.30188	0.0569887	-0.282303	-0.222701
MRPS33	0.227199	-0.0590586	-0.608952	-0.295099	-1.11993	-0.554705	-0.0843872	0.483968
EFNB1	-0.553885	0.119218	-0.0970527	-0.0586838	-1.15515	-0.708259	0.0746023	-0.863074
AARS1	0.577704	0.553017	0.121335	0.859913	1.44725	1.50307	-0.0355745	0.509098
DLL3	-0.447206	-1.29582	-1.12352	-0.236682	-1.59109	-0.665572	0.399159	0.647601
DLD	0.563319	0.235925	-0.0474018	0.0409562	1.96332	0.297129	-0.113541	-0.98973
RAPGEF4	0.644942	0.704181	0.613441	0.204828	1.64246	0.736526	-1.11541	-0.668427
FH	0.0363863	-0.177175	-0.0423881	-0.0712214	1.37727	0.0884292	0.0278539	0.176158
ZFHX4	0.001911	0.459944	0.613441	0.184069	-1.73218	-0.728142	1.20651	-0.668427
RGS17	0.245672	1.28914	0.613441	-0.153626	-2.01779	-0.000439573	0.16022	0.607208
HAUS4	-0.339291	-0.474157	0.247569	0.138216	1.0775	0.543881	-0.068263	-0.492655
SLC22A17	-0.523715	-1.51821	1.02848	0.325843	-1.35976	0.530075	0.469548	-2.25339
HNRNPC	0.536969	-0.0659063	0.0509421	-0.0636032	1.02727	-0.25135	-0.073573	-0.180597
WDR76	0.0767148	0.248271	-0.249318	-0.0336845	1.34824	0.652868	0.108681	-1.04297
PHGDH	0.281072	0.215885	0.0840219	0.507085	2.3837	1.56892	0.0927863	0.306645
EZR	-0.270297	0.543529	0.0624575	-0.230781	1.17586	0.826024	-0.0379211	0.309137
GPATCH2	0.373898	-0.295819	0.282616	0.196019	1.0727	-0.465108	-0.200303	0.289753
XYLB	0.210835	-0.348287	-0.086999	-0.00413138	1.19823	0.133185	6.31305e-05	0.875894
CDC6	-0.0596795	0.246768	0.040551	-0.263087	1.20346	0.364967	-0.194922	-1.04555
AAAS	-0.285939	0.217193	0.0988675	-0.44007	1.30671	-0.163072	0.0500689	-0.509313
CBX5	0.0234635	0.424897	-0.449709	0.254458	1.15091	0.291115	-0.167941	-0.418888
ARCN1	0.348834	0.0701463	-0.0423337	0.0103585	1.63814	0.151564	-0.217736	0.0625845
NUP188	-0.393097	0.455709	0.175603	-0.0620672	-1.03596	-0.540584	-0.000895062	-0.69899
TLL2	-0.50594	0.704181	0.198403	-0.0991786	-1.40729	0.736526	-0.115414	0.331573
CYP26A1	0.47272	-0.295819	0.613441	0.332932	-1.23228	-1.46511	-0.115414	0.331573
SORBS1	0.132972	1.70418	-0.193914	0.45016	1.80421	0.151564	-0.922769	-2.47578
CRTAC1	-0.798722	-0.295819	0.291513	1.05282	-1.01779	-0.0708289	-0.115414	0.331573
HIVEP1	0.265368	0.430006	0.54905	-0.147708	-1.59789	1.47349	-0.191114	0.561191
FKBP5	0.173044	0.505893	-0.164167	0.0448611	1.06875	0.00204998	0.104691	-0.23393
MRPS18A	-0.287498	-0.172963	0.0258811	-0.738442	-1.03286	-0.804715	-0.102436	0.204461
EFHC1	0.633229	0.704181	0.228777	0.254458	1.69528	0.460892	-0.0501964	0.40474
ZNF184	0.276369	0.621719	0.613441	0.342331	1.44164	1.34421	0.391546	1.2266
SIRT1	0.533453	0.224571	0.247923	-0.132508	1.06929	0.366769	-0.616608	-0.270743
HNRNPH3	0.663832	0.31299	-0.513528	-0.263257	2.01142	-0.019519	0.161426	-0.0764654
CDC7	0.135618	0.49773	0.0910197	0.239932	1.36652	0.573906	-0.00706436	-0.0116085
TMED1	0.163648	-0.410379	-0.351794	-0.284644	-1.33099	-0.00473971	-0.253161	-1.25096
ERMP1	0.055166	0.389024	0.134745	0.0826597	1.07813	0.599022	-0.24688	-0.702965
FBXL19	-0.627003	0.0667508	-0.502037	-0.58728	-1.25504	-1.29095	0.621552	0.161648
EFNA2	-0.661219	-1.00631	0.613441	-0.236682	-1.14065	-0.000439573	-1.11541	-0.668427
ATP5F1D	-0.814451	-0.754436	-0.792174	-0.634617	-1.72233	-1.0135	0.403084	0.118431
HNRNPM	0.0940873	0.460076	0.0284782	0.00412249	1.44239	0.493143	0.0231585	-0.397512
NDUFB7	0.509895	0.0397276	-0.229395	-0.433724	-1.41347	-0.571884	0.373497	0.379601
TIMM13	-0.899181	-0.465744	-0.24454	-0.269945	-1.19253	-1.03325	0.415632	1.3913
CDC34	0.113095	-0.458549	-0.3631	-0.593943	-1.79503	-0.48818	0.484856	0.535714
IZUMO4	0.535179	0.704181	-1.38656	-0.532138	-2.87761	-0.263474	0.299623	-0.253389
RANBP1	-0.469776	-0.393232	-0.545887	-0.382351	-1.00979	-0.936567	0.300367	0.292375
KLHL22	-0.597307	-0.536827	-0.168968	-0.030431	1.0706	0.262595	0.372136	-0.65363
SNU13	-0.44356	-0.3563	-0.384845	-0.35258	-1.71389	-1.03004	0.503373	0.28751
POLR2F	0.644828	-0.352088	-0.290011	-0.150495	-1.22956	-0.286484	0.500203	0.991344
CCDC134	0.263224	-0.237716	0.254113	-0.0101395	1.36146	0.75961	-0.314582	0.437675
SEPTIN3	-0.151087	0.511536	-0.123525	-0.316409	-1.18956	-0.263474	0.884586	0.331573
KDELR3	-0.396507	0.414674	-0.21253	-0.188881	-1.4708	-0.848436	-0.454755	-1.93738
RTCB	0.1064	0.0698302	-0.406005	-0.275708	1.80524	0.135178	-0.0212681	0.424306
GTPBP1	-0.161832	0.246974	0.00667384	-0.00688174	1.26599	0.487406	0.288633	0.411744
TIMP3	-0.459053	0.874106	-0.0640339	-0.119444	-1.02228	-0.513452	-0.662157	-1.27289
SUN2	-0.146015	-0.198353	0.290561	0.174386	1.09652	0.260088	-0.159238	-1.59717
PACSIN2	0.0265034	0.0215215	-0.210482	0.328152	1.46139	1.01216	0.126574	0.290628
TOM1	0.322675	-0.0998991	0.234929	0.406205	2.28338	0.645378	-0.214736	-0.094504
CHKB	0.503168	-0.158316	-0.433865	0.483459	1.13065	0.447019	0.306819	0.242306
HMOX1	-0.406929	-0.545179	-0.618446	-0.874112	-2.01779	-1.60451	-0.303041	-1.41775
MCM5	-0.0490461	0.207556	-0.0906691	-0.0116988	1.46507	0.722916	0.21631	-1.15076
TSPO	-0.333088	0.0881562	-0.40277	-0.0435016	-1.09357	-0.749718	0.156342	1.04286
SYNGR1	-0.706517	-0.667788	-0.386559	-0.329645	-1.2154	-0.422172	0.14762	0.00964521
EIF3D	0.121952	0.200437	-0.00988823	-0.223461	1.35204	0.396705	0.0246802	0.503998
PVALB	0.713177	-0.295819	0.613441	-0.75453	-1.39219	-0.263474	-0.115414	0.331573
KCTD17	-0.566629	-0.177175	-0.760018	0.0884484	-1.25789	-0.825353	0.350904	-0.456923
ST13	-0.574438	0.298924	-0.617339	-0.402855	1.2346	-0.742642	-0.0864142	-1.14073
RBX1	0.0177046	-0.217817	-0.336782	-0.355276	-1.04189	-0.63379	0.281271	-0.151694
POLR3H	-0.240009	0.324333	0.0350809	-0.607399	-1.79396	-0.66683	0.184146	0.356026
TRMU	-0.0762562	0.012303	-0.520577	-0.759186	-1.04304	-1.12243	-0.19272	1.6409
CERK	-0.383591	-0.16844	-0.408755	-0.344323	-1.10268	-0.857315	0.0130605	-0.470487
PRMT5	-0.159417	0.311136	0.00959175	-0.138379	1.12066	0.232588	0.148784	0.74066
COCH	0.109153	0.178112	-0.462224	-0.155915	1.38346	-0.316326	-0.115414	0.331573
POLE2	0.495435	0.152771	-0.0646312	-0.356619	1.14655	-0.641986	0.050172	-0.451615
PSMC6	0.180864	0.260574	-0.114357	-0.398555	1.05994	-0.552981	0.00375338	-0.915319
VTI1B	0.472327	-0.442661	-0.767163	0.0528245	-1.17561	0.0228302	0.251013	-0.0434661
LGMN	-0.176481	0.174928	0.122232	-0.179677	1.77992	0.0308114	-0.520929	-0.678013
SNW1	0.43601	0.138981	-0.0239892	0.179369	2.94911	0.852719	-0.0970615	-0.0436585
ITPK1	-0.369941	-0.0628421	-0.536306	-0.182196	-1.15128	-1.02677	0.589023	-0.0323489
ERH	-0.21159	-0.417257	-0.461743	-0.507383	-1.03217	-0.983268	0.250041	-0.180526
ZFYVE21	-0.336414	-0.0690484	-0.326187	0.0349026	-1.50873	-0.504482	0.191247	0.299583
ZC3H14	0.246169	0.328165	0.229127	0.0346199	1.04295	-0.0524504	0.00101951	-0.285616
VRK1	0.575511	0.308038	-0.00534346	-0.16069	1.47921	0.50552	-0.0879641	0.0318876
PABPN1	-0.139749	-0.229477	-0.357413	-0.273986	-1.02651	-0.0433482	0.400175	0.341698
DHRS2	0.273686	-0.497453	0.613441	0.389859	2.88704	2.01663	0.469548	1.91654
SRP54	0.251109	0.497	0.0709135	0.0512741	1.38785	0.257057	-0.166658	-1.08949
EMC9	0.300585	-0.378281	-0.31441	-0.494663	-1.14575	-1.35658	0.334899	0.543727
GMPR2	0.0210114	0.0826923	0.258524	0.137713	1.22685	0.0228302	0.0973923	0.242916
GSS	-0.10852	-0.0215442	-0.358761	0.153569	1.6033	0.515354	0.190394	0.788353
MMP9	-2.14665	-0.295819	0.613441	0.0528245	-1.16979	-0.263474	-0.115414	0.331573
PROCR	-0.616878	-0.412701	-0.313628	-0.681101	-1.52398	-1.303	-0.167392	0.0902376
CD40	-0.298068	-0.281464	0.613441	-0.00375902	-1.45359	-0.485866	-0.511343	-1.99035
RIMS4	-0.368088	-1.29582	0.613441	-0.0402849	-1.04463	-0.461413	-0.115414	0.331573
PABPC1L	0.289342	0.263608	-1.38656	0.653217	1.89097	0.633433	1.03143	1.88177
RAE1	-0.0455594	0.27223	-0.0811709	0.0324493	1.43921	0.154379	-0.0267921	1.28235
DNAJC5	-0.635591	-0.731918	-0.150492	-0.326714	-1.05846	-0.541775	0.333046	0.941368
PRPF6	-0.360224	0.0788605	-0.158673	-0.31008	1.20679	0.42143	-0.106852	0.0991272
C20orf27	-0.666708	-0.570442	-0.988595	-0.568664	-1.37801	-0.776544	0.561431	0.651537
SPEF1	0.660709	-0.295819	0.613441	0.0528245	-1.39219	1.73653	-1.11541	-0.668427
ISM1	0.201278	1.28914	-0.386559	0.927294	-2.56211	0.321489	-0.600841	0.109181
SEC23B	0.0645545	0.167085	-0.195261	-0.183691	1.44341	0.692471	-0.0449757	-0.675663
FERMT1	-0.116898	0.174811	0.129279	0.342331	-2.14065	-0.485866	0.0122001	1.5729
MYL9	-2.33929	-0.195469	-0.378412	-0.947175	-4.74268	-0.848436	-0.190376	-0.927813
TM9SF4	-0.177624	0.240234	-0.218979	-0.255631	1.0255	0.242987	-0.249676	-1.09523
SAMHD1	0.31369	0.349516	0.126816	-0.135399	2.07596	0.33127	-0.00906211	-0.326146
KIF3B	0.258242	0.175486	-0.132514	-0.0149201	-1.06585	-0.76228	-0.0880376	0.174032
CDK5RAP1	-0.110858	0.293993	-0.18725	0.242649	1.51106	0.377198	0.0405844	0.446869
CST3	-0.054217	0.207679	-0.327947	-0.3108	-1.19763	-0.468363	-0.105388	-0.119916
AHCY	-0.698678	0.0038331	-0.109644	-0.496111	1.6178	-0.592936	0.180971	0.630741
RNMT	0.781676	0.166524	0.354805	0.501138	1.5736	0.606465	-0.326158	-0.287853
RIOK3	0.456351	0.354846	0.40038	0.193344	1.94088	1.11504	-0.319175	1.56854
CSTF2	0.093389	-0.00747379	0.0515618	-0.028552	1.64296	-0.0708289	-0.181355	-0.0210108
STS	-0.569588	-0.710857	0.192598	0.204828	-1.74833	-0.585402	0.0856334	0.460471
STAG2	0.6283	0.598033	0.296459	0.543305	1.26905	0.880332	-0.226248	-0.443816
SYP	-0.430199	-1.29582	0.613441	-0.191594	1.83021	0.870827	0.884586	0.746611
PLP2	-0.414407	-0.389614	-0.245632	-0.488445	-1.44711	-0.500513	-0.278117	0.0421456
RENBP	0.166895	0.704181	2.1984	0.364769	3.34478	0.862057	-0.115414	0.916536
MTMR8	-0.0982825	0.511536	-0.234556	0.366933	2.15213	1.18398	-1.11541	-0.668427
ZC3H12B	0.767625	-0.295819	0.613441	0.467862	-1.07026	2.32149	-0.378448	-2.25339
SCML2	0.138964	0.0912038	-0.164167	-0.27193	2.05627	-0.367097	-0.183192	3.0118e-05
PCSK1N	-0.932335	-0.710857	0.613441	0.0180591	-1.64425	-0.306976	0.884586	0.331573
PGK1	-0.303245	0.310103	-0.291427	-0.0417515	1.7039	-0.40597	0.0216759	-0.945519
UBL4A	-0.757281	-0.617747	-0.653346	-0.479523	-1.00693	-0.286558	0.295218	0.383412
GPR50	-0.115009	1.28914	-0.386559	0.467862	-1.30158	-0.848436	-0.115414	0.331573
JADE3	0.336736	0.46161	-0.0976989	-0.168146	1.02089	0.39704	0.115199	0.545698
HTATSF1	0.332791	-0.162236	-0.29345	0.0714522	1.21312	0.0814968	0.0467823	-0.320167
FGD1	-0.430631	-0.585326	-0.740196	-0.611572	-1.02904	0.151564	-0.190268	0.0846586
MAGED2	0.23504	0.205375	0.110634	0.408968	1.91295	1.23533	-0.323798	-1.48336
ARMCX3	0.364092	0.760034	0.263779	0.0923529	1.56395	0.574255	-0.320639	-0.393486
MRPS31	0.248566	-0.0137839	0.264291	-0.118134	1.9194	0.0346074	-0.111856	0.273422
ZNF629	-0.436063	0.447405	0.405123	-0.104044	-1.40368	-0.371998	0.0881193	1.04207
TRADD	-0.801918	0.289143	-0.971522	-0.702063	-1.02719	-0.704047	0.802972	-0.697573
NUTF2	-0.352196	-0.465257	-0.447442	-0.414007	-2.03413	-1.41157	0.567952	-0.106274
CENPT	-0.127617	0.229272	-0.333317	-0.205601	1.02231	0.111565	0.550331	0.102873
TSNAXIP1	0.146136	-0.295819	2.1984	0.538251	2.43224	0.736526	-0.115414	2.33157
USB1	-0.262293	-0.165759	-0.300145	0.503931	-1.49672	-1.09355	0.312007	0.0281812
VAC14	-0.192621	-0.500934	0.156396	0.24257	-1.03901	-0.508586	0.0262471	0.220542
COG4	-0.0282762	-0.0908375	0.270475	0.154923	1.34478	1.20331	0.149728	0.0455777
CMC2	0.684582	-0.255177	-0.292272	-0.577367	-1.87007	-0.222832	-0.470331	0.323879
HCFC1R1	-0.550461	-0.744804	-0.512736	-0.0819249	-1.96838	-0.147997	0.53157	-0.0946915
MPG	-0.802917	-0.632854	-0.446541	-0.299366	-1.16383	-1.02568	0.200966	0.513412
COTL1	-0.281794	-0.678105	-0.341383	-0.101809	-1.40692	-0.697705	0.355464	0.609082
NME4	-0.540798	0.0367561	-0.809771	-0.503109	-2.01292	-0.924385	0.659519	0.424683
FOXF1	-0.7148	-1.10317	-0.740196	-0.288212	-1.1157	-0.485866	-1.79349	-1.08346
METRN	-0.862853	0.194506	-0.502037	0.342331	-1.83579	0.0584541	0.571996	0.331573
UBE2I	-0.0196604	-0.307693	-0.499206	-0.437501	-1.00048	-0.512461	-0.0437253	0.576292
ELOB	0.231132	-0.558854	-0.550366	-0.373898	-1.30711	-0.786585	0.559308	0.79517
SALL1	0.0390884	0.704181	0.613441	0.292433	-1.14876	0.00860557	-0.115414	0.331573
BCKDK	-0.0470351	-0.0399804	-0.791701	-0.583953	-1.32117	-0.50506	0.433239	-1.09193
IQCH	0.101282	2.02611	0.0728723	0.431336	1.10728	0.736526	-0.115414	1.5015
CORO2B	-0.0762562	0.0667508	1.02848	0.0528245	-1.43283	-0.263474	-1.11541	-1.66843
TRIP4	0.546674	-0.319278	0.0688577	-0.0402849	1.35675	0.289067	-0.104648	-0.269691
CEP152	0.53809	0.527303	0.38888	0.401974	1.01184	0.09498	-1.00444	-0.970432
DNAJC17	0.00258047	-0.0914608	-0.278183	0.461937	1.02285	0.132455	0.0057995	0.19292
RHOV	-0.309543	0.218754	-0.386559	0.184069	-1.56502	-0.456119	-1.70038	-1.25339
MYEF2	0.628604	0.289143	-0.386559	0.263535	1.6927	0.477792	0.00323041	0.431109
DECR1	0.0517449	0.0389166	-0.080228	0.293833	1.31981	0.403951	0.101111	0.438196
SFRP1	-0.900718	1.28914	0.613441	0.0745196	-1.68999	-0.704047	-1.11541	0.331573
PLAT	-0.16912	0.20168	0.613441	0.454676	1.05105	1.07756	-0.318947	-2.24872
STK3	0.346435	0.383608	0.055663	-0.188184	1.0727	-0.12597	-0.0307517	-0.684368
EMC2	0.242233	0.244749	-0.514512	-0.310137	1.29716	-0.482642	0.0875729	-0.418134
ZC2HC1A	0.627286	0.224188	0.469051	0.352385	1.55628	0.020319	0.0867748	0.126104
STMN2	-1.66122	-1.29582	0.613441	-0.947175	-3.46258	0.736526	-0.115414	0.331573
GFUS	0.0949366	-0.432282	-0.301487	-0.471646	-1.17838	-0.580815	0.186947	0.562484
DCTN6	0.0660586	-0.275874	-0.259279	-0.559813	-1.09849	-0.149817	-0.108016	-0.932203
R3HCC1	0.509689	-0.42588	-0.533401	-0.701196	-1.44636	-0.977719	0.299623	0.478415
UBXN8	-0.365714	-0.0621469	0.002006	-0.582942	-1.00833	-0.79781	-0.306713	0.107608
KLHDC4	-0.182022	0.178112	-0.0145905	-0.0327512	1.21377	-0.572802	-0.0311452	0.570912
KCTD9	0.303157	0.100109	-0.0724507	-0.0423327	-1.00314	-1.92644	0.427113	0.0174647
NUCB1	-0.426753	-0.0205413	0.0273857	-0.533945	1.16853	-0.327169	-0.2228	-1.13693
MAP4K1	0.0968085	1.02611	0.613441	0.467862	1.92974	-0.263474	1.46955	0.331573
HNRNPL	-0.213589	-0.179523	-0.133427	0.0424826	1.67546	0.0364704	0.352335	-0.251438
