AA	HEK293T-Torin(GSE97384)	U2OS-Myc(GSE66927_9)	U2OS-Torin(GSE66927_9)	U2OS-Myc-Torin(GSE66927_9)	MCF10A-EtOH-Gln-30min(GSE114794)	MCF10A-TAM-Gln-30min(GSE114794)	MCF10A-EtOH-Gln-04hr(GSE114794)	MCF10A-EtOH-Gly-04hr(GSE114794)	MCF10A-EtOH-Cys-04hr(GSE114794)	MCF10A-EtOH-BCAA-04hr(GSE114794)	MCF10A-TAM-Gln-04hr(GSE114794)	MCF10A-TAM-Gly-04hr(GSE114794)	MCF10A-TAM-Cys-04hr(GSE114794)	MCF10A-TAM-BCAA-04hr(GSE114794)	MCF10A-TAM-Torin-04hr(GSE114794)	MCF10A-Torin(GSE59816)	MCF10A-Serum-2h(GSE59816)	HEK293-Arg-12h-CHX(GSE112643)	HEK293-Leu-12h-CHX(GSE112643)	HEK293-Met-12h-CHX(GSE112643)	HEK293-Arg-12h-noCHX(GSE112643)	HEK293-Leu-12h-noCHX(GSE112643)	HEK293-Met-12h-noCHX(GSE112643)	PATU-8902-SerAndGly-24h(GSE139910)	TS543-MNKi1(GSE139238)	TS543-PP242(GSE139238)	HEK293-isrib(GSE65778)	HEK293-tm(GSE65778)	HEK293-tmisrib(GSE65778)	HEK293T-Torin(GSE132703)	HEK293T-sgLARP1-Torin(GSE132703)	HEK293T-sgLARP1and1B-Torin(GSE132703)	PC3-rapamycin(GSE35469)	PC3-PP242(GSE35469)	SUM159-Leu-12h(GSE69921)	SUM159-Leu-0.2x24h(GSE69921)	HMECs-serum-deprived-1h(GSE126736)	HMECs-serum-deprived-24h(GSE126736)	MCF10A-serum-deprived-1h(GSE126736)	T47D-Charcoal-Stripped-1h(GSE126736)	ZR75-1-Charcoal-Stripped-1h(GSE126736)	SUM159PT-serum-deprived-1h(GSE126736)	SUM159PT-serum-deprived-24h(GSE126736)	MDA-MB-231-serum-deprived-1h(GSE126736)	108Tcells-Trp-depletion-24h(GSE142822)	108Tcells-Trp-depletion-48h(GSE142822)	MD55A3cells-Tyr-depletion-48h(GSE142822)	MCF7-Gln-48h(GSE69923)	T47D-Gln-48h(GSE69923)	MDAMB231-Gln-48h(GSE69923)	Hs578t-Gln-48h(GSE69923)	Hela-Gln-6h(GSE115161)	Hela-Gln-9h(GSE115161)	HEK293T-Met-1h(SRA378655)	HEK293T-Leu-3h(GSE113751)	HEK293T-Arg-3h(GSE113751)	HEK293T-Leu-6h(GSE113751)	HEK293T-Arg-6h(GSE113751)	HCT116-Leu-3h(GSE113751)	HCT116-Arg-3h(GSE113751)	Hela-Leu-3h(GSE113751)	Hela-Arg-3h(GSE113751)	HEK293-Serum-2h(GSE129912)	HEK293-Arg-1h(GSE129912)
M	-0.195892479988275	0.369384614512629	0.343350316524398	0.4279498515813	0.155880646326442	0.145402139863525	0.0939705663358269	0.0566518617359058	0.0120262418944356	0.192388946934933	-0.0436770949318895	-0.0847853691286336	-0.310911765378316	-0.174310944607143	-0.129951806007577	-0.0855045430416672	-0.180860554867981	0.255314805301739	0.311422415531341	-0.185578190469438	0.515464295044584	0.456266983592813	0.333287118567777	-0.0529794019803823	-0.192221351782884	0.205249896308665	0.119481521330738	0.178907157522692	-0.0560833286288729	0.00266266840237457	-0.00638489540884812	-0.077362679485659	-0.0315216162796525	-0.144986437556944	-0.100741920016154	-0.0384557929443921	-0.0952645277077176	-0.129608860398953	-0.06138489699638	0.171091996722666	-0.162437519662264	-0.646483216640924	-0.316908791906154	0.114904365081314	-0.0548103913595864	0.209682211230491	0.0994096206596987	0.122384034263013	0.190608338147257	-0.0834839198869657	-0.137943595288632	-0.476213632986858	-0.267501891182067	-0.110262956172789	-0.0661413987356628	-0.0213123968555915	0.0441345352069194	-0.0679323727084925	0.0157666246051447	-0.0861533630830554	0.291194469207749	0.0714979574472174	0.132234469742171	-0.172553539670578
N	-0.174418102739175	-0.0387127224124819	-0.245140342975638	-0.307215413092288	0.0407832334128312	-0.0410482010439307	-0.206402368983121	-0.080834299207296	-0.0951891348524746	-0.0298161260190914	-0.0544391885842106	-0.0248643767836276	-0.034312561864697	-0.0826975761548777	-0.00347089346808831	-0.163736401325461	-0.326256854793679	0.025365090681479	-0.114020736661514	-1.21047330330006	-0.080889950583669	0.047822026021711	0.0701260658487997	-0.0031553584368075	-0.327794859199328	-0.426612115550145	-0.0277836833592768	-0.162399247448555	0.000439835612357866	-0.159487272500953	-0.0693552609483357	-0.0221265603314357	-0.121023140227962	-0.0739048825133372	-0.135543502214743	0.07403499436255	-0.0146574727639122	0.166814676800783	0.129641402161802	-0.106328020385907	-0.0931166046266237	-0.04201311366382	0.343083196248338	-0.0420095218929456	0.0759082568047187	-0.375768186644001	0.137712474413197	-0.017820391645661	-0.246059642251579	-0.109111549579083	-0.192146212686499	-0.370394051310574	0.381079176984511	-1.27394432177697	0.00996592806817043	-0.0966427141145084	-0.0234981675948669	-0.120743691560733	-0.0345379909656131	-0.020044021208929	-0.0263628304380858	-0.0101976238856631	0.205132265172366	0.430731124176183
P	0.261498926183726	-0.0341516039896505	-0.0875981417739815	-0.0931745406372175	-0.0713703462935387	-0.0192857065534999	-0.0317075836735982	-0.0446357043022526	-0.00776427735658087	-0.155712818367261	-0.0612507990516647	-0.00640684475824057	0.0357036914796334	-0.0115124142992591	0.116541908220143	0.0216978410326585	0.0633893667910713	-0.494639551196588	-0.213793669629998	-0.136513386664964	0.0672190535030148	-0.0239765958698265	0.319059767037643	0.0994009913891089	0.0691536240501835	0.164401486053412	0.0713648958045977	0.0601238515772515	-0.0612409212330041	0.0304644479135615	0.0286810136457024	-0.0193044958571617	0.0264004179728374	0.0953044238697251	-0.0511120000134122	0.00247390613759639	-0.0210838380172869	0.0562775752233515	-0.040640037109521	0.0561941008771518	-0.0126263908007906	0.0118768286289264	0.0957398442706241	0.0637162890080049	0.138842672110981	-0.102573491776452	-0.162815399093192	0.13828452297212	0.121716134851844	0.00914609341143533	0.00482289460612122	-0.490322490190598	-0.25438258615637	-0.09386375256968	0.00155538300756006	-0.00394446695767677	0.0214170745261489	-0.0146032047648899	0.0210244304993324	0.150021982494327	-0.0684584458513085	0.00140216393011696	-0.080788768234757	0.0439750464759505
Q	-0.090693533197892	-0.0709671344098356	0.0573850307352377	-0.114797621767704	0.24015486649077	0.159329570523986	0.638511523106897	-0.109919811301427	-0.0167511110286234	-0.319071434252861	0.745834607276158	0.0360309514158902	0.0155617690696643	-0.0634747357371273	0.0588304181929151	-0.0381344132839624	0.0487379138791269	0.0775854587206943	0.1587049396505	-1.14179621245466	-0.046105342661556	-0.017806657937112	0.0490855357620541	-0.201832654890923	-0.145900988143555	-0.159501092665788	-0.139696932568105	-0.205419595442737	0.0432675506261752	-0.0792667606275117	-0.0840944820542077	-0.152088976894908	-0.385452582646945	0.159739553141416	-0.0371517162133263	0.0959635216416214	-0.000889654736350493	0.00878266427625629	-0.031105778102334	-0.0754760893279307	-0.0985967383143337	0.177299992102544	0.198501356814533	-0.023635419135804	0.366396435221191	-0.147871968298654	-0.062634957663366	-0.172824060977556	-0.212899454516149	-0.0191057859104223	0.112990548660619	0.684326301452081	0.653001419539725	-1.09867935554251	-0.116823798146147	-0.205425213130807	-0.0834229561187039	-0.141185882998924	-0.112636884916818	-0.152249563501414	-0.0834491194550261	-0.104614231084153	-0.0329851431054778	0.0910402074553342
R	0.0778098385385723	-0.0150195364728947	0.114340534452227	0.187515984527451	-0.125399257511406	-0.0643234657953797	-0.0558843495959879	-0.00519142198037565	0.00480949453565722	-0.137983210091433	-0.0885691981087431	-0.0147176738312852	0.0151367193297651	-0.0431035793119835	-0.0574435437484366	0.0238068261071462	0.0596853329922049	0.238164805322012	-0.340343353921539	-0.396432659013022	0.62556842307967	-0.0350384642965517	-0.144031344819199	0.027159557523519	0.147025789649147	0.00527616259144358	0.00322711799993099	-0.0198024055984941	0.00847522575683244	-0.0477114502012039	-0.0280934560265531	-0.0814358653682732	-0.132777337999059	-0.00366409530140477	0.152315253264357	0.0472846500509182	0.0209457119232384	-0.0353910227981369	-0.0194246194419348	0.0328181552336886	0.0979206525427525	-0.306257939659635	-0.189765205641985	-0.010285565346845	-0.118679098776485	-0.0275500022049998	0.0271861340768762	-0.151384377298338	-0.0251264029566774	-0.0438440704247791	0.070742298851511	-0.259342216241313	-0.0923520790001868	-0.375324445201517	-0.141719915543322	0.314217530844056	-0.0516078641527417	0.566190428516722	-0.210048648781878	0.111395130524667	-0.0341467966741872	0.324705142611976	-0.0299981437452565	-0.09622683908262
S	-0.103916887064881	-0.215612222424136	-0.108922628583239	-0.304147234503255	-0.0267448864719708	-0.0305437542893468	-0.0376023509480948	0.0648594494296455	-0.0099898684053736	-0.0756875826293879	-0.0396085183331055	0.0333183756110576	-0.046520493371386	-0.0481044678113359	0.0317013033671607	-0.0193373064905558	-0.0211020158519576	0.203046768162743	0.294586643447034	-0.018349826504986	-0.06734177500984	0.00384871189756562	0.224064825744139	0.0766993597116318	-0.141699392295669	0.0831736279220667	0.0126762650228533	-0.011196673819692	-0.0158827770952746	0.0718743186593063	0.0662924919416874	0.00688475948032748	-0.11074683488483	-0.111307734114414	-0.0618582706405693	-0.0764441070324452	0.00931104425809662	-0.113034164045756	0.0925526930215821	0.0401446997398507	-0.0654826648103832	-0.00764239964955466	-0.0893824943011222	0.0248197979064744	-0.154146402261944	-0.155638777593162	0.046803850178946	0.0147907693797594	-0.183216231519507	-0.0613268578331189	-0.0751509948749183	-0.406249616481123	-0.106339889349164	-0.0368760982778265	-0.0230373241295006	0.0312849992353379	-0.00768157158283289	0.0669373388559418	-0.035861389693113	-0.0209226612468824	-0.0704310072114085	-0.0221889625317187	0.0235817080644514	-0.0321369264103219
T	-0.229581275689709	-0.217095966499177	-0.200575752841935	-0.435233902816095	-0.059109841472306	-0.0631677736908125	-0.129458568129291	-0.023381120186999	-0.0034598787938137	-0.0146222157980936	-0.0618638049849504	0.0433887575344139	0.0436257342667989	0.0639667790336823	-0.0734259440357044	-0.0728571853206802	-0.206774408594208	-0.343849450652214	-0.277517206866207	-1.20367350738638	0.0930760802867178	-0.0138019320057626	0.0425112343574483	-0.175622148418865	-0.118957795916131	-0.0887457124002074	0.0431566588869198	-0.0485322427739299	0.0298055735360424	-0.0985561411707015	-0.169313209761659	-0.0975177432036558	0.0580247934138313	0.0113383605947446	-0.0083891276970413	0.0165560797124222	-0.0294405411631944	-0.0209384638857088	0.109096335807496	-0.043202853078954	-0.0130800657880785	-0.118920869837357	0.0796471351124084	0.107573466209068	0.0523449655998348	-0.190497409240795	-0.0891921886794653	0.109591154969006	-0.085432955170799	-0.112590576850603	-0.0587853349209922	-0.300295187524308	-0.185018973801817	-1.19375679852164	-0.0387328730642869	-0.0131893619752284	-0.0589351633682881	-0.0606483704479892	0.0445241920380327	0.00576851958935008	-0.0761433602838865	-0.117332347682819	0.083109895596278	0.209258471677026
V	-0.19661948330604	-0.13737951500938	-0.135508103869342	-0.365367681730888	-0.055664465481879	-0.0269101518974694	-0.0612527548334627	0.0931902710723839	0.0585849451813982	0.726268749077544	-0.0292430559903672	0.0660494234681501	0.0862156848400437	0.713978507232285	-0.0862610024221635	-0.117796036130725	-0.156512012497589	-0.317958231946429	-0.0726521896654212	0.00599321898505877	-0.313315329181934	-0.0570529966393022	-0.178992854016624	-0.00258785237551595	-0.104631733789283	-0.126141383980759	0.0985043910884561	-0.00212751900850294	-0.0433272623355039	0.0332792243904864	0.0192078872203059	-0.00964993429548669	0.0378668338241845	-0.0856083755274865	0.0619108170559897	-0.0182474847823668	0.057780323189222	-0.138511141078877	0.0605817736437269	-0.0491940140628082	-0.11765833349261	0.0266591808986189	-0.217015264579672	0.0512153115229061	-0.217052267662265	-0.150718000361174	0.0273821403869602	0.0562884264389183	0.00973894603896168	0.0524092601729339	-0.0260774615043272	-0.211551247228742	0.0345406122195172	0.011418814340511	0.0350159732455896	-0.0347360694474808	-0.0564069374280452	-0.0382581981755379	0.112844652173661	0.056843919911912	-0.0349288078623462	-0.0614165284555249	-0.0532492871401534	0.044035133205933
W	0.09701781411082	-0.251554047043012	-0.0860381887471659	-0.478847954668639	0.0577329494816601	-0.052815200019782	-0.15932625363729	-0.00126779966463379	0.0114302033088853	-0.180565943823226	-0.0552519103804179	-0.0328921294654676	0.121137636333069	-0.035840749529282	-0.0235320815268418	-0.0852655712945052	-0.190835600557946	-0.100422498767808	0.145780630491695	0.884778088994817	-0.697807242323903	-0.178102804856308	0.0321712288684523	0.0502297527811418	0.0574625110412636	-0.146354090508475	0.0116640000932612	-0.07727514935808	0.224173613495809	0.204357338694123	0.157595598602158	0.153891001191507	0.261895168921985	0.188738153911783	-0.111080744563418	0.0398993662783668	0.00968017397286027	0.00368046456199905	0.108383704324645	0.102469829203427	-0.0596532921923522	0.438761089069586	0.0201794769844875	-0.0629547827331183	0.148686594705678	0.400018627362348	0.0144856686955035	-0.018364898542421	-0.173957236507209	-0.13812412204688	-0.224019456397911	-0.481487986142165	-0.205272791841089	0.867369164074978	0.0618232675513025	-0.134294559976986	-0.052388962989101	-0.186392860135976	0.0812300141086802	0.0286350169912031	0.0603327861798892	-0.0969508925749641	-0.168648329491968	-0.256423129256823
Y	-0.250211445942164	-0.0127391936649575	-0.166129045076126	-0.311194188604472	0.0525024754734058	-0.0348331599445922	-0.11451587270485	-0.0348802139624733	-0.0402753612888256	-0.0771416218883865	0.0177295420289703	0.0119979379483093	-0.00884194603747213	-0.0866052768260585	-0.0434012602502492	-0.102978031822108	0.0822589206475734	0.312013941555338	0.598879625382102	-0.959536158113477	-0.207720893496289	-0.179421935243513	-0.198140653894025	-0.0208907638037824	-0.814089743934687	-0.610613799457034	0.0131115721351381	-0.114230769412919	0.0697002390242686	-0.0438359460170322	-0.0381647182998031	-0.116349349010451	-0.31964422691919	-0.167793725577281	-0.0544661561909635	0.156885760159353	-0.0161425442108943	0.0730015325426742	0.228413134231536	-0.0253755152484582	-0.114370840634694	-0.124744625817197	0.225656718380032	0.0885941825921135	-0.0296430634484337	-0.561286511564139	0.374529877237518	-0.0603718484394267	-0.193160825853459	0.0835653471326894	-0.288107395808973	-0.265203401000566	-0.231410777734166	-1.04147564873427	0.125497466086321	-0.119001333394203	-0.030507719612472	-0.106084369551339	0.0639021102160788	0.0785792719035856	-0.0696312619911233	-0.144099840855694	-0.00319682269013084	0.156079140002167
