geneName	HEK293_2h	HMECs_1h	HMECs_24h	MCF10A_2h	M231_1h	SUM159PT_1h	SUM159PT_24h
KIAA0753	0.519220806957892	-0.17932	-0.0491042	-1.01323	-0.336804	-0.248858	-0.19086
MT-CO3	0.103424916095664	-0.16176	-0.341624	-1.03123	0.32215	-0.700759	0.709317
RNF39	NA	-0.98457	1.33679	3.23674	-0.250742	2.21362	0.498211
DIO2	NA	1.92232	1.24368	3.40667	-0.57267	-0.786379	0.498211
LBH	NA	-0.0776796	-0.756322	4.55867	-1.25074	-1.10831	-0.686214
PLEKHO1	0.185266524004373	0.497823	-0.67386	-1.42622	-1.28822	1.66108	1.08317
NTN1	0.79960925042495	0.394502	0.184177	-0.348219	-1.25074	5.73718	0.498211
CMTM1	0.856828954212343	1.55975	-0.756322	1.82171	1.67126	0.213621	0.635714
MYH7	NA	-0.662642	0.82864	0.236744	1.97165	-2.69327	-3.40868
IL11	NA	0.0154298	0.506712	-1.76326	-1.15344	1.21362	0.498211
JAK3	NA	-0.662642	-0.17136	0.236744	-1.15121	3.21362	0.498211
MDFI	NA	-0.0469828	-0.468933	0.0847405	-2.25074	0.213621	0.305566
PDE8B	NA	0.337358	0.243678	0.236744	1.85359	-5.03431	-3.74972
FGF1	NA	-0.148069	0.85136	-1.76326	1.84879	1.21362	0.498211
RMDN2	NA	0.360078	0.197135	0.362274	1.08268	0.213621	0.305566
SEC16B	NA	1.11497	1.13676	0.236744	1.12777	-2.27181	-1.63672
H1-3	0.701977831650756	-0.192029	-0.305127	0.79416	-1.07994	-3.0604	-1.11019
BHLHE23	NA	0.337358	1.24368	0.236744	1.57238	-0.371342	-2.67171
HSD17B3	NA	-0.662642	-1.75632	0.236744	-2.49867	1.21362	1.49821
COX4I2	NA	-0.247605	0.980643	-0.178294	-2.42067	0.628658	-0.501789
RAMP2	NA	1.33736	1.24368	0.236744	2.11849	-0.371342	-1.08675
KRT34	NA	1.33736	0.658715	-3.25511	-2.25074	1.79858	-0.501789
ZBED3	NA	0.337358	0.243678	0.236744	-1.71017	-0.878302	-0.841639
GSTM1	NA	1.33736	1.82864	0.236744	-2.42067	-0.371342	-1.67171
ZFHX2	NA	-0.98457	-0.0782506	0.973709	-1.25074	0.436013	0.235177
TUBB2B	0.837326160372478	-0.662642	0.243678	0.236744	-1.64306	-0.371342	0.913248
CARF	NA	0.278464	1.21453	0.0992401	-1.19185	-0.201417	0.445744
MARCHF9	0.0785019621275218	-1.47	0.645776	-0.763256	-1.28049	0.346887	0.401996
TTC6	NA	1.33736	0.243678	0.236744	-1.44868	6.46155	2.49821
GPR161	0.89811221083252	0.223701	0.389108	-0.0764143	-1.29514	-0.0818353	-0.671714
SNRPG	0.951080979433314	-0.588642	-0.916787	1.48467	1.32041	-1.37134	0.0831735
AMT	NA	0.337358	1.24368	0.236744	-1.09874	1.0437	0.328286
VWA5B2	0.875110143262118	2.14471	0.82864	0.236744	2.33422	3.43601	-0.0867515
C1QTNF2	NA	-0.399608	-0.756322	0.615255	2.41222	1.21362	-0.501789
GFOD1	0.285187516296237	-0.148069	-0.341285	0.590381	-1.30519	0.0513492	-0.0119838
GLB1L2	0.344811577466903	0.16048	-0.0992102	0.153086	-2.42067	2.62866	1.7206
FEZF2	0.94483243908526	0.752395	1.75825	-0.927643	-1.27121	0.390498	-1.02535
ABI3BP	NA	-0.193157	1.40122	-0.632012	-1.02835	-0.000596176	-0.200047
C10orf90	NA	0.337358	0.243678	-0.395525	-2.42067	1.21362	1.08317
AFF2	NA	-0.314719	0.106174	0.0440985	-1.0581	-0.189379	0.582424
MX1	NA	-0.44025	0.359155	-0.0262908	-1.03315	1.77305	-0.290285
DNAH3	0.938425831061863	-1.2476	0.658715	0.236744	-2.25074	-0.593734	-0.309144
ESM1	NA	0.337358	0.243678	-1.50022	2.20869	1.21362	0.498211
CPLX4	NA	1.33736	0.243678	0.236744	-1.36622	-1.54127	-2.67171
SGSM1	NA	1.33736	1.24368	0.236744	2.1643	1.21362	0.498211
SCNN1B	NA	-0.800146	1.48469	-0.116739	-1.5462	-0.703466	1.36639
PWWP2B	0.792722946592531	0.288448	0.0647074	-1.8177	-1.0581	0.326095	0.266038
CFAP53	NA	-0.469997	0.243678	0.236744	-2.09874	-0.0435373	0.187282
SAA1	NA	-0.243984	0.549567	-0.205479	-1.04216	-0.342133	0.366597
BOK	NA	-0.340714	-0.830323	-0.256296	-1.05044	0.728194	0.150288
UMODL1	NA	-1.39961	-3.07825	0.236744	-2.01628	-3.59373	-0.221681
NAALADL2	NA	-0.363082	0.713163	0.397208	-1.3332	0.924114	-0.224255
AQP11	NA	-0.662642	0.82864	1.23674	2.33422	1.21362	1.08317
GPC5	NA	1.33736	2.82864	1.23674	1.11183	-1.10831	-0.238755
ABCA13	NA	0.528301	1.4524	0.973709	1.34894	-0.556898	-1.83621
GPR137C	NA	-0.148069	0.436323	-1.87873	1.53062	0.213621	-0.501789
PLAG1	0.652971348440072	0.211827	-0.0193569	0.973709	-1.00365	0.301083	1.30557
A3GALT2	NA	-0.247605	-1.34128	-0.763256	-2.42067	1.21362	0.498211
ZNF501	NA	-0.340714	0.243678	0.236744	-1.2101	-0.786379	-0.279397
KANK3	NA	-0.469997	0.108748	1.82171	2.4497	0.628658	-1.08675
FYB2	0.444829703990849	-0.662642	0.243678	0.236744	3.4497	1.21362	0.498211
TCF4	0.380445699633447	-0.194165	0.638154	0.767258	-2.8357	-0.48411	-0.147681
TRAJ4	NA	0.913859	1.61536	-0.763256	1.58215	-1.15835	-0.2333
PRR22	0.618772415455104	1.69993	-0.563677	1.82171	1.12272	2.00717	-0.601325
KRTAP2-3	NA	0.92232	-0.756322	-1.34822	-1.92881	1.21362	0.498211
OR14A2	NA	0.337358	-0.756322	0.236744	2.99719	1.21362	0.498211
SHLD3	0.327494548664626	-0.28413	0.00921226	-2.34822	1.17376	-0.873842	-0.267324
FNTB	NA	-0.778119	-0.8718	-0.763256	-1.66578	0.699047	-0.823717
PRSS22	NA	0.156786	-0.843785	-2.34822	-0.250742	6.16782	0.498211
CLK1	0.0711164678705024	-0.456383	-0.49137	0.907038	-0.442023	-1.0269	0.194071
NLRP2	NA	0.337358	1.24368	1.23674	-0.12918	6.43601	-1.08675
SLC39A9	0.691907774757049	-0.178939	-0.00575778	0.286842	0.0705259	-1.00471	-0.0830945
FLT4	0.254604498408301	1.33736	1.24368	0.236744	-0.250742	6.25801	1.49821
CDH1	NA	0.0443552	0.472928	0.236744	-0.126115	6.25028	-3.58925
RIPOR3	NA	0.337358	0.243678	0.236744	-0.665779	6.85748	0.498211
EPN3	NA	0.0214958	0.0747653	0.236744	-1.57267	6.42307	0.498211
ATP11B	0.720543736396276	-0.111707	0.20015	-0.586379	0.0069837	-1.00428	0.566673
CDH3	NA	0.0368108	0.391828	-0.528791	-0.26059	6.70547	1.82014
ATP2C2	NA	0.337358	1.82864	0.236744	-0.835704	6.46155	0.498211
ERBB3	NA	0.0694247	1.41632	2.19094	-0.49175	6.26528	-0.501789
SAR1A	0.930026359780662	-0.00829439	-0.444133	-0.0346786	0.106541	-1.00783	0.051902
PGR	NA	0.337358	0.243678	0.236744	0.12777	7.83933	-1.50179
GRHL2	NA	0.1169	-0.139954	0.236744	0.749258	6.31165	-1.50179
SEL1L3	0.96032365744531	0.0922454	0.52908	0.0953878	-0.350969	-1.02101	-0.0369985
ORC6	0.337309910979047	0.0624551	-0.759803	0.0975809	0.0188281	-1.01726	-0.618113
BLNK	NA	0.286732	2.47316	0.236744	-0.250742	6.0716	0.498211
MRPS18A	0.149080455910303	-0.0346109	-0.523876	0.412901	0.0301952	-1.01358	-0.819404
SNU13	0.226421841758524	-0.124562	-0.451902	0.409211	0.0131033	-1.00536	-0.483436
PLCB4	NA	0.448389	-0.727753	-0.296689	-0.79823	6.38355	0.498211
VWA8	0.744258587307642	0.161456	0.298749	-0.991284	0.0959788	-1.02419	-0.2356
QPRT	0.317230148133428	0.337358	1.65872	0.236744	-0.250742	6.12051	-0.501789
TJP3	NA	0.337358	1.24368	0.236744	-3.25074	6.14436	1.08317
AGR2	NA	0.521782	1.5916	1.23674	-0.279888	7.75019	-3.08675
CXCL12	NA	0.337358	0.243678	0.236744	-0.250742	6.46155	0.498211
DKK1	NA	0.0288921	-0.612276	-0.787828	-0.14588	6.30108	-0.724181
KRT23	NA	-0.606059	0.457802	0.236744	0.749258	6.58866	-0.501789
GLI1	NA	0.337358	0.243678	-0.763256	-0.113238	-1.02342	-0.45872
PRLR	NA	0.337358	0.243678	0.236744	-0.698201	6.1285	-2.08675
MLPH	NA	0.249131	-0.551503	-0.756801	-0.191584	6.69475	-1.08675
UCHL5	0.925926544534755	0.0457659	-0.277092	-0.0221747	0.160641	-1.00367	-0.288356
OLFML3	NA	0.185355	0.729104	-0.763256	0.0915815	6.58518	-1.82372
RPF1	0.38839646688085	0.0732584	-0.390011	-0.300125	0.143373	-1.00228	-0.163276
FBXO30	0.951725151919033	-0.258971	-0.464465	-0.624977	0.0945666	-1.02557	-0.114569
LIAS	0.509611928154725	0.168481	-0.263724	0.696175	-0.180352	-1.01601	-0.454903
RAB9A	0.648382706883781	-0.0263904	0.276282	1.00645	0.180598	-1.01367	0.191485
ARHGAP40	NA	-0.492717	1.37296	1.23674	-0.313752	6.38355	0.498211
SPDEF	NA	-1.66264	-0.756322	0.236744	-0.57267	6.0716	0.498211
NDUFA5	0.69229253135084	-0.0349751	-0.0582662	0.463813	0.14124	-1.02385	0.0187704
SNRPN	NA	-0.229683	0.64967	0.462036	0.111828	-1.0152	-0.207046
MYO5C	0.635202691822417	0.277237	0.183557	0.415081	-0.182517	6.73718	-0.501789
DUT	0.702502671123626	-0.111726	-0.347552	0.554944	0.0648848	-1.01512	-0.744527
RAB25	NA	-0.241728	0.373129	0.236744	-2.0581	6.85748	0.498211
GSTM3	0.874796714085388	-0.306498	-1.40018	0.236744	-0.0788461	8.64407	-0.501789
NARS1	0.747003409389286	0.0126757	-0.0424701	-0.122822	-0.0806988	-1.01582	-0.267036
WDR36	0.429383711619399	-0.070914	-0.572995	-0.891771	0.149131	-1.00792	-0.259005
SLC40A1	NA	1.33736	0.243678	0.236744	-0.250742	6.67305	1.49821
HNRNPD	0.875085238238833	-0.0347319	-0.200153	-0.491834	0.222413	-1.00653	-0.206792
PADI3	NA	-0.378849	-0.579445	0.0302927	0.164296	6.38355	0.498211
CRABP2	0.710039533850019	0.114965	1.7291	0.821706	-0.274989	6.59213	0.761245
OCIAD2	NA	-0.0325559	-0.144422	0.351386	-0.0261254	-1.02437	0.150288
ST14	NA	-0.0969632	0.392956	0.558672	0.0711863	6.30108	-1.50179
SAP18	0.578172341915319	-0.00605667	-0.31189	0.405197	0.0748008	-1.0166	-0.140402
SEC24D	0.994140322262609	-0.0158309	-0.0924378	-0.581545	-0.00715686	-1.01681	-0.237324
PLEKHG4B	NA	0.337358	1.82864	0.236744	0.334221	6.60594	0.498211
ATP5MJ	0.497395437724222	-0.0160459	-0.0814025	0.421168	0.121456	-1.00783	0.141054
SUPV3L1	0.861714410946883	-0.107427	-0.169398	0.0317619	0.216782	-1.01691	-0.100513
CHTOP	0.729720189664861	-0.0189703	-0.542516	-0.0928246	-0.0530257	-1.02205	-0.524795
LZTFL1	0.287005011873317	-0.0377869	0.250403	0.236744	-0.177921	-1.01787	0.137861
FZD6	0.89446091033588	-0.166233	0.135051	-0.27783	0.0804641	-1.00741	0.201171
CLDN3	NA	0.337358	0.243678	0.236744	-0.250742	6.92787	-0.501789
TRUB1	0.266097156217151	0.0925281	-0.341285	0.184276	0.0668548	-1.01977	-0.0722154
SPINT1	NA	0.0632813	0.0617508	-0.134094	-0.550302	6.42794	-2.50179
RAB8A	0.55228232669755	0.109669	-0.574184	0.302035	0.0537163	-1.00939	-0.232563
SPINT2	NA	0.0879245	-0.0137672	0.00541806	-0.103959	6.48041	-1.50179
HID1	NA	-0.0776796	1.94412	0.236744	-0.162611	6.59444	0.913248
EVPL	NA	0.0478513	1.22719	-0.763256	-0.179591	7.02098	-1.08675
NSMCE1	0.582814568122671	-0.0124813	0.295393	0.0852913	-0.15474	-1.02603	-0.180193
HINT1	0.299571314895797	-0.125089	-0.282267	-0.391288	0.200792	-1.01947	-0.0431403
SERPINA6	NA	0.337358	0.243678	0.236744	-0.250742	7.0338	-1.50179
CDC42BPG	NA	0.123954	0.453131	1.30087	-0.164327	6.30108	0.498211
KRT19	NA	-0.134355	1.03977	1.55867	-0.656955	6.94542	-2.30914
PPID	0.854388578859715	-0.0809847	-0.47253	-0.0830768	0.0755915	-1.00161	-0.185409
EIF1	0.840920237300532	0.153511	-0.824533	-0.593008	0.260182	-1.01932	-0.224369
DENND4A	0.506715973752274	-0.0230443	0.0789634	0.0867182	-0.050148	-1.01495	0.269636
RBIS	0.781478470122979	-0.0950826	-0.177601	-0.549853	0.193177	-1.00161	0.0593951
MTX3	0.249304519301139	0.178854	-0.114135	-0.137652	0.221934	-1.02201	-0.273761
NDUFV2	0.527405400064439	-0.0743049	-0.280096	0.161455	0.119432	-1.01803	-0.0421285
CA8	0.345070441129352	1.92232	0.243678	0.72217	-0.125211	6.0716	2.08317
BBS12	0.62363064424815	-0.14181	0.59048	0.236744	-0.484232	-1.00877	0.597747
PSMG1	0.752560880430677	-0.0294244	-0.390485	-0.107591	0.123394	-1.02227	-0.436141
TACSTD2	NA	0.0559367	0.560299	0.454519	-0.228489	6.10439	-1.08675
LRRC26	NA	0.337358	1.82864	0.236744	0.199061	6.46155	0.498211
TMPPE	NA	0.098571	-0.281414	-0.152028	0.281109	-1.0005	-0.552415
SDHAF3	0.54438407681552	0.246755	0.153075	0.755211	0.10658	-1.0005	0.132083
PLCG2	0.824366832611572	-0.153277	0.0786183	-0.178294	-0.116632	-1.00555	-0.755173
MAK16	0.341144718158304	-0.0970449	-0.415286	-1.60828	0.12455	-1.01748	-0.00820088
ZNF627	0.468295285709267	-0.280395	-0.325165	-0.293771	-0.494411	-1.01904	0.369887
CAPZA2	0.931391167094064	-0.186427	-0.274983	0.129297	0.211428	-1.0016	0.0960612
TSTD1	NA	0.0717678	0.489588	0.236744	-1.25074	6.62301	-0.501789
ARHGEF38	NA	0.337358	-0.756322	0.236744	-0.665779	6.3429	0.498211
ACAD11	0.629676787216073	-0.146676	0.305078	-0.145127	0.198869	-1.0237	-0.338982
ATXN7L3B	0.964555356644521	-0.00729027	0.207152	0.624814	-0.204938	-1.02245	-0.629797
TRIL	NA	1.33736	1.24368	0.236744	0.749258	6.12051	0.498211
HOMEZ	0.705009044818272	-0.0351963	0.273222	-0.910098	-0.119497	-1.02342	-0.153866
POLR2J	0.222695894495199	0.424821	-2.17136	0.236744	0.687858	2.21362	4.08317
TNFRSF12A	0.528497946890544	-0.169227	-0.815641	-0.495982	0.167323	0.74317	-1.08675
ARHGAP44	0.867210104411321	0.337358	1.82864	-0.178294	-0.418199	2.53555	2.66814
FAM184B	NA	-0.435232	-0.654443	0.236744	-1.01628	0.213621	2.66814
WSCD2	NA	0.337358	1.82864	0.236744	-0.250742	1.21362	3.66814
MID2	0.766168780448685	-0.268821	0.052536	0.324206	0.040598	2.53555	2.82014
MMP2	NA	-0.115609	0.217525	0.32972	0.749258	0.725334	-1.07254
NLRP1	0.828374070880965	-0.239699	0.654746	-0.248683	-0.0908866	-0.119803	-1.0528
SUSD2	NA	0.337358	1.24368	0.109632	-0.269767	-0.0369229	-1.02535
CENPM	0.322548514048584	-0.00212856	-0.710519	0.896668	0.288549	-0.616454	-1.0293
TOMM22	0.218706760040714	-0.216925	-0.595858	-0.116137	0.203689	-0.733268	-1.00354
RHBDD3	0.465020985868092	0.221881	0.00266942	0.226251	-0.495854	0.445794	-1.01964
POLE2	0.401508868069838	0.142761	-0.487233	0.282547	0.185357	-0.0528944	-1.01885
PCK2	0.882045657556481	-0.218653	1.10031	0.416191	-0.113783	-1.59594	-1.06489
RNF125	0.679588311823341	0.241143	-0.125556	0.0440985	-0.00973369	-4.1787	-1.08675
CRISPLD2	NA	0.489361	1.24368	-3.22269	0.575229	2.95059	1.80077
RNASEH2A	0.627614453754247	-0.157519	-0.378955	0.776554	0.0359627	-0.894254	-1.07639
ITGB8	NA	0.250141	0.465789	0.504224	0.42733	-0.201417	2.02177
PTPRZ1	0.470744678736978	0.00214048	0.48294	-1.76326	-0.250742	0.213621	2.61369
AREG	NA	-0.656112	-0.805849	-2.81034	0.141576	0.791794	-1.00768
PRPH2	NA	0.337358	0.243678	0.236744	-0.250742	1.21362	4.4051
DPYSL3	0.284030673995191	0.101575	-0.325379	0.0440985	0.251759	1.21362	2.49821
SERPINI2	NA	1.33736	1.24368	0.236744	-0.250742	1.21362	2.30557
FOXP1	NA	0.92232	0.82864	0.236744	-1.47313	1.21362	3.30557
CENPA	0.805907052216896	0.209808	-0.421138	0.781064	0.164296	-1.03574	-1.06968
ST3GAL5	0.473218761040882	0.219521	0.200609	0.141586	-0.332272	2.79858	2.95764
C1orf109	0.615935355373889	-0.0776796	-0.396427	-0.322684	0.25867	-1.15871	-1.00842
TEK	NA	2.65929	2.82864	0.236744	0.0387648	2.21362	3.30557
GLT8D2	0.954917885968728	0.165877	0.494221	-0.611253	-0.250742	-1.12742	-1.04928
TBX22	NA	1.33736	0.243678	1.82171	-1.25074	1.21362	2.66814
EEPD1	NA	-0.0776796	-0.341285	-0.27783	-0.411206	2.21362	2.66814
ZWINT	0.866615663198439	-0.0748233	-0.652106	0.586686	0.0302604	-0.269527	-1.02946
INHA	NA	-0.510639	-0.604319	-0.0851845	-0.987707	1.21362	1.89053
E2F8	0.984303776536457	-0.235827	-0.756322	0.0388042	0.252832	-0.0983234	-1.02786
DOHH	0.718826942072634	-0.0279266	-0.794797	-0.292724	0.0418657	-0.5377	-1.07254
NCAN	NA	1.50728	1.24368	-1.34822	0.749258	1.21362	3.49821
LSP1	NA	1.33736	1.24368	0.821706	-0.250742	1.21362	2.30557
GGT7	0.641839110635219	-0.71709	0.395681	-0.0262908	-0.321131	0.251095	-1.04928
KREMEN2	0.65241898503096	0.114965	1.13676	0.864775	-0.550302	2.62866	1.77123
CASP9	0.397202035241972	-0.140689	-0.0417247	0.392863	-0.0878032	-0.371342	-1.08675
TMOD1	0.701248491424348	-2.83257	-0.118893	0.0668186	0.749258	0.628658	2.17198
SLC5A6	0.634845162664689	-0.124428	-0.441941	-0.413199	0.478096	1.01974	-1.07814
COMMD4	0.663542367126308	-0.0843433	-0.251087	0.699948	-0.190021	-0.588348	-1.01996
GATA6	0.854055831088001	0.374833	-0.121607	-0.251756	-0.477018	-1.18168	-1.04561
COL6A2	0.318331772945628	0.92232	1.11815	0.0820536	-0.292655	0.231498	-1.05122
PRDM16	NA	0.867873	1.98064	0.236744	-1.47313	1.21362	5.45241
FAM124A	NA	1.33736	0.243678	0.236744	0.666796	-1.10831	2.98364
ITGAD	NA	-0.662642	-0.756322	0.236744	-2.57267	1.21362	3.66814
PPP1R35	0.366861816222489	-0.567783	-0.139042	0.0171772	-0.274989	-0.29227	-1.06657
DBF4B	0.337189563935603	0.337358	-0.161579	0.236744	-0.0100175	-0.171043	-1.05638
GBP2	NA	0.474861	2.20715	-0.829752	-0.568482	1.28517	1.98189
HPGD	NA	-2.2476	-0.341285	-1.34822	0.42733	0.991228	2.49821
RPS14	0.651101183242423	0.017056	-0.866746	-0.704363	0.254731	-0.378494	-1.00411
SKA3	0.568602969576264	0.289448	-0.692507	0.495831	0.331406	-1.03085	-1.00602
CDK2AP2	0.248684743040646	0.274164	-0.300643	0.751317	0.0187766	-0.705459	-1.05248
REPS2	NA	0.685281	0.591601	0.851453	-0.987707	2.53555	2.58567
HSD17B13	NA	-0.662642	-0.756322	0.236744	-0.113238	0.213621	2.49821
IRX1	NA	0.350454	0.0960529	1.98786	-0.250742	2.79858	2.37268
CDCA4	0.195064090264146	-0.222601	-0.675879	-0.6095	0.115839	-1.34774	-1.05044
CCDC96	0.590955051381624	0.152933	0.554018	-1.34822	-0.807135	1.79858	3.19865
GMPPB	0.990603181825797	0.00245751	-0.659988	0.22487	-0.0156383	0.13962	-1.08225
ZNF497	NA	0.167433	1.39568	0.914816	0.749258	-0.443492	-1.05199
GPR156	NA	2.65929	1.24368	0.236744	-0.902818	2.79858	3.30557
C18orf32	0.761459632238457	-0.219035	0.506712	0.0847405	0.0711863	0.628658	2.1227
ALOX15B	NA	0.0307821	0.978692	0.120379	-0.835704	2.06162	2.26375
HHIPL1	NA	-0.662642	-0.17136	0.236744	-0.051433	-0.371342	2.37268
COL18A1	0.865238254908865	0.0673328	0.557739	-0.255653	-0.261713	1.56592	-1.08675
TNFAIP8L3	NA	-0.177215	0.565606	-0.955901	-1.8357	0.991228	1.93878
COA3	0.352262553954862	-0.0127409	0.127536	0.382822	-0.198814	-1.37706	-1.02535
WT1	0.753794618771245	1.07432	-0.341285	0.236744	0.486224	1.21362	3.66814
RAD51D	0.49281723121388	0.190517	0.0968361	0.236744	0.139718	-0.99283	-1.01636
CYP4F12	NA	0.337358	1.62219	-0.763256	-0.250742	-1.69327	2.06705
CYP4X1	0.860734552560444	-0.662642	1.56561	0.0668186	-0.250742	2.45463	2.06115
GPR141	NA	-0.247605	3.05103	0.236744	0.749258	0.213621	3.35619
C19orf54	0.810434868862562	0.179817	-0.029341	-0.137652	0.213205	-0.437144	-1.06849
TOGARAM2	NA	-0.0776796	1.05103	-1.34822	2.74926	1.21362	1.89053
ZNF695	NA	1.33736	0.658715	0.821706	-0.287268	1.74414	1.78772
HYLS1	0.711259695945631	0.489361	-0.174175	0.821706	0.0103677	0.58357	-1.00059
CENPW	0.684675074711754	-0.135524	-0.273598	0.0923537	0.410456	-1.76574	-1.03369
GSTM2	0.473465473822419	1.33736	0.243678	0.236744	-1.25074	4.12051	2.30557
HAUS7	0.956073730362943	0.0595769	-0.523488	0.0923537	-0.00472336	-0.49593	-1.03577
NDUFAF8	0.0643705590040811	-0.103215	-0.441314	0.854496	0.151696	-0.709758	-1.03522
CRCP	0.686079344686638	-0.325607	-0.756322	0.284049	-0.008769	-0.541267	-1.08675
NAA80	0.447861218084348	-0.399608	-0.114776	0.88882	0.0768329	-0.758365	-1.00429
CHCHD10	0.478893283072503	-0.221132	0.18923	0.178089	0.290499	-1.13945	-1.01416
INAFM1	NA	0.79679	1.15057	1.12983	-0.835704	-0.593734	-1.04611
PECAM1	NA	0.337358	1.82864	-0.0944623	0.749258	-0.786379	2.08317
ENSG00000271254	NA	0.752395	0.118147	1.45914	-0.402745	1.83029	1.83925
LENG9	0.46979842452269	-0.193157	-0.582293	-2.37207	-0.366219	-0.0494138	-1.08675
H4C5	0.566512134893806	-0.0340353	-0.375116	1.1285	-0.466875	-2.5207	-1.0613
MKKS	0.818339117563703	-0.583208	0.0703459	0.452472	-0.211571	-0.786379	0.0342639
ENSG00000288654	NA	0.337358	-0.393752	1.34366	-0.148862	-2.4588	-1.00429
