geneName	MCF10A_EtOH_4h	MCF10A_TAM_4h	Hela_6h	Hela_9h	MCF7_48h	T47D_48h	Hs578t_48h	MDAMB231_48h
BTN2A2	1.07098498259919	0.435868268543064	1.56286	3.21226	-0.192272	-0.192615	1.46231	-0.433386
SIRT5	0.686481762638919	0.757111050635654	0.190218	1.90671	-0.136989	0.508971	0.562478	-0.178813
KLHDC3	-0.24057032822084	0.262570663285632	-0.856626	-1.73354	-0.116428	-0.21036	0.299563	-0.00888775
RUNX2	0.994378364640183	0.513737070451978	1.44482	2.51655	0.13355	-0.212015	1.20493	0.156578
RAB17	0.8803655681893	0.693892314724837	2.36742	3.44516	-1.68977	0.355173	-1.62515	-0.515848
SH3TC1	-0.181610916484096	0.696232128680617	1.40385	2.23603	-0.969879	0.632707	-0.0401867	-2.10081
BBS2	0.434066044869263	0.3126720142176	0.838008	1.56374	0.826587	-0.098726	-0.762653	0.0284728
MT1G	0.434938677072493	0.246435552345598	2.73597	3.55682	-0.384917	0.632707	-0.625149	1.48415
HROB	-0.121980823876836	0.233940797568088	0.853425	1.76639	-0.799954	-1.00075	1.74408	1.26656
IRF1	0.270445089316478	0.00201314131545098	0.823016	2.45182	0.901965	1.54524	1.65631	0.344427
GRK4	0.388128258240689	0.817446888951217	0.886391	3.99743	-0.969879	0.118134	-0.625149	-0.10081
MIF4GD	-0.326820139200093	0.641006007800316	1.25979	1.76503	-0.508065	-0.276145	0.866704	0.287755
C3	0.118129058275613	0.00300275671363516	-0.815361	1.88649	1.35205	0.230269	-2.97879	-0.416312
FOSB	-0.562632135338657	0.398205939125159	2.62607	4.45565	0.615083	1.21767	1.49033	2.06911
SNRPD2	-0.304271109453808	0.000158332726806947	-0.0569507	-1.67282	-0.440812	-0.0870094	0.771456	0.0344686
SDCBP2	0.875221056934885	0.206798542457551	2.25188	3.13737	0.785008	1.21767	2.69678	-0.515848
CD93	NA	NA	2.96452	4.74114	-0.384917	0.632707	-0.625149	0.484152
NKX2-4	NA	NA	2.2933	3.30285	-0.384917	0.632707	-0.625149	0.484152
OVOL2	-1.03147309782824	0.758229462732067	3.09951	3.91662	-0.317802	-0.162473	0.959813	2.06911
PCSK2	NA	NA	2.56337	3.73995	-0.384917	0.632707	-0.625149	0.484152
BFSP1	0.862310808238443	0.631663629288682	1.6054	2.39321	1.4065	1.37895	-1.62515	0.323688
MGME1	0.0870453537457523	0.654580349940903	0.874453	1.49557	-0.0353322	-0.0165833	0.769989	1.36006
FAM110A	1.01875901944467	0.871758081004177	1.47511	2.28953	-0.908479	-0.212965	-1.40276	-0.717482
MMP24	NA	NA	1.20973	2.92257	0.200046	-0.367293	1.95981	2.06911
ID1	0.0839142558536387	0.885408341226277	-0.497028	1.89153	-0.325538	0.493432	-2.27915	-0.971439
MMP24OS	0.211540020318762	0.729028493199695	0.768292	2.33125	0.878118	0.410314	0.374851	-0.591136
MCF2L	NA	NA	1.26465	2.07769	-0.269439	0.0961614	-3.21011	-0.281382
NR1D1	-0.852415507874648	0.95956712765105	0.952878	1.68029	-1.26627	-1.10923	3.16145	0.350886
TSKS	NA	NA	2.72526	4.07017	-0.384917	0.632707	-0.625149	0.484152
EDN2	0.216908102948645	NA	1.56585	3.00715	0.615083	1.04774	-3.79507	-0.515848
BCL11B	0.489567614245336	0.00672619942957574	1.88374	3.47385	-0.121882	1.21767	-2.62515	-0.515848
COX7C	-0.0591631257770652	0.273828292391635	-0.131102	-1.89647	-0.183501	0.268474	0.182206	0.279038
TRAF2	-0.104436628654544	0.480340670894529	0.950342	1.47281	0.0413481	-0.540625	0.976024	0.558153
IL22	NA	NA	2.82762	4.08461	-0.384917	0.632707	-0.625149	0.484152
TMEM175	0.161088927516286	0.586969137764905	0.229165	2.11026	-0.561794	0.285244	-1.04784	-1.16135
AUNIP	0.0393409323243466	0.398375950200763	0.852054	1.50344	0.0688013	0.141318	0.0338139	0.249687
FBXL12	0.586548954448499	0.976861674878662	1.37534	2.27207	-0.0629885	0.252103	1.04908	0.377237
KLF2	1.83899111642735	0.0509752564441056	1.4225	2.5518	-0.384917	0.217669	0.733932	-1.49857
PKMYT1	0.311780931806398	0.748087306773283	0.40509	1.28085	-0.763428	-1.41062	-0.747716	-0.944691
WFIKKN1	NA	NA	2.80101	3.63106	-0.384917	0.632707	-0.625149	0.484152
KDM4B	0.491337825050695	0.890223741208211	0.960246	1.65172	0.595455	0.156148	0.604333	-0.427038
TNFRSF19	NA	NA	2.25432	2.70808	-0.89949	0.632707	-1.27151	-1.51585
AKAP9	0.44309706625085	0.00303063679657814	1.55694	1.61898	0.226634	0.162929	-0.841773	-1.04765
RBM48	1.06063242850392	0.435438088442439	1.08372	1.87783	0.0774266	-0.0111495	1.31345	1.22112
ZFP36	0.483075576912816	0.700021491424496	1.33737	3.38597	0.0646093	-0.878794	2.17186	0.518918
DGCR6L	0.230824495572622	0.946784641577639	1.80328	2.87684	-0.612327	0.681616	1.72535	0.314227
MGAT3	NA	NA	2.93042	4.13106	-0.384917	0.632707	-0.625149	0.484152
RIBC2	-3.2660986807472	0.26203861390382	1.9831	3.57576	0.585937	-0.617837	-0.53204	0.998725
CPA4	-1.83275749388353	NA	0.925887	1.30824	0.615083	-0.367293	-1.58143	-0.989779
SMO	NA	NA	0.281001	7.09113	-0.384917	-0.329819	-0.947077	0.484152
HOXD13	NA	NA	2.99707	3.94096	0.615083	0.0477442	-0.139722	2.06911
WDFY4	NA	0.116981013894093	2.093	3.45737	-0.384917	0.632707	-0.625149	0.484152
MYOD1	NA	NA	2.89084	4.07982	-0.384917	0.632707	-0.625149	0.484152
KCNC1	NA	NA	2.17162	3.84956	-0.384917	0.632707	-0.625149	0.484152
E2F8	-0.644908515471953	0.204163167180369	0.798092	1.69198	-0.616242	-0.642928	-1.06125	-0.0304209
MTUS1	0.638217240258377	0.365645128249459	0.580073	1.92149	0.449497	0.454001	-3.01747	0.676797
KLK14	NA	NA	3.04	3.76566	-0.384917	0.632707	1.37485	0.484152
MAP7D3	0.154464486728547	0.752361334686676	1.3476	2.23828	0.585336	0.632707	-0.0198189	-0.523342
ASH2L	0.340434127631129	0.785886255364493	1.1514	1.48733	-0.221978	-0.633132	-0.545715	-0.569486
CHRNA10	NA	NA	2.15639	3.21423	-0.384917	0.632707	-0.625149	0.484152
SHC2	NA	NA	2.67994	3.87826	0.615083	1.04774	-0.625149	-0.10081
PLPPR3	NA	NA	0.789056	2.67721	1.20005	-1.45938	-2.62515	-0.363845
KCNA5	NA	NA	2.49821	4.04237	-0.384917	0.632707	-0.625149	0.484152
NXNL2	NA	NA	2.6103	3.09368	0.615083	-2.36729	-0.0401867	1.48415
TSPAN16	NA	NA	3.42897	3.91175	-0.384917	0.632707	-0.625149	0.484152
LRCH2	NA	NA	2.67027	3.51746	1.42244	0.525792	1.55542	1.95128
DPP6	NA	NA	2.38547	3.75628	-0.384917	-0.689221	1.95981	3.48415
ACSBG2	NA	NA	2.96638	3.83886	-0.384917	0.217669	-0.625149	0.484152
PXDN	-0.0622991847436471	0.840187481464119	0.586442	1.37121	0.209827	0.517501	-0.0982933	-0.674666
PGPEP1	-0.129692123245305	0.124501046522419	2.11666	2.49174	0.601663	-0.451358	1.74408	0.282518
IQCN	NA	NA	2.7907	4.72935	-0.384917	-0.367293	-0.625149	0.484152
TRPM4	0.254948236976947	0.535968386416066	1.48696	1.97512	0.00295068	-0.294291	-0.608275	-0.634492
OLFM1	NA	NA	-1.25687	-1.25841	0.210462	-1.00278	-1.62515	-0.323203
GATA5	NA	NA	2.44978	3.80786	0.615083	-0.267758	0.374851	-0.515848
LRP3	-2.13820538613223	0.437301690343638	-1.56461	2.15688	-0.542458	0.0656661	-0.528934	-0.515848
PKDREJ	NA	NA	1.98376	3.30764	-0.384917	0.632707	-0.625149	0.484152
AKAP12	0.944810359504448	0.0108636235187026	-0.020125	1.9191	-0.58655	-1.54388	-2.0571	-1.14034
SYNE1	1.00998716994315	0.765885651723884	0.381515	2.11988	-0.194814	0.382728	1.22474	-1.00756
ARHGEF9	0.386671177512424	0.58357010444389	1.11589	2.35571	-0.178466	0.426256	-1.08458	-0.515848
GFAP	NA	0.027409615838418	1.53426	3.31602	-0.384917	1.63271	-0.625149	-2.21629
CHMP1A	0.113032327125846	0.874754492536461	1.39991	1.26983	-0.303318	-0.0552399	1.7043	0.307995
COX7B	-0.241976258345145	0.10811242714168	-0.716002	-1.98799	-0.474671	-0.981584	0.0804034	-0.275897
RAB11FIP4	0.998583888069123	0.440073298894169	1.43011	3.20955	0.0114363	-0.863494	-0.00366083	0.484152
RFTN1	-0.366992309575254	0.716155764779687	1.73509	2.62674	0.0301209	-0.367293	-0.723927	0.0641485
PDLIM4	0.517070006182905	0.0928293784527332	2.98845	4.00986	-0.384917	0.632707	1.71079	-0.515848
RPL27	-0.519781466436897	0.172219518995922	0.00662216	-1.68425	0.383137	-0.381918	-0.00761885	0.739703
TMEM204	NA	NA	2.40791	3.80705	-0.384917	0.632707	1.21135	0.484152
NINJ1	0.347134098259449	0.137165346750519	1.54967	1.78566	0.439512	0.752446	0.457313	-0.413968
MAP1B	0.906358437742986	0.184704007736451	1.23563	2.30877	0.261974	2.95463	-1.05662	-0.17323
RRP8	-0.0584725718147137	0.959170152055886	0.664147	1.75898	0.245134	0.021272	1.39722	1.2747
RGS22	NA	NA	2.44047	3.58101	-0.384917	0.632707	-0.625149	0.484152
HSPA12B	NA	NA	2.82739	4.23002	-1.38492	0.632707	-0.625149	1.48415
BTBD3	-0.356547835237266	0.0541372760680022	0.734722	1.34678	0.0102213	-0.0984765	1.00712	0.133655
RIN2	-0.356883055399203	0.26851871512875	0.85573	2.65892	0.673977	-1.03472	0.185026	-0.208114
ATP1A4	NA	NA	2.64599	3.59892	-0.384917	0.632707	-0.625149	0.484152
HAPLN2	NA	NA	2.37974	3.98992	-0.384917	1.21767	-0.625149	0.484152
MUTYH	NA	NA	2.50878	3.58807	-1.12188	0.632707	-0.625149	0.484152
ZBED3	0.562889826301271	0.915606807139871	1.56511	2.30127	-1.96988	1.14728	1.31345	0.484152
ANGPTL3	NA	NA	2.80319	3.35685	-0.384917	0.632707	-0.625149	0.484152
ZMYM5	1.30147974891644	0.225234866778633	1.67724	2.1429	0.29861	0.44508	2.41047	1.03164
PDE6B	NA	NA	2.53271	3.08792	-0.384917	0.0801657	-0.625149	0.484152
PLAAT2	NA	NA	3.0236	3.86064	-1.38492	0.632707	-2.21011	-1.10081
LARGE1	-0.473502876711032	0.642998352152977	1.72625	3.38273	-0.172613	-1.02074	-0.966186	2.06911
ACTR3B	0.178286395487834	0.944268834638999	0.649665	1.8626	-0.006405	0.596181	1.01228	1.06911
LRRIQ1	-1.43369042446328	0.36557594764957	2.26177	2.84003	-0.384917	0.632707	-0.625149	1.48415
AMPD3	0.236928440311056	0.0240842825389966	1.08369	2.80977	-0.214992	0.632707	0.696779	-1.13252
ELP3	0.447790728061429	0.225294622847042	1.46547	1.54628	-0.407548	0.265126	0.264797	0.0511929
PEBP4	NA	NA	2.90294	3.33271	-0.384917	-0.367293	-0.625149	0.484152
MEIS2	-0.373030723999911	0.0104012333041698	0.860253	2.26482	0.46308	1.14728	-0.238126	1.29151
SAA2	-0.127684840729861	0.207075150960238	2.83301	3.89672	-0.384917	0.632707	-0.625149	-0.515848
RAX	NA	NA	2.31992	3.8459	-0.384917	0.632707	-0.625149	0.484152
PUM1	0.17005425212295	0.518450029195497	1.29555	1.87099	0.325263	0.232327	1.35225	1.0154
HOOK1	-0.132909009331247	0.105486217682843	2.75042	3.9598	0.202448	-0.435668	-3.24964	-0.0683888
GGACT	-1.03285671061184	0.437023368376494	1.79167	2.90415	-2.38492	-0.21529	-0.0401867	0.484152
MSI1	NA	NA	2.41443	3.4737	0.0194736	-0.506357	-0.625149	0.484152
DTX1	NA	NA	2.43111	3.43633	-0.384917	1.63271	-0.625149	0.484152
ADGRB3	NA	NA	2.29969	3.79665	0.615083	0.632707	-0.625149	1.48415
SYNCRIP	-0.802833766519819	0.465627768156607	-0.172724	1.71031	0.0487366	0.272811	0.267936	0.194646
LMO2	1.75032223228098	0.321876460895129	2.49201	3.4753	-1.38492	0.632707	-2.21011	-0.19392
ZC3H10	-0.781951634855065	0.838363577990849	1.69142	2.17712	-0.4415	0.14728	0.374851	0.986653
OS9	-0.0927429821707594	0.324521272017627	0.848337	1.32827	-0.0580093	0.575124	0.0167157	-0.340163
MAP7	0.00546116577653558	0.724736741140655	1.26897	1.38997	0.117178	-0.118856	-1.71261	1.48415
HEY2	1.94851805747451	NA	2.33965	3.3516	-0.71676	-0.236049	-0.740626	0.484152
STX11	3.17875745001664	0.237592029546797	1.54394	2.76557	0.615083	0.632707	1.37485	2.22112
PRADC1	0.138379110478966	0.571517132048484	2.00554	2.34903	-0.153591	-0.130254	0.470008	-0.19392
DYSF	-0.448449237066447	0.324391913053941	1.68756	3.02354	0.837476	0.533171	0.637885	0.768882
AGT	NA	0.63865082106505	2.29423	3.44092	-1.96988	-0.952256	1.92665	-0.515848
RC3H1	1.10520390949775	0.00476913790377233	0.380793	1.36849	0.434511	0.105776	1.95088	-1.19392
GPR55	NA	NA	2.15093	3.74786	-0.384917	0.632707	-0.625149	0.484152
CHRND	NA	NA	2.67418	3.8135	-0.384917	0.632707	-0.625149	0.484152
CYP27A1	NA	NA	1.25678	3.30965	0.615083	-0.559938	-1.87891	-0.119919
STAB2	NA	NA	2.10719	3.27404	-0.384917	0.632707	-0.625149	0.484152
PLXNC1	0.211592308864788	0.364739793112474	0.441685	3.09776	-0.384917	-0.367293	0.374851	-2.39032
THSD1	0.706573305843951	0.297342907678458	2.81941	4.18898	-0.384917	0.632707	0.696779	-2.68577
RCBTB1	0.17277614528355	0.387920585213057	1.88418	2.37483	-0.384917	-0.125092	0.433744	-0.400371
ADAMTS7	-0.348300057175491	0.95066997374388	2.12381	3.11284	0.200046	-0.423147	-2.28811	-1.03042
KAT7	-0.366607843590745	0.27817672460914	1.2337	1.36629	-0.0608207	-0.478635	0.567496	0.911573
TANK	0.87091392875286	0.000365931334119766	0.345836	1.6645	-0.26756	-0.149113	-0.0922752	-1.02681
ZNG1B	-0.253702614321101	0.929139526593325	1.10199	2.28317	-0.614398	0.109145	0.753362	0.89919
UGGT1	-0.23510783685345	0.027323887539084	0.671874	1.65662	-0.173328	0.0626336	-1.85853	-0.623376
TXN	0.0715794834117064	0.171769417202876	-0.145441	-1.70871	-0.276723	-0.162691	0.56378	-0.130105
SLC2A8	-0.73667343941011	0.701555040783247	1.47643	1.98489	-0.278001	-0.765843	0.462314	-1.16792
ZFP37	-0.951327802074153	0.622575349310482	1.72645	2.21335	-0.384917	-0.231638	0.959813	-1.39032
ZNF189	-0.283304515917401	0.841152725328007	0.946991	1.95281	0.434511	0.472242	1.01871	0.80608
BAAT	NA	NA	2.82904	4.11378	-0.384917	0.632707	-0.625149	0.484152
KLC4	0.294239791861296	0.909631056968553	0.964107	1.74328	-0.321102	0.269508	-0.0174666	-0.890243
SLC22A23	-1.09194131641044	0.0295874889846788	1.33835	3.01504	-0.541036	-0.104259	-0.0881212	-1.10081
MDC1	0.159229000225783	0.867556779537263	0.224484	1.3482	0.167483	-1.35446	0.527554	0.901515
FHDC1	-0.899955330867934	0.677017654257454	2.28285	2.90959	0.299582	-0.0735621	-2.36211	2.06911
SLCO5A1	NA	0.171562548688114	2.08453	3.10373	-1.38492	1.63271	0.959813	-0.515848
CFAP300	0.208105318548679	0.38195760495939	2.02873	3.53277	0.10051	1.3819	2.49823	0.89919
ARHGAP20	NA	NA	3.18477	3.48135	-0.384917	0.632707	0.338325	2.65408
THBS1	0.0316246809276301	0.00573027324236075	0.710317	2.22619	-0.47232	0.270122	-0.535763	-1.01806
LRRC49	-1.36975973386143	0.630519137071065	0.000634723	1.70227	-0.384917	0.294837	-0.762653	0.484152
PAK6	-0.0147225600175137	0.169363925653344	2.54306	4.12231	-2.38492	-1.06773	-0.625149	-0.515848
PPM1B	0.146582217504227	0.847352099162976	1.05226	2.37601	0.0707629	0.817131	-1.17264	0.121582
SLC3A1	NA	NA	2.7372	3.81271	-0.384917	-0.367293	-0.625149	-0.515848
LOXL4	NA	NA	0.932395	2.44988	-0.870343	-0.367293	-0.0401867	-1.66523
DUSP5	0.600996650312315	0.0196140619005773	1.09647	4.57386	-0.829701	0.0403647	1.92505	0.517319
ADAMTS14	NA	NA	3.02899	4.23394	-0.384917	0.632707	-2.75068	-1.51585
BARD1	-0.028792847096398	0.372668237181533	1.80917	1.59537	-0.330725	-0.787693	0.111816	0.352908
SLC49A4	0.2289949464222	0.204037223020429	1.29052	1.71737	-0.0473353	0.451641	0.18519	-0.618941
MNS1	-0.00330653610978464	0.241450640821907	1.8524	3.42447	-0.86065	0.261451	-1.66077	0.130515
ARHGAP24	0.590987823794212	0.193537300237375	1.61522	2.86861	0.615083	-0.00472319	0.047686	1.73208
PDE5A	0.267124701494534	0.646055818443513	1.44507	2.29946	0.470693	-0.625091	-2.62515	1.48415
FBN2	0.0367604206511532	0.00723591270676893	0.499295	1.3945	-0.384917	0.632707	-2.67826	0.484152
TTLL8	NA	NA	1.66289	2.9998	-0.384917	0.632707	-0.625149	0.484152
ERP27	NA	NA	2.38003	4.19799	-0.969879	-0.367293	-2.21011	1.48415
TAPBPL	-0.0860813122398441	0.878652123718698	2.67814	3.26665	-0.497391	3.44006	1.64074	-0.293455
PIANP	NA	NA	2.58079	3.48801	-0.384917	-2.42619	-4.08458	0.484152
LRIG3	-0.323103888568504	0.765518872088348	0.722319	1.52251	0.2821	-0.591943	-1.06963	-0.190447
DUSP6	0.88224969697144	0.867173937820597	1.55431	4.18463	-1.09541	-0.537218	1.92152	0.659552
SNRPF	-0.320376804650388	5.04119811086536e-05	0.520324	-1.83214	0.151008	-0.180154	0.597243	0.133465
LNX2	0.976323419334093	0.541636700545061	0.355964	1.59312	-0.0384662	0.159455	0.660253	1.45501
BRCA2	0.587849156108748	0.0239317282176305	0.944148	2.35064	0.457255	-0.897808	-0.544659	0.825189
ZNF740	0.605075167660089	0.281731063034889	1.23478	1.5778	-0.714224	0.0351442	1.56248	0.577262
VPS33A	1.05401421494068	0.999292064373988	1.96918	2.07573	0.454619	0.418582	1.07529	0.0691148
VPS37B	0.402721366175606	0.68746066366141	1.23005	1.9109	-0.624104	0.251999	0.374851	0.767086
RNF113B	NA	NA	3.25774	4.41952	-0.384917	0.632707	-0.625149	0.484152
TTC6	NA	NA	1.898	3.60058	-0.763428	-1.1706	-0.625149	-0.515848
SYT16	NA	NA	2.32195	3.68635	-0.384917	0.632707	-1.90526	0.484152
ESR2	NA	NA	2.69714	4.22157	-0.384917	0.0477442	-0.625149	-0.10081
SLC25A47	NA	NA	2.32371	3.73464	-1.38492	0.632707	-0.625149	0.484152
DISP2	0.242893916179213	0.781029774682727	1.96746	3.92164	0.293155	1.07631	-0.625149	1.14506
PSTPIP1	NA	NA	2.32932	3.40648	-0.384917	0.632707	-0.625149	0.484152
MAN2C1	0.327055337897787	0.587008211629093	0.793519	2.02403	0.0301209	0.181011	-0.518234	-0.428385
ARRDC4	1.51630021770283	0.689318013091293	1.8598	2.54926	-0.0745765	0.995277	1.37485	1.40169
CYP11A1	NA	NA	2.32377	2.78571	-0.384917	0.632707	0.959813	-1.51585
BBS4	0.69822002777684	0.443509781485862	1.34209	1.89943	0.275597	0.310779	-0.059552	0.384617
CCDC33	NA	NA	2.34998	3.6507	-0.384917	0.632707	-0.625149	0.484152
FANCI	0.345569837970994	0.606359198762561	0.809822	1.31394	0.241312	-0.795919	-2.12414	0.0304343
RUSF1	0.0754477432930791	0.898122377120456	1.40651	1.76426	-0.877841	-0.180551	0.0714586	-1.28896
MARVELD3	-0.908924795363228	0.209809207196084	2.46822	4.07113	-0.09734	-0.0384882	-2.08458	-0.837776
CLEC18B	NA	NA	2.77288	3.99672	-0.384917	0.632707	-0.625149	0.484152
IRF8	NA	NA	2.7731	4.09427	-0.384917	0.632707	-0.625149	0.484152
GAS8	-0.391843839668289	0.264854439304762	1.69187	2.19315	-0.679202	0.0147938	-0.987719	-0.515848
KSR1	-0.533095576680901	0.505121496690436	0.0902055	1.48433	-0.384917	-0.104259	0.182206	-1.10081
DPEP3	NA	NA	2.97343	3.86626	-0.384917	0.632707	-0.625149	0.484152
UNC45B	NA	NA	2.84787	3.99045	-0.384917	1.21767	-0.625149	0.484152
ABCA8	1.8760888113439	0.949880190437279	1.41893	1.84266	0.615083	0.632707	-1.62515	0.484152
ADCYAP1	NA	NA	2.78641	3.78342	-0.384917	0.632707	0.959813	0.484152
GATA6	0.597046183519202	0.199375517654795	0.826729	2.01302	-0.43072	-0.583022	1.61189	0.716099
ZMYND15	0.620759076309586	0.490892534797536	2.18556	3.46868	-0.384917	1.04774	-0.625149	0.484152
ASGR1	NA	NA	2.15977	3.32805	-0.384917	-2.17465	-0.625149	1.62166
CARD14	NA	NA	0.730587	2.16459	-0.69979	-0.255648	0.959813	-0.837776
TBCD	0.355058846991564	0.750970954231976	0.584115	1.32248	0.264644	-0.898087	-0.932578	-1.03996
CBX8	-0.591478733009957	0.306917167204803	0.704396	1.73867	0.00587333	0.169735	0.880086	1.04603
ZNF750	0.0960708604810243	NA	2.35651	3.41328	-1.77723	-0.675416	-2.62515	1.48415
RETREG3	0.460516144304128	0.917591635528011	0.225512	1.47293	0.144703	0.0251366	0.767765	-0.545595
VAV1	1.42942588639442	0.000763125430463069	1.77808	2.01985	0.937011	0.296916	0.374851	1.48415
CCDC97	-0.0085181445872363	0.965362139696575	0.824211	1.72088	-0.00266906	0.608661	1.48338	1.00303
URB1	0.0595616874794093	0.674833621973607	0.584597	1.38713	0.479924	0.328966	0.366836	-0.26863
EMP3	-0.169289621485918	0.462318639070877	0.198438	-1.46965	0.200046	-2.62509	-0.26945	-0.144357
LMTK3	-0.927321489832193	0.722912993418984	0.918869	3.25465	0.343004	0.0226532	0.374851	0.368675
CACNG8	-1.80715003189277	0.143407079264771	1.62243	3.433	0.730561	0.821741	0.667633	1.5181
TM4SF5	NA	NA	3.0155	4.08126	-0.384917	0.632707	-0.625149	0.484152
GARIN5A	NA	NA	1.45365	2.93821	-0.384917	1.13521	-0.625149	-0.515848
MYOM3	NA	0.285012074285537	2.09783	3.29403	-0.384917	0.632707	-0.625149	0.484152
EVA1B	-1.43458353364796	0.253447340560051	0.875639	2.8172	0.878118	0.632707	-0.441703	1.48415
GPN2	0.102912422216518	0.967508788621923	1.50518	2.30571	0.0532045	0.610454	2.58045	0.733766
AZIN2	-1.16448831310098	0.871273755863365	1.29796	2.93043	0.615083	-2.01115	-0.625149	-1.83778
CYP4B1	2.0783699161786	0.0648983783944224	2.98957	3.60512	0.375413	1.63271	-3.71261	0.484152
ZNF697	1.7398500693529	0.0701269694761407	0.588753	2.39078	-0.006405	-0.492824	1.81226	1.64027
TBX19	NA	NA	2.24552	3.57356	0.615083	1.63271	0.374851	-0.515848
NECTIN4	-1.33891134902217	0.131248806807054	3.15296	3.79271	-0.848864	-0.35242	-2.91055	1.16222
TARS2	-0.0444360580067241	0.571481820711116	0.749788	1.3463	-0.315733	-0.264692	1.44	0.637104
ADAMTSL4	-0.122708740947342	0.414801942994238	1.58202	3.08827	1.20005	-0.330767	1.87735	-1.67339
MCL1	0.799866384425474	0.0284548915766594	0.664937	1.55279	0.118601	0.26637	1.9208	0.669475
DTL	0.254870222126179	0.378433094437024	1.14948	1.74863	1.01815	-0.525044	-0.190604	0.88067
EFNA3	NA	NA	2.76609	3.50849	-1.19227	-0.419132	-1.21011	1.48415
CEP170	1.03613599856069	0.705649493946636	0.556118	1.58314	1.10985	-0.29641	-0.904303	1.98165
FBXO28	0.0561899594848059	0.31880033966477	0.728113	1.53647	-0.544272	0.229239	2.14304	0.0804301
ASXL2	0.335423551767968	0.646359846946893	0.877974	1.87476	-0.0171848	0.2442	0.84263	1.2304
SFXN5	-0.705108079129325	0.914493248657582	1.00976	1.97372	-0.384917	-0.782331	-0.866157	-0.363845
SCN1A	NA	NA	2.6002	3.66928	-0.384917	0.632707	0.374851	0.484152
UNC80	NA	NA	1.59692	4.26712	-0.384917	0.632707	-0.625149	0.484152
KANSL1L	0.537567348302911	0.0655355267642619	1.06733	1.7957	0.508168	-0.801696	0.496841	0.484152
TRPM8	NA	NA	2.72065	3.77245	-0.384917	0.632707	0.959813	0.484152
ANKMY1	0.0962439267812079	0.741042613526394	1.36344	2.49099	-0.915431	0.51723	0.544776	-1.47004
IL17RD	0.432476655291914	0.203746547000656	1.73406	3.14621	1.20005	-1.36729	-0.210112	-1.58624
NFKBIZ	0.90608667218193	0.0535099389160188	1.04027	3.23377	-0.908479	0.352599	0.774781	-0.503775
COL8A1	-0.201564914317257	0.0140601267492401	0.618025	1.92102	-0.384917	0.632707	-2.33365	-1.13074
AMT	NA	NA	2.68976	3.98915	-0.384917	0.632707	-0.625149	0.484152
ILDR1	NA	NA	2.12579	3.25601	0.124097	1.18145	-1.94708	0.484152
MUC4	NA	NA	2.52645	3.6196	-0.384917	1.63271	0.374851	0.484152
PLAC8	-0.297770026124527	0.826053857414209	-0.245548	-1.97457	1.20005	1.21767	-0.625149	0.108941
TIFA	-0.00737471178631314	0.0149953614931067	0.860807	1.82101	-0.0530731	-0.275663	0.521692	1.37724
METTL14	0.611876981199237	0.916172147369076	0.934965	1.71548	0.177678	-0.0242419	0.389801	0.73208
MARCHF1	NA	NA	2.06004	3.53084	-0.384917	0.632707	0.959813	0.484152
CYP4V2	-0.297045674938313	0.552165648454032	1.57948	3.05364	1.06678	0.827523	1.41047	-1.2248
ROPN1L	NA	NA	3.12903	3.98291	0.615083	0.632707	0.959813	1.48415
RPL37	-0.633681967064828	0.0122782479625599	-0.0371149	-1.72667	0.904702	0.386269	0.996049	0.740468
UGT3A1	NA	NA	1.93451	3.1079	-0.384917	0.632707	0.374851	0.484152
PLK2	-0.0796849561768529	0.0210883887923883	1.27466	1.62348	0.58687	1.83238	-0.615096	0.729179
SSBP2	0.373157457840678	0.746621335560518	1.47811	2.68141	-0.304229	0.0147938	0.324225	1.01467
ADAMTS19	NA	NA	2.28607	3.43023	0.144633	2.44006	-1.62515	1.70654
ARHGAP26	1.1679078507526	0.284109965359239	0.500303	2.37627	-0.173413	-0.367293	1.01228	-1.14203
FBXO38	0.494382913095982	0.0153459076841219	0.635562	1.30077	-0.113845	0.0204122	-0.0539925	0.730313
PCYOX1L	-0.994078980088228	0.556932507486938	0.806841	2.42421	0.315523	-0.0617342	0.152458	-0.996974
TENM2	NA	0.699845505381608	1.46616	3.03414	-0.384917	-0.135623	-1.67578	0.747187
KCNMB1	NA	NA	2.96383	3.98605	-0.384917	0.632707	-0.139722	0.484152
KLHL3	NA	NA	1.64467	3.25427	-0.384917	0.632707	-0.625149	-0.515848
NFKBIE	0.32380038380773	0.612732760633385	-0.98941	2.11704	0.0439267	-0.449755	1.56388	-0.837776
WTAP	0.227300538531006	0.00215141349351103	0.879791	1.85577	0.0148864	0.261451	1.03981	-0.210221
CDCA5	-0.223987827706915	0.647173819584427	1.36594	1.60882	-0.590031	-1.3367	1.2667	0.298937
TRIM50	NA	NA	2.22098	3.73128	-0.384917	0.632707	-0.625149	0.484152
TAF1	-0.240477780831679	0.378426657280308	1.09201	1.79231	0.176127	0.373443	-0.18905	0.245365
SNX12	-0.392024982182342	0.122892432986441	-0.0838004	-2.41616	-0.32521	0.411383	-0.0544006	0.0460311
DOK2	NA	NA	2.48395	3.38912	-0.384917	0.632707	-0.625149	0.484152
CHMP7	-0.472655867873451	0.480838991087109	0.705895	1.86721	-0.166082	-0.0781291	0.304949	0.747187
ST18	0.21591372160409	NA	2.69196	4.78015	-0.384917	0.632707	-0.625149	0.484152
