geneName	HEK293_2h	HMECs_1h	HMECs_24h	MCF10A_2h	M231_1h	SUM159PT_1h	SUM159PT_24h
KANK1	NA	-0.0937178	-0.0983264	-1.14573	0.0214609	-0.28888	-0.40059
TESK1	0.446763980296724	0.337358	0.744107	-1.67015	0.0504277	0.786199	0.119699
SHB	NA	0.121629	0.0279488	-1.07692	-0.262968	0.572075	0.257203
CCNJ	0.854893475421331	-0.531398	-0.756322	-2.22269	0.182218	0.754189	-0.260781
GATA3	0.183449578012444	-0.0728302	0.221651	1.06456	0.313159	3.74514	-0.283149
EIF3A	0.647458380732506	0.0523642	-0.42221	-1.17231	0.0543476	-0.414151	-0.196498
TWNK	0.868626665210005	-0.364047	-0.588971	-1.70436	0.0587074	-0.416785	0.201229
ANKRD26	0.783765125212529	0.252073	0.0726625	-1.68609	-0.196051	0.0133219	0.834318
GTPBP4	0.78471409607527	-0.0414361	-0.690107	-1.18925	0.0723194	-0.393657	-0.257422
RPL28	0.264240471632235	-0.00927063	-0.93832	-2.4775	0.458448	-0.384472	-0.547716
FBXL20	0.987147029884822	0.337358	0.645776	1.23674	-0.166208	-1.34097	0.12154
DDX5	0.108381602400027	0.0555941	-0.537138	-1.4314	0.0562247	0.31298	0.292961
LUC7L3	0.124641578659234	0.0335585	-0.314617	-1.10012	0.0419616	0.0186888	0.516488
MMD	0.910995153626459	-0.193157	-0.8718	-1.03335	0.140449	-0.523345	-0.501789
WSB1	0.228246540879822	0.467238	-0.513172	1.41645	0.262612	-0.326254	0.198063
CHIC2	0.824327920323162	-0.170643	-0.209181	1.03511	0.0851932	0.213621	1.20448
NFKB1	0.58508118598853	0.0620102	-0.118309	-1.07692	0.072102	-0.234318	0.111898
AREG	NA	-0.656112	-0.805849	-2.81034	0.141576	0.791794	-1.00768
MANBA	0.819559269215625	0.138508	0.574248	-1.07181	0.0193474	0.0194172	-0.171888
GAB1	0.653590345207894	0.016838	0.0184646	1.42939	0.271824	0.270954	0.835652
CPE	0.239149993357771	-0.172503	0.861306	1.13721	0.41911	2.97443	-0.349786
RPL34	0.885983434511245	-0.168704	-0.862581	-1.42518	0.555271	0.0513492	-0.471415
SEPSECS	0.502938451696106	-0.300072	0.155141	1.5363	0.159891	-1.27496	-0.283149
FBXW7	0.124224269132361	0.119105	0.24012	1.46704	-0.00681621	0.636832	0.668136
KLF3	0.942225699526864	-0.275619	-0.0587311	1.31203	-0.020258	-0.682875	0.739219
SNX15	0.494144963045514	0.0795601	-0.0947387	1.33911	0.0273601	0.120511	-0.0643837
EHD1	0.266605111802789	0.105746	-0.950424	-1.34721	-0.0636803	0.866398	0.322004
PUS3	0.43996914012388	0.166425	-0.174049	-1.25264	0.398761	0.190901	-0.668899
RPS13	0.889918979096278	0.0531354	-0.898482	-1.45948	0.505121	-0.52474	-0.603118
CAPRIN2	0.524631532610406	-0.0645839	-0.467215	-1.17829	-0.239881	0.134765	0.711806
LTA4H	0.389620811881054	-0.0670324	-0.0318977	-1.0039	0.0441156	0.542243	0.0338782
CDKN1B	0.944027730455645	0.349533	0.0192459	2.97971	-0.285737	-0.751852	-0.0768019
CAND1	0.858325432127992	0.0164328	-0.23996	-1.02089	0.128004	-0.0689052	0.320978
NOP2	0.662029804250555	-0.0555568	-0.873712	-1.00476	0.00871273	-0.224232	-0.399476
ING4	0.952491206684138	-0.0707268	0.849399	1.23674	-0.137085	-0.503792	0.113781
NT5DC3	0.561305283000636	-0.05811	-0.624602	-1.5035	-0.145873	-0.322432	0.00480241
PPARD	0.518916161430933	0.0296905	-0.672799	-1.02629	-0.660133	0.918165	0.415749
SRSF3	0.351035202275424	-0.0750977	-0.628913	-1.02784	0.187216	-0.214061	-0.568783
CD83	0.964636541062949	0.259355	0.165675	-1.96489	0.141576	-1.00877	-0.0361255
RPS12	0.292705775831192	0.115551	-0.845104	-2.45357	0.695716	-0.00877184	0.134302
ZBTB24	0.917996645409747	0.398758	-0.0510657	-1.78118	0.271333	-0.181239	0.451752
HECA	0.494474579089678	-0.337547	0.162148	1.29119	0.0818335	0.550656	0.835246
TFEB	NA	-0.451963	0.225415	-1.67015	-0.0357289	-0.714029	0.00119617
BYSL	0.467230459723299	-0.0128749	-0.8301	-1.65761	0.0400219	-0.120798	-0.342962
FAM120B	0.652610062227899	0.0132781	0.0895228	-1.1828	0.0621005	-0.373241	0.0316432
SRF	0.989851103037021	-0.247605	0.306413	-1.86879	-0.179483	1.2953	0.115491
HMGCS1	0.00827624830709116	0.0917056	-0.406898	-1.89391	-0.180953	1.41917	0.845168
BRD8	0.23839824826827	0.133381	0.0261541	1.53042	0.037015	-0.512518	-0.236944
HMGCR	0.852939831187498	0.162384	-0.123093	-1.36442	0.10811	0.397897	0.487042
CCNG1	0.497106178694043	0.0585333	-0.427034	-1.22329	0.222311	0.538716	-0.0437994
BRIX1	0.829897402938257	-0.0228983	-0.647093	-1.63977	0.218485	-0.437144	0.0322556
SEC24A	0.925140448996071	-0.241936	-0.583695	-1.0835	0.0633035	0.181199	0.192885
RARS1	0.837075551567498	0.00119437	-0.407279	-1.01732	0.0895088	-0.172767	0.168771
WWC1	0.60222619049622	-0.110101	-0.227827	-1.36944	0.0133657	0.565093	0.179389
STC2	0.68530983593966	-0.651327	0.0623478	1.65531	-0.443387	-0.16787	-0.956529
DBN1	0.130927713224046	0.0454686	0.0665927	-1.19283	0.136957	-0.360773	-0.326635
BCL6	NA	-0.60778	0.545333	1.06963	-0.164233	-1.05381	0.243162
WNT5A	0.573403522118449	-0.155682	-0.360394	1.05566	0.0644604	0.190537	0.328286
HES1	0.694550436591073	-0.725968	0.0847739	1.23674	-0.261234	-1.49351	-0.151961
RPL24	0.420065193534462	0.0974071	-0.472114	-1.27516	0.287354	-0.171991	-0.210614
C3orf52	0.839343911881503	0.221881	-0.61546	-2.24868	0.345903	0.757941	-0.694434
PLSCR4	NA	-0.0252122	0.597314	1.5363	-0.178592	-0.378295	0.390228
KLHL24	0.899746149828749	-0.368911	0.975982	3.60758	-0.0191161	-0.885915	0.49355
EEF1B2	0.930674160920223	0.12246	-0.782318	-1.46546	0.666796	-0.537352	-0.937888
CCL20	NA	0.92232	0.243678	-3.39261	-0.250742	-1.78638	-0.179861
PCGF1	0.91802008458541	-0.27169	-0.350871	-1.36471	0.0435436	-0.855274	-0.586451
SPTBN1	0.107958477860758	0.0200865	0.19088	-2.07107	-0.0681896	-0.400111	0.175311
GALNT3	0.819194549436445	0.0131596	-0.470645	-1.02629	0.00922631	4.91406	-1.08675
WDR75	0.35556224618177	-0.0308399	-0.554479	-1.08955	0.260181	-0.560232	0.0103896
IL1R1	NA	0.391806	0.713163	-1.34822	0.234685	-0.215223	1.57838
FHL2	0.090647728017618	-0.0677913	-0.13414	-1.34637	-0.074723	0.667652	0.402904
ODC1	0.311766585023788	-0.133723	-0.303279	-1.32708	0.293249	0.1774	0.718899
SRSF7	0.79338827896562	0.0393501	-0.580178	-1.6587	0.0572805	-0.454102	-0.883852
WIPF1	NA	1.92232	0.243678	1.97371	0.140683	0.35801	0.547964
PNO1	0.854319415633748	-0.0965881	-0.480198	-1.14828	0.130687	-0.692512	-0.544858
LRRC42	0.643778096212241	0.0424357	-0.196176	-1.04787	-0.0545852	0.260487	0.324879
ERRFI1	0.609539534661977	-0.913338	-0.406925	-1.24348	-0.147174	-0.966085	0.748189
RRAGC	0.681112796374418	-0.0671654	0.0961899	1.14695	0.200893	-0.0795758	0.706319
RGS4	NA	-1.66264	-0.756322	-1.94768	0.603407	1.21362	0.498211
GBP3	NA	0.0335772	0.0484212	-1.08518	-0.0580967	1.21362	0.498211
BLZF1	0.738562591556257	0.0351122	-0.456762	-1.11006	-0.102741	-0.154111	0.0891722
FASTKD2	0.836636953541279	-0.0141145	-0.412117	-1.11174	0.130404	-0.896639	-0.109242
USP35	0.542249955966685	0.621811	0.350593	-1.50022	-0.00430389	-0.171043	-0.198397
AKAP7	0.547754301487966	0.450569	-0.0856301	2.45914	0.27282	-0.720491	-0.155793
STBD1	NA	-0.338752	-0.689208	-1.22459	0.26022	-0.830774	0.311798
CCNI	0.626081860121785	-0.561008	0.098956	-1.38745	-0.120485	0.381348	0.578915
HEATR1	0.842217635750593	0.0455318	-0.246276	-1.03989	0.102403	-0.151223	0.128706
NR4A3	NA	-1.2476	-1.34128	-4.01118	0.919183	-0.371342	-1.08675
IRF2BPL	0.549331149615622	-0.209895	0.386174	1.03658	-0.330031	0.0818763	0.902718
FAM98A	0.779907902981317	0.167236	-0.439753	-1.28228	0.125016	-0.160161	-0.276354
IFIT2	NA	0.462889	0.871709	3.93718	-0.0724325	-1.40529	0.616267
PANK3	0.500285854464093	-0.113304	-0.516939	-1.25004	0.289509	0.140158	0.66244
SOCS2	NA	0.230443	-1.10425	-2.67015	-0.0331504	-2.00877	-0.354948
PDLIM2	0.62864430299044	-0.244395	-0.578209	-1.23038	-0.184016	2.00212	-0.376258
SPOP	0.24490090337978	-0.105	0.0714086	1.01435	-0.0105381	-0.857667	-0.0957543
TBX2	0.506590739903419	1.33736	0.243678	-1.80765	1.62373	0.176146	1.19009
A1BG	0.246672196352018	-0.279313	0.578097	1.13721	-0.151206	0.386457	-0.376258
CRY2	0.387691931943213	-0.038509	0.0453488	-1.06992	-0.0633182	-0.0196931	-0.099867
POLR3GL	0.601068883419154	-0.265307	0.586565	1.09235	-0.124108	0.213621	0.938784
CXCR4	0.736397730591417	0.337358	0.243678	5.32421	-0.443387	2.21362	0.498211
UBL3	0.583592428664693	-0.437082	-0.319259	1.26322	0.0202195	-1.13033	0.66327
RPL5	0.744819105785752	0.00227382	-0.945161	-1.56992	0.250326	-0.52584	-0.322848
INHBA	NA	-0.800773	-0.638917	-3.27105	-0.987707	1.21362	0.498211
CHST3	NA	-0.247605	0.191448	-1.27094	-0.0682637	-0.764127	-0.187355
NR4A1	0.896332864050054	-0.247605	-0.341285	-3.46851	-0.395132	1.49741	0.498211
ATG101	0.90123784020506	0.070419	-0.599454	-1.02172	0.161806	-0.147935	-0.466685
AMD1	0.514093397792438	0.150811	-0.433617	-1.43985	0.295488	-0.037341	0.371578
RAB9A	0.648382706883781	-0.0263904	0.276282	1.00645	0.180598	-1.01367	0.191485
KCNJ2	NA	-0.314719	-1.21575	3.23674	-1.8357	-0.371342	-0.0867515
SDC4	0.974740365324502	-0.00822016	-0.165704	-1.77325	0.000727865	-0.650122	0.0252582
PARD6B	0.620484242651484	-0.627877	-0.828472	4.0441	-0.136099	0.827266	0.767028
ZNFX1	0.99161338545685	0.0457124	-0.359764	-1.21342	-0.0173903	0.131648	0.260874
SNAI1	NA	0.337358	2.24368	-1.03627	-0.186611	-0.593734	0.275819
BCAS4	NA	0.225937	0.173776	1.23674	-0.540248	1.2367	-0.549095
KCNK15	0.462423579586299	0.337358	1.94412	-2.22269	0.749258	-0.786379	-1.50179
MPHOSPH10	0.868602567853641	0.0877206	-0.286604	-1.26944	0.0279398	-0.326948	0.114098
LYPD3	NA	0.114965	0.846108	1.98792	-0.753242	4.85748	-0.501789
GRM4	NA	1.33736	2.56561	3.55867	0.749258	2.79858	0.498211
TRERF1	0.262676158677842	-0.172316	0.53084	1.00645	-0.093502	-0.65328	0.37035
XPO5	0.65771716382225	-0.0154126	-0.377529	-1.10355	0.120553	-0.588006	-0.461281
OARD1	0.890528824691814	-0.272183	0.365141	2.00228	0.298151	-0.822721	-0.175561
H2BC11	0.871477880165811	-0.0389761	-0.459645	1.11916	-0.0414615	-5.21666	-1.68521
SOX4	0.44030199763367	0.292689	0.16225	1.54909	-0.728789	-0.0785602	0.145909
RIOK1	0.637532171795729	0.0389182	-0.282391	-1.00426	0.065094	-0.467626	0.397684
EREG	NA	-0.955747	-0.97226	-1.03093	-0.485207	-1.28751	-0.662496
AHNAK	0.0912170405093171	-0.00112121	-0.0766718	-1.92208	0.0216425	0.233417	0.32002
SH3TC1	NA	-0.255382	-0.370009	-2.78809	-0.284294	-0.302503	-0.382146
EFNB2	0.257550913543623	0.25187	-0.128524	-1.87619	0.00577931	0.320536	1.15532
BMP4	NA	-0.622749	-0.769869	2.11121	0.0853074	2.43601	-1.08675
SOX9	0.525880007209144	-0.262782	-0.225292	-2.36812	-0.375368	1.67305	-1.50179
TNFSF9	NA	-0.0909764	-0.40211	1.66559	-0.281115	0.699047	-0.0163622
RPL23	0.672763043155341	0.0190797	-0.964418	-1.68941	0.459686	0.148315	-0.410486
ATG4C	0.643529795132358	-0.167115	-0.117204	1.06682	-0.00281428	-0.818801	-0.102871
FOSB	NA	1.01543	-0.270896	-2.68382	-0.0701695	3.79858	2.82014
STK35	0.496774270714228	-0.120115	-0.372994	1.03743	0.330806	-1.28888	-1.10383
BMP2	NA	-0.574105	-0.85065	-1.08518	-0.376273	0.798583	1.82014
FLRT3	NA	-0.00762884	0.41597	-2.15028	-0.0580967	-2.18327	0.0524112
ZNF436	0.523680128737236	0.0695856	0.421465	1.11121	-0.287579	-0.486819	0.328286
AHDC1	0.755495184539237	0.00967054	0.442059	-1.50968	-0.26101	0.430851	0.498211
ATG14	0.468395327887384	0.198381	0.651335	1.02816	0.173674	0.282883	0.361889
SIX1	0.675274808452195	0.0743235	0.658715	-2.63773	-0.195492	-1.24581	-0.65744
HSPA2	0.645326119437184	-0.124222	0.208912	-1.2413	-0.108723	2.53555	0.235177
TRMT5	0.569734481823717	-0.0555061	-0.281342	-1.3399	0.0557874	-0.741322	0.0597689
EVI2A	NA	-1.07768	0.0510324	1.6697	0.227156	1.21362	0.498211
HIVEP3	0.749793975480385	-0.0105654	0.895754	-2.46953	-0.449071	2.95059	1.23518
PPCS	0.859253008360147	0.374511	0.243678	1.12055	-0.155435	-0.729796	-0.359049
MACF1	0.966296006193705	0.0519347	0.430366	-1.02629	-0.0672741	-0.325798	0.230909
PTPN12	0.252368082075814	-0.0340742	-0.32265	-1.06377	-0.0126127	-0.701169	0.376154
ATF4	0.637673052536133	-0.275619	-0.335747	1.22332	-0.136139	-1.49265	0.364194
CDC42EP1	0.433815795824877	-0.211535	-0.406661	-1.9559	-0.130096	-0.875505	-1.20806
APOL2	0.732213456342148	-0.16354	-0.312716	-1.11892	-0.030616	-0.507578	-0.122058
KRT17	NA	0.0528093	0.391903	-2.64982	-0.698201	-0.604003	0.980711
HOXD1	NA	0.337358	0.243678	-1.31345	0.244023	1.21362	0.498211
PALLD	0.731384856928814	0.00968136	0.241294	-1.33346	-0.0675778	-0.205392	0.357369
SOX15	NA	-0.215183	-0.408399	2.23674	-0.0283494	1.21362	0.498211
MTUS1	0.861531055823221	0.0271895	0.462385	1.77018	0.0971815	3.12051	1.66814
PGAP6	0.453600705774751	-0.00144401	0.260356	-1.04336	0.0935226	1.66293	-0.558373
ZBTB46	0.499117497288734	0.337358	-0.493288	-2.45131	0.12777	2.43601	0.498211
SAMD10	0.236938132429734	-0.399608	0.243678	2.35222	-0.287268	0.406266	-0.724181
EIF2S3	0.131528331058075	-0.0508183	-0.413147	-2.10429	-0.0473597	-0.405039	-0.252847
SESN2	0.559016737509365	-0.0141145	0.319626	1.197	-0.176103	-1.20717	-0.0496384
ZNF331	0.180026283801214	-0.662642	-0.656787	1.13945	0.0804641	0.628658	-0.349786
EDA2R	0.422362588433536	-0.360079	-0.108624	1.08474	-0.250742	-1.04941	-0.501789
GFPT2	0.964322128655524	-0.832567	-0.118893	-1.66326	-0.435581	-1.02947	-0.409892
KRT34	NA	1.33736	0.658715	-3.25511	-2.25074	1.79858	-0.501789
TNS4	NA	0.0553588	-0.577332	-2.01677	0.234685	2.55466	0.346208
RARA	0.20486439469982	-0.313947	-0.486102	-1.01509	-0.688147	1.61472	0.87102
CHSY1	0.944290280972258	-0.631481	-0.103673	-2.06338	-0.532944	0.820278	0.168062
ZSWIM4	NA	0.0478513	-0.17136	1.36227	-0.889643	0.628658	0.212809
TRIM21	0.387225014540883	-0.0309258	-0.820453	-1.34822	-0.0372093	0.396485	0.13006
PER2	0.779246654864603	-0.0454393	-0.317037	-1.2272	0.174143	0.210285	0.145129
CARD6	0.360670619886696	-0.053432	-0.509683	1.20456	-0.036617	-0.988013	0.260051
PNISR	0.17138568516169	0.100635	-0.0497682	-1.16563	-0.139827	-0.0740155	0.310659
FIGNL1	0.143542357029088	0.00785659	-0.558964	-1.01017	0.301599	-0.166651	-0.592554
UTP3	0.539486906326128	0.0448709	-0.51054	-1.56699	0.193973	-0.193737	-0.0494384
TRIM47	NA	0.0389492	-0.0920444	-1.32562	-0.482915	-0.114801	-0.581713
KDM6B	0.480812779123764	-0.632268	0.253873	-1.17134	-0.306484	0.129852	-0.190256
NIP7	0.871087472921167	-0.0502464	-0.95293	-1.21845	0.0622238	-0.517563	-0.391402
VPS4A	0.908477977542299	-0.321605	-0.341285	1.06682	-0.051433	1.43601	1.23518
NXT1	0.192402331750283	-0.252454	-0.5661	-1.61368	0.0855416	-0.751614	-0.215485
POLR3F	0.91969966095256	-0.149303	-0.660903	-1.34822	-0.233601	-0.441731	-0.0196373
PPP1R3D	NA	-0.735398	-0.132471	1.34366	-0.888172	-0.134303	-1.30914
USPL1	0.169545540179493	-0.0776796	0.118147	-1.4584	-0.0593157	-0.255865	0.401535
TPT1	0.658349805071236	0.260419	0.0994533	-2.14852	-0.0955035	-0.861898	-0.293435
BTG1	0.79389997984055	-0.0473059	0.172904	2.55867	0.0391878	-1.04511	0.523116
C12orf29	0.911206152624203	-0.113557	-0.371982	-1.21392	0.284881	-0.341285	-0.148812
ATP13A3	0.891809268425643	-0.0489813	-0.321169	-1.49212	0.195386	0.908628	0.649744
TMEM254	0.598352229204591	0.0672687	0.377979	1.36603	0.58978	0.0480345	-0.384975
E2F5	0.636434469841773	-0.162213	-0.358987	-2.20383	0.04204	0.213621	0.018218
VHL	0.523764056304822	-0.00552981	-0.276853	1.05278	-0.276428	0.286471	0.433558
MEIS2	0.840958934959615	-0.166685	-0.23437	1.5363	-0.0530611	-0.523345	-0.141893
PSRC1	0.220291626417921	0.0154298	-0.404021	1.05388	-0.191346	-0.14325	-1.64293
SLC38A2	0.942222103412659	-0.302233	0.051597	1.03972	-0.043214	-1.61372	-0.195918
RPS15A	0.481061899797022	0.207159	-0.483557	-2.08518	0.161072	-1.1836	-0.86087
CABLES1	0.801070549513553	0.221881	-0.456762	1.26141	-0.115812	2.67305	0.820139
DOCK2	NA	0.659286	0.243678	-1.03889	0.104402	-1.10831	-0.823717
SPOCD1	NA	-0.215183	-0.408399	-5.03004	-0.701403	1.21362	-1.82372
GNL2	0.355902951720637	0.0794485	-0.653406	-1.28341	0.125156	-0.38494	-0.153221
DAGLA	0.439180540216668	0.752395	0.243678	-1.26076	-0.177493	0.351124	0.346208
TBX3	0.29502682691284	-0.00856951	-0.846993	-1.17195	-0.250742	1.0437	0.972142
PRR5L	NA	-0.110101	-1.49329	-1.252	0.0836772	0.383546	0.198651
GDF11	0.870444992342729	0.462889	0.106174	-1.71745	0.473624	1.53555	1.19865
TROAP	0.737138703003034	-0.048482	-0.57236	1.33152	0.0691047	0.480559	-0.716383
HNRNPA1	0.0742428807657462	0.0634819	-0.803371	-1.57499	0.522002	0.216903	-0.0201229
MICAL1	0.838110533858378	-0.0285135	-0.0710551	-1.23928	0.00978576	0.158125	-0.413793
EGR4	NA	1.12585	-0.630792	-3.76326	-0.250742	1.21362	0.690856
URB2	0.899503583412054	0.0639283	-0.882526	-2.41296	0.0541128	-0.0855241	-0.200541
RNASEL	0.616270231853255	0.0213304	-0.179265	-1.17043	0.232683	0.446598	0.273338
FLNB	0.427220203632414	0.003458	-0.499111	-2.40016	0.00330832	0.585721	-0.258169
THSD1	0.659765177421235	-0.266084	0.0230328	-2.08518	-0.0125821	0.535549	-0.916827
MTHFS	0.709772245612596	-0.200299	-0.160713	1.23674	-0.250742	-0.856769	-1.30914
ABHD17C	0.741818285854722	-0.33864	0.169131	1.16519	-0.27311	-0.123414	-0.179861
BRIP1	0.978486206868423	0.158691	-0.452745	-1.18706	0.127575	-0.42073	-0.236444
SKIL	0.585177192505691	-0.0959418	-0.577352	-1.23122	-0.0283494	0.0600753	0.142067
MYC	0.133070322294024	-0.777966	-0.255756	-3.65159	-0.293187	-1.95352	-0.518986
CCN3	0.859323352156192	0.489361	1.32168	1.59931	0.123324	-0.154111	0.533835
POLR1E	0.200045465751485	0.0310267	-0.76051	-1.14408	0.139477	-0.105202	0.0368348
PLAA	0.717450035238246	0.0130273	-0.491689	-1.0128	0.127639	-0.058184	-0.169214
DNAJB5	0.271117251864618	-0.0282916	0.0104783	-1.25358	-0.0499597	-0.397814	0.389277
ALDH1B1	0.59952800715173	-0.0266643	-0.29136	-1.23312	0.0941204	-0.287986	-0.215699
ARHGEF39	0.610282998783017	-0.0943583	-0.347517	1.56739	-0.149656	-0.241574	-1.45175
ZSCAN9	0.933740451199167	0.10198	0.0443687	-1.20383	-0.0350131	0.138853	0.278245
PIM1	0.565971658837755	-0.367635	-0.284818	4.32421	-0.310448	-0.210187	-0.555228
TUBB2A	0.254227552981107	-0.10925	-0.46852	-2.42622	-0.0528024	1.42007	1.0457
RNF144B	NA	0.0726547	0.386478	2.23674	0.164296	-1.08056	-0.0590065
TAF8	0.821946011982384	0.152143	-0.142677	1.26869	0.118904	-0.837726	-0.0469505
FAM8A1	0.701212959157453	0.0940868	0.26834	1.12228	-0.000763537	-0.123414	0.467837
C6orf52	NA	-1.2476	-0.0193569	2.23674	-0.0045812	-0.108308	-0.0163622
FHDC1	NA	-0.134711	0.250372	-1.47221	-0.0701695	3.08809	1.49821
RAB30	NA	-0.820183	-0.154872	2.03321	0.410842	-0.830774	-0.224255
DDX60	NA	0.101291	0.220813	-1.19622	0.114391	-0.860829	-0.0462429
MMP13	NA	1.65929	-0.756322	2.23674	-0.835704	1.21362	1.49821
THBS1	NA	-0.0643298	-0.890274	-1.78641	0.0580522	1.57729	0.45233
RPLP1	0.322665375124835	-0.118725	-0.671353	-1.82993	0.0624784	-0.719631	-0.493774
BCAR3	0.957927539261138	-0.0841059	-0.542861	-1.59486	-0.117095	1.47386	0.701303
RABGGTB	0.890910467842573	-0.0260571	-0.879705	-1.70322	0.419831	-0.985727	-0.232182
CGREF1	NA	-0.363082	0.713163	1.0003	0.234685	0.0606687	0.481036
CYP1B1	NA	0.337358	0.389108	1.02872	0.716468	5.60594	-1.50179
LRPPRC	0.504691405540781	0.0408793	-0.347531	-1.10883	0.171397	-0.31731	-0.108522
RPS24	0.771697509597764	-0.0118116	-0.646022	-1.27613	0.384939	-0.558024	0.0576637
ZGRF1	0.958359311320132	0.112864	0.0410983	-1.16765	0.0441081	-0.898051	-0.279723
BBS7	0.915207951256852	-0.0298875	-0.0294457	-1.18176	-0.0304757	-0.71313	0.283936
CCNG2	0.657338329019615	-0.419816	-0.209854	3.21075	0.110715	-0.263427	0.971582
USO1	0.256926073449971	0.097507	-0.0474946	-1.12833	-0.077565	-0.958296	0.289966
INTS12	0.698464008375468	-0.0195129	-0.383693	-1.21072	0.213205	-1.1734	-0.171399
RNF185	NA	0.201703	0.0243645	1.13486	0.225696	-1.54467	-0.624847
GABARAPL1	0.361455615045556	-0.385108	0.658715	2.72217	0.120352	-1.80628	-0.0769037
LRIG3	0.671081596802419	-0.0518865	0.591843	2.49548	-0.137733	0.223536	0.64023
GLIPR1	NA	0.115874	-0.491472	-1.58638	0.0514424	-0.622079	0.338076
TDG	0.695421831779585	-0.155038	-0.730482	-1.83365	0.173485	0.192247	-0.214212
ZNF740	0.577312303285668	0.442711	0.389108	1.45914	0.177593	-0.530541	0.0903333
MBNL2	0.695172663036254	-0.176114	0.0804873	1.23674	-0.101129	-0.629473	0.366528
STON2	0.541891876486454	0.0883304	0.31239	1.14363	0.143537	-0.541267	-1.44932
SERF2	0.331026729997115	0.00848979	0.136965	1.15101	0.0533686	-0.324065	-0.0526988
BAHD1	0.458903213822345	-0.0244376	-0.249362	-1.47195	-0.143827	0.534443	0.0325474
TPM1	0.264291001773472	0.130652	0.0853272	-1.60932	0.0940967	1.97459	0.778888
PIF1	0.618125114536513	0.35474	-0.599083	1.08474	0.154161	1.02294	-1.21603
ZNF710	0.251562676743797	-0.197974	-0.152251	-1.1921	0.137329	-0.307917	0.530272
IQGAP1	0.523605343463071	0.0648384	-0.0159814	-1.69917	-0.01172	-0.426254	0.0185232
TGFB1I1	0.761956466799837	0.0675976	-0.147941	-1.36529	0.104589	0.140372	-0.352646
NOB1	0.770438179200907	0.0821856	-0.39346	-1.03658	0.265536	-0.331492	-0.359324
TOB1	0.763477995527026	-0.100328	0.0730782	1.20637	0.0392282	0.692505	0.912432
CLTC	0.532608472167013	0.0410296	-0.127512	-1.02176	0.0557012	-0.171984	0.11508
PTRH2	0.704383563043919	-0.0856724	-0.72219	-1.38089	0.119036	-0.346396	0.119979
GAREM1	0.34817970843408	-0.0201941	0.208054	1.07324	-0.771574	-1.81613	0.205429
FOXK2	0.981482812240956	-0.339066	-0.413118	-1.16535	-0.108053	0.668384	0.0259063
CBX8	0.944943085318102	0.251628	-0.0304974	1.31475	0.0467521	0.652505	-0.110999
RETREG3	0.11594075810422	-0.0167506	0.086952	1.00408	0.0374259	0.0672311	0.294678
GRB7	NA	-0.436134	-0.355785	3.06682	-0.736169	4.38355	0.498211
MIEN1	0.0672697572930527	-0.367186	-0.277155	1.00726	-0.367066	-0.224188	-0.0205178
FEM1A	0.830048226557574	0.121629	-0.341285	-1.0284	-0.44022	-0.478257	-0.339518
RPS11	0.668330219865811	-0.0652939	-0.93605	-1.79394	0.362551	-0.787702	-0.8526
RPL13A	0.662935196644452	0.22861	-0.0375645	-2.58249	0.202777	-1.49525	-0.728094
EPHA2	0.808884622030427	-0.618088	-0.978911	-1.30069	-0.215718	0.369075	0.174122
RPL11	0.976912152691815	-0.0189109	-0.792951	-1.50584	0.319156	-0.523072	-0.612591
CCN1	0.161175530935656	-0.513948	-0.054557	-1.66328	-0.411234	2.55878	0.481386
RPS8	0.824621018235267	0.0516237	-0.641009	-1.02879	0.334221	-0.541388	-0.400284
LMO4	0.64368304604609	-0.212839	0.183806	1.92764	0.139205	-0.184182	0.136032
CTTNBP2NL	0.65870779436462	-0.159441	-0.101539	-1.12121	-0.32536	-0.366963	0.0610797
DPT	NA	0.337358	0.243678	3.23674	-0.250742	0.213621	-0.501789
ISG20L2	0.479654181971422	-0.107926	-0.320484	-1.33672	0.228426	0.0855158	-0.419327
RGL1	0.355311469108426	-0.136573	-0.312716	1.05987	-0.132422	0.744135	0.720603
PRUNE1	0.975401765396525	-0.0411537	0.733062	1.05987	-0.205654	0.271724	0.575173
RORC	NA	-0.247605	0.243678	3.23674	-2.25074	0.143231	1.56533
MCL1	0.621503332437131	-0.314006	-0.456673	-1.35922	-0.0491364	-0.345093	-0.0690929
GABPB2	0.86309933983012	0.296135	0.138325	1.09235	-0.146719	-0.908999	-0.169214
TAF1A	0.960396185620834	-0.495992	-0.513051	-1.34822	0.0168081	-1.07841	-0.587365
WNT9A	NA	-0.240187	-0.998683	-1.17829	0.234685	0.950586	0.720603
RHOB	0.636036056855402	0.0590567	0.639606	-2.14638	-0.72991	-0.772833	0.237896
RPS27A	0.968281200493774	0.0154298	-0.326178	-1.14891	0.939942	1.02098	-0.554256
VPS54	0.522201380623513	-0.0218918	-0.0763128	-1.03335	-0.110007	-0.238506	0.63771
SLC20A1	0.895550609496059	-0.56359	-0.722759	-2.25517	-0.381589	-0.34511	0.065417
AMMECR1L	0.730363276517461	-0.223181	-0.516939	-1.17829	0.137529	-0.878638	-0.0551815
CDCA7	0.165720643407663	-0.133533	-0.51873	-1.94317	0.214327	-0.18756	-0.295552
CSRNP1	0.887612846847155	-0.12731	-0.798758	1.01331	0.107021	0.465159	0.150288
